CONTIG AVERAGE.DEPTH MEDIAN.DEPTH MIN.DEPTH MAX.DEPTH 
HR78A1_contig100_len751_circularized 840.273 993 23 1129
HR78A1_contig101_len739_circularized 274.484 318 7 368
HR78A1_contig102_len737_circularized 34.2097 37 0 58
HR78A1_contig105_len748_circularized 126.661 145 4 184
HR78A1_contig106_len749_circularized 226.263 240 3 395
HR78A1_contig107_len742_circularized 49.7265 57 1 72
HR78A1_contig108_len750_circularized 115.552 138 3 160
HR78A1_contig113_len748_circularized 89.7851 102 3 128
HR78A1_contig114_len747_circularized 20.709 24 0 34
HR78A1_contig115_len866 110.379 122 6 151
HR78A1_contig116_len752_circularized 228.734 267 6 311
HR78A1_contig118_len1500_circularized 411.976 352 3 668
HR78A1_contig119_len750_circularized 192.976 214 3 312
HR78A1_contig11_len739_circularized 179.272 210 3 241
HR78A1_contig120_len739_circularized 163.654 188 5 253
HR78A1_contig122_len748_circularized 833.053 962 30 1109
HR78A1_contig123_len737_circularized 182.938 206 6 287
HR78A1_contig124_len749_circularized 1053.27 1223 20 1396
HR78A1_contig126_len759_circularized 517.088 598 11 680
HR78A1_contig128_len742_circularized 59.63 56 0 141
HR78A1_contig130_len749_circularized 497.063 590 11 640
HR78A1_contig131_len756_circularized 289.669 331 10 398
HR78A1_contig132_len750_circularized 164.854 190.5 4 239
HR78A1_contig133_len760_circularized 286.642 329 8 411
HR78A1_contig134_len741_circularized 323.38 367 5 448
HR78A1_contig135_len739_circularized 80.6097 92 2 118
HR78A1_contig136_len750_circularized 73.1089 83 4 104
HR78A1_contig13_len740_circularized 384.903 451 13 520
HR78A1_contig15_len739_circularized 159.03 185 3 240
HR78A1_contig16_len750_circularized 472.612 550.5 10 603
HR78A1_contig18_len752_circularized 134.847 149 7 206
HR78A1_contig19_len1482_circularized 672.839 496.5 6 1187
HR78A1_contig1_len740_circularized 496.318 586 18 647
HR78A1_contig20_len717_circularized 89.7278 107 4 127
HR78A1_contig27_len738_circularized 528.697 604 12 731
HR78A1_contig29_len748_circularized 118.242 133 3 179
HR78A1_contig2_len749_circularized 229.244 265 5 323
HR78A1_contig30_len824 458.029 543 40 617
HR78A1_contig31_len745_circularized 72.0034 66 1 167
HR78A1_contig32_len741_circularized 186.496 224 6 278
HR78A1_contig33_len740_circularized 91.8011 104 4 129
HR78A1_contig35_len748_circularized 79.137 89 1 115
HR78A1_contig36_len747_circularized 232.767 276 5 318
HR78A1_contig38_len734_circularized 71.1335 80 2 109
HR78A1_contig3_len438 52.2237 57 3 85
HR78A1_contig40_len720_circularized 98.8678 110 6 161
HR78A1_contig41_len749_circularized 194.481 224 2 275
HR78A1_contig42_len743_circularized 44.9541 49 0 82
HR78A1_contig44_len1489_circularized 244.283 175 1 521
HR78A1_contig46_len744_circularized 326.329 380 10 450
HR78A1_contig49_len741_circularized 436.789 516 21 562
HR78A1_contig4_len749_circularized 48.4004 53 0 71
HR78A1_contig50_len750_circularized 46.4089 48 2 103
HR78A1_contig51_len740_circularized 760.302 896 19 991
HR78A1_contig52_len747_circularized 192.033 226 3 257
HR78A1_contig53_len739_circularized 175.504 192 3 260
HR78A1_contig54_len897 1122.92 1284 0 1493
HR78A1_contig55_len748_circularized 147.518 166 5 239
HR78A1_contig59_len739_circularized 39.6423 43 2 65
HR78A1_contig60_len742_circularized 238.152 275 3 331
HR78A1_contig61_len740_circularized 716.525 835 13 1003
HR78A1_contig62_len740_circularized 288.715 337 11 386
HR78A1_contig63_len740_circularized 360.192 419 9 516
HR78A1_contig64_len743_circularized 160.431 173 4 285
HR78A1_contig68_len740_circularized 110.648 129 1 165
HR78A1_contig69_len750_circularized 462.82 548 16 599
HR78A1_contig6_len540 41.1 42 1 78
HR78A1_contig70_len750_circularized 117.441 131.5 5 172
HR78A1_contig74_len1011 337.602 438 0 531
HR78A1_contig75_len741_circularized 74.4456 76 2 152
HR78A1_contig78_len750_circularized 430.87 504 12 581
HR78A1_contig79_len860 159.057 179 2 213
HR78A1_contig7_len751_circularized 382.27 445 11 516
HR78A1_contig80_len740_circularized 369.182 429 7 531
HR78A1_contig81_len748_circularized 67.5523 75 1 95
HR78A1_contig83_len762_circularized 105.279 114 0 186
HR78A1_contig84_len1584 984.426 947 40 1377
HR78A1_contig86_len753_circularized 74.6179 63 2 196
HR78A1_contig87_len751_circularized 438.954 515 12 604
HR78A1_contig8_len1036 1032.78 1403 3 1626
HR78A1_contig90_len739_circularized 399.017 466 12 539
HR78A1_contig91_len742_circularized 286.047 334 5 377
HR78A1_contig92_len758_circularized 448.719 521 16 616
HR78A1_contig93_len748_circularized 352.755 404 4 487
HR78A1_contig94_len740_circularized 1068.22 1289 27 1387
HR78A1_contig97_len751_circularized 522.075 630 12 675
HR78A1_contig98_len751_circularized 47.576 53 2 73
HR78A1_contig99_len736_circularized 81.9842 89.5 1 154
HR78A1_contig9_len740_circularized 277.028 319 12 393
