CONTIG AVERAGE.DEPTH MEDIAN.DEPTH MIN.DEPTH MAX.DEPTH 
LC2435A1_contig0_len741_circularized 50.7553 54 0 92
LC2435A1_contig100_len761_circularized 680.775 795 26 878
LC2435A1_contig102_len1481_circularized 317.525 330 0 483
LC2435A1_contig103_len738 6.92547 8 0 13
LC2435A1_contig105_len752_circularized 302.95 324 7 494
LC2435A1_contig106_len743_circularized 49.9104 56 2 79
LC2435A1_contig109_len709_circularized 175.616 203 5 260
LC2435A1_contig113_len744_circularized 130.787 146 5 198
LC2435A1_contig114_len743_circularized 100.296 117 1 146
LC2435A1_contig116_len751_circularized 75.1321 87 2 108
LC2435A1_contig117_len739_circularized 79.0787 93 7 112
LC2435A1_contig118_len738_circularized 363.312 427 12 495
LC2435A1_contig119_len738_circularized 244.622 286.5 6 334
LC2435A1_contig11_len751_circularized 168.143 186 1 244
LC2435A1_contig120_len751_circularized 123.311 142 2 168
LC2435A1_contig121_len760_circularized 62.3176 68 0 91
LC2435A1_contig126_len741_circularized 33.3311 25 0 95
LC2435A1_contig128_len752_circularized 244.201 280 6 328
LC2435A1_contig129_len749_circularized 143.58 166 5 203
LC2435A1_contig130_len739_circularized 110.174 119 2 161
LC2435A1_contig132_len750_circularized 74.8267 79 2 145
LC2435A1_contig133_len866 168.552 192 4 227
LC2435A1_contig134_len750_circularized 296.198 329 8 452
LC2435A1_contig135_len1490_circularized 759.462 629.5 12 1632
LC2435A1_contig136_len1477_circularized 332.935 264 9 715
LC2435A1_contig137_len741_circularized 344.694 408 9 457
LC2435A1_contig138_len751_circularized 246.549 286 4 321
LC2435A1_contig139_len752_circularized 66.7206 71 0 107
LC2435A1_contig13_len740_circularized 138.253 165 0 194
LC2435A1_contig140_len873 512.977 618 1 690
LC2435A1_contig141_len718_circularized 120.601 136 1 182
LC2435A1_contig142_len742_circularized 37.5348 39 0 74
LC2435A1_contig143_len752_circularized 170.288 189 2 270
LC2435A1_contig145_len742_circularized 580.462 661 15 776
LC2435A1_contig148_len750_circularized 15.4344 15 0 34
LC2435A1_contig149_len748_circularized 74.0913 86 3 108
LC2435A1_contig152_len751_circularized 41.727 45 0 67
LC2435A1_contig157_len740_circularized 129.056 140 8 225
LC2435A1_contig159_len741_circularized 368.481 435 8 480
LC2435A1_contig160_len740_circularized 24.6809 28.5 0 38
LC2435A1_contig161_len741_circularized 36.4052 38 0 60
LC2435A1_contig162_len744_circularized 63.1029 72 0 89
LC2435A1_contig163_len748_circularized 9.80958 9 0 18
LC2435A1_contig164_len749_circularized 205.583 230 2 284
LC2435A1_contig165_len740_circularized 391.669 451 16 528
LC2435A1_contig166_len737_circularized 201.984 227 5 289
LC2435A1_contig167_len748_circularized 169.886 196 6 235
LC2435A1_contig168_len751_circularized 71.5705 84 1 111
LC2435A1_contig169_len751_circularized 210.214 237 6 294
LC2435A1_contig170_len741_circularized 37.0819 42 2 58
LC2435A1_contig18_len750_circularized 297.85 346 10 417
LC2435A1_contig19_len750_circularized 198.808 213 7 303
LC2435A1_contig20_len758_circularized 203.97 223 10 307
LC2435A1_contig21_len1578 174.085 182 0 260
LC2435A1_contig22_len1576 372.69 412 0 474
LC2435A1_contig25_len762_circularized 95.0132 106 3 142
LC2435A1_contig27_len754_circularized 102.066 114 1 143
LC2435A1_contig28_len739_circularized 86.3847 102 1 124
LC2435A1_contig2_len831 750.634 837 85 999
LC2435A1_contig37_len740_circularized 178.031 195 7 276
LC2435A1_contig38_len742_circularized 279.019 316 8 402
LC2435A1_contig39_len1479_circularized 388.495 333 6 867
LC2435A1_contig3_len750_circularized 426.092 491 9 572
LC2435A1_contig40_len745_circularized 50.1307 50 0 99
LC2435A1_contig42_len709_circularized 76.5064 86 4 112
LC2435A1_contig47_len831 688.828 794 79 873
LC2435A1_contig48_len761_circularized 223.212 251 8 300
LC2435A1_contig49_len749_circularized 51.6974 59 0 86
LC2435A1_contig4_len750_circularized 652.168 734 18 932
LC2435A1_contig50_len739_circularized 60.1687 68 5 94
LC2435A1_contig51_len749_circularized 570.519 652 19 761
LC2435A1_contig52_len739_circularized 503.028 576 16 711
LC2435A1_contig53_len750_circularized 377.393 423 17 538
LC2435A1_contig54_len739_circularized 107.407 111 4 190
LC2435A1_contig55_len741_circularized 383.842 446 13 510
LC2435A1_contig57_len760_circularized 100.281 111 1 171
LC2435A1_contig59_len743_circularized 315.613 367 7 422
LC2435A1_contig5_len752_circularized 88.7772 99 5 138
LC2435A1_contig60_len749_circularized 215.42 246 6 314
LC2435A1_contig61_len903 76.845 96 1 118
LC2435A1_contig62_len883 468.437 539 25 648
LC2435A1_contig65_len750_circularized 40.78 42 1 71
LC2435A1_contig66_len751_circularized 197.403 231 9 266
LC2435A1_contig67_len751_circularized 477.386 541 13 702
LC2435A1_contig69_len749_circularized 79.6029 90 3 116
LC2435A1_contig6_len740_circularized 583.384 662 24 809
LC2435A1_contig71_len747_circularized 13.8361 13 0 34
LC2435A1_contig75_len750_circularized 288.886 340 14 390
LC2435A1_contig76_len741_circularized 680.082 785 26 918
LC2435A1_contig77_len740_circularized 170.53 198 5 255
LC2435A1_contig78_len750_circularized 947.281 1088 26 1267
LC2435A1_contig7_len709_circularized 87.0617 101 3 121
LC2435A1_contig80_len1486_circularized 396.987 365 7 665
LC2435A1_contig83_len740_circularized 96.7831 100 3 183
LC2435A1_contig84_len1499_circularized 200.753 178 4 330
LC2435A1_contig86_len734_circularized 136.028 155 3 197
LC2435A1_contig87_len749_circularized 1175.64 1372 31 1550
LC2435A1_contig88_len751_circularized 20.8491 19 0 47
LC2435A1_contig89_len740_circularized 398.881 468 15 520
LC2435A1_contig8_len1487_circularized 129.021 78 1 301
LC2435A1_contig90_len1226 216.784 152 8 556
LC2435A1_contig91_len742_circularized 51.9552 52 0 107
LC2435A1_contig93_len758_circularized 130.258 147 2 206
LC2435A1_contig94_len747_circularized 337.928 290 6 599
LC2435A1_contig98_len740_circularized 700.396 823 21 895
LC2435A1_contig9_len750_circularized 903.814 1015.5 34 1271
