CONTIG AVERAGE.DEPTH MEDIAN.DEPTH MIN.DEPTH MAX.DEPTH 
LC1412A1_contig100_len750_circularized 117.737 132 4 178
LC1412A1_contig101_len811 194.298 214 0 307
LC1412A1_contig102_len740_circularized 129.894 150 1 186
LC1412A1_contig103_len750_circularized 1008.61 1140.5 36 1302
LC1412A1_contig105_len742_circularized 262.507 280.5 7 538
LC1412A1_contig106_len750_circularized 537.301 611 13 858
LC1412A1_contig107_len709_circularized 481.546 537 12 836
LC1412A1_contig108_len749_circularized 163.661 161 3 452
LC1412A1_contig10_len740_circularized 211.527 179 1 731
LC1412A1_contig111_len752_circularized 126.05 117 1 369
LC1412A1_contig114_len749_circularized 151.016 169 5 221
LC1412A1_contig116_len820 196.126 222 1 252
LC1412A1_contig118_len873 133.559 116 0 362
LC1412A1_contig11_len1000 913.363 1132 18 1248
LC1412A1_contig121_len742_circularized 134.427 126.5 2 405
LC1412A1_contig123_len751_circularized 76.5216 56 1 327
LC1412A1_contig126_len2478 950.256 953 0 1920
LC1412A1_contig127_len738_circularized 603.345 695 18 917
LC1412A1_contig128_len740_circularized 535.862 612 5 841
LC1412A1_contig129_len740_circularized 168.869 193 4 226
LC1412A1_contig12_len1501_circularized 254.784 262 5 596
LC1412A1_contig130_len752_circularized 195.864 229 4 267
LC1412A1_contig131_len748_circularized 64.6682 76 1 91
LC1412A1_contig132_len750_circularized 69.8956 80 0 115
LC1412A1_contig133_len741_circularized 15.1627 16 0 35
LC1412A1_contig13_len739_circularized 1565.58 1825 43 2059
LC1412A1_contig15_len739_circularized 62.3003 70 2 95
LC1412A1_contig16_len739_circularized 78.7177 67 3 254
LC1412A1_contig20_len740_circularized 188.456 214 1 271
LC1412A1_contig21_len754_circularized 137.154 127 1 424
LC1412A1_contig22_len750_circularized 1481.15 1759 48 1942
LC1412A1_contig25_len742_circularized 75.1693 44 2 379
LC1412A1_contig27_len749_circularized 784.972 904 25 1048
LC1412A1_contig28_len749_circularized 70.2169 80 1 100
LC1412A1_contig29_len740_circularized 252.621 297 8 339
LC1412A1_contig2_len750_circularized 399.639 457 11 559
LC1412A1_contig30_len856 164.748 175 3 233
LC1412A1_contig31_len2220_circularized 1254.71 1716.5 13 2172
LC1412A1_contig32_len741_circularized 348.672 405 11 459
LC1412A1_contig33_len750_circularized 2589.95 2991.5 69 3301
LC1412A1_contig34_len751_circularized 460.486 544 12 620
LC1412A1_contig37_len741_circularized 886.313 1030 35 1163
LC1412A1_contig38_len752_circularized 268.35 313 2 359
LC1412A1_contig39_len1580 1660.35 1431.5 8 2556
LC1412A1_contig3_len752_circularized 97.9734 90 1 300
LC1412A1_contig40_len750_circularized 194.09 202 8 394
LC1412A1_contig41_len741_circularized 107.517 100 2 317
LC1412A1_contig43_len1579 2115.37 1589 10 3277
LC1412A1_contig44_len750_circularized 1065.33 1223.5 37 1413
LC1412A1_contig47_len1496_circularized 768.134 575.5 10 1412
LC1412A1_contig48_len759_circularized 1020.03 1225 40 1421
LC1412A1_contig50_len741_circularized 144.42 127 3 442
LC1412A1_contig51_len741_circularized 82.5645 91 0 136
LC1412A1_contig52_len709_circularized 162.525 170 3 326
LC1412A1_contig55_len740_circularized 199.825 218 4 333
LC1412A1_contig57_len742_circularized 416.735 410 7 1060
LC1412A1_contig5_len751_circularized 363.313 398 11 611
LC1412A1_contig60_len751_circularized 83.2775 79 1 230
LC1412A1_contig61_len1681 635.089 368 1 1226
LC1412A1_contig62_len760_circularized 86.8429 91 1 193
LC1412A1_contig63_len761_circularized 670.027 795 23 893
LC1412A1_contig65_len742_circularized 800.715 944.5 17 1045
LC1412A1_contig66_len745_circularized 507.858 579 8 712
LC1412A1_contig67_len750_circularized 984.77 1189 26 1255
LC1412A1_contig6_len1576 586.011 658 5 789
LC1412A1_contig71_len749_circularized 217.733 197 4 646
LC1412A1_contig72_len749_circularized 678.825 753 23 1200
LC1412A1_contig75_len759_circularized 90.8713 104 2 130
LC1412A1_contig76_len741_circularized 67.4523 75 0 107
LC1412A1_contig77_len758_circularized 929.835 1093 31 1227
LC1412A1_contig78_len767 625.617 706 4 774
LC1412A1_contig7_len750_circularized 396.544 461 9 521
LC1412A1_contig80_len744_circularized 1266.13 1510 48 1661
LC1412A1_contig83_len741_circularized 479.884 557 14 644
LC1412A1_contig86_len750_circularized 142.6 147 2 326
LC1412A1_contig87_len762_circularized 1337.79 1479.5 34 1786
LC1412A1_contig88_len742_circularized 564.364 647 18 812
LC1412A1_contig89_len817 1476.96 1761 4 1921
LC1412A1_contig8_len1471_circularized 355.504 344 2 669
LC1412A1_contig90_len750_circularized 331.957 373 8 518
LC1412A1_contig91_len748_circularized 276.759 321.5 6 396
LC1412A1_contig92_len751_circularized 324.475 370 8 527
LC1412A1_contig93_len760_circularized 200.848 207 6 447
LC1412A1_contig95_len752_circularized 84.7738 59 1 370
LC1412A1_contig96_len752_circularized 93.1497 80 1 290
LC1412A1_contig97_len1479_circularized 278.683 248 0 558
LC1412A1_contig98_len752_circularized 192.426 221 3 272
LC1412A1_contig99_len739_circularized 65.144 55 0 221
LC1412A1_contig9_len739_circularized 477.711 559 17 641
