CONTIG AVERAGE.DEPTH MEDIAN.DEPTH MIN.DEPTH MAX.DEPTH 
LCA04A1_contig0_len909 2136.25 2360 1 3238
LCA04A1_contig100_len741_circularized 728.086 735 17 1669
LCA04A1_contig103_len748_circularized 1725.22 1971 77 2740
LCA04A1_contig104_len1496_circularized 1378.14 1221 32 3254
LCA04A1_contig105_len758_circularized 455.673 505 9 744
LCA04A1_contig106_len739_circularized 1030.64 1158 48 1640
LCA04A1_contig107_len748_circularized 685.22 757 17 1137
LCA04A1_contig108_len739_circularized 357.141 409 13 549
LCA04A1_contig109_len751_circularized 750.183 845 29 1131
LCA04A1_contig10_len752_circularized 991.439 980 25 2448
LCA04A1_contig110_len750_circularized 2407.79 2846.5 69 3380
LCA04A1_contig111_len750_circularized 1309.76 1512.5 45 1729
LCA04A1_contig112_len738_circularized 1937.71 2140 61 3156
LCA04A1_contig113_len748_circularized 1968.75 2219 37 3163
LCA04A1_contig114_len742_circularized 1736.07 2024.5 59 2437
LCA04A1_contig115_len748_circularized 594.283 658 32 911
LCA04A1_contig116_len752_circularized 1060.52 1150 36 1667
LCA04A1_contig117_len740_circularized 2447.35 2833.5 90 3459
LCA04A1_contig11_len759_circularized 1104.51 1242 38 1764
LCA04A1_contig12_len862 4151.1 4642 7 5752
LCA04A1_contig15_len750_circularized 2049.16 2217.5 69 3613
LCA04A1_contig16_len1666 364.619 407.5 0 775
LCA04A1_contig17_len742_circularized 1985.12 2192.5 61 2919
LCA04A1_contig18_len1629 2954.11 3207 4 4305
LCA04A1_contig19_len737_circularized 1340.52 1464 43 2538
LCA04A1_contig1_len737_circularized 3767.71 4370 104 5439
LCA04A1_contig21_len751_circularized 5151.21 5818 154 7608
LCA04A1_contig22_len737_circularized 503.345 372 8 2060
LCA04A1_contig24_len746_circularized 2720.45 3079 100 4012
LCA04A1_contig25_len741_circularized 3725.63 4211 83 5350
LCA04A1_contig26_len738_circularized 630.354 592.5 22 1691
LCA04A1_contig27_len739_circularized 1623.42 1804 58 2653
LCA04A1_contig28_len745_circularized 1783.68 1845 51 3888
LCA04A1_contig29_len928 2022.35 2352 3 2806
LCA04A1_contig2_len1099 182.498 135 0 815
LCA04A1_contig30_len1510 1954.64 2035 10 3515
LCA04A1_contig31_len739_circularized 492.017 532 10 991
LCA04A1_contig32_len741_circularized 107.547 125 0 159
LCA04A1_contig33_len737_circularized 1988.4 2276 65 3115
LCA04A1_contig34_len738_circularized 1097.64 1072 51 2496
LCA04A1_contig35_len739_circularized 1522.76 1602 52 2916
LCA04A1_contig36_len979 1855.74 1633 22 5262
LCA04A1_contig38_len747_circularized 2052.72 2372 51 3162
LCA04A1_contig39_len696 4975.88 5933 73 6609
LCA04A1_contig3_len718_circularized 801.69 894 21 1462
LCA04A1_contig40_len740_circularized 1684.47 1395.5 48 5888
LCA04A1_contig41_len737_circularized 1607.97 1874 46 2525
LCA04A1_contig44_len709_circularized 2559.06 2927 85 3987
LCA04A1_contig47_len743_circularized 626.259 711 43 909
LCA04A1_contig48_len743_circularized 1614.29 1705 67 3307
LCA04A1_contig51_len740_circularized 186.481 45 3 1355
LCA04A1_contig54_len740_circularized 1923.92 1995.5 61 3749
LCA04A1_contig55_len751_circularized 1271.48 1443 26 2401
LCA04A1_contig56_len742_circularized 3258.1 3823 107 5071
LCA04A1_contig57_len964 1685.68 2073.5 1 2718
LCA04A1_contig59_len982 3111.81 3995 1 5085
LCA04A1_contig5_len830 5055.65 5610 1 7692
LCA04A1_contig62_len748_circularized 915.856 912 36 2298
LCA04A1_contig63_len839 370.338 408 55 502
LCA04A1_contig64_len747_circularized 1553.91 1590 31 3445
LCA04A1_contig66_len896 302.895 306 2 487
LCA04A1_contig68_len974 2221.63 2664.5 6 3620
LCA04A1_contig69_len749_circularized 3275.2 3625 67 5238
LCA04A1_contig6_len739_circularized 1789.03 2079 55 2743
LCA04A1_contig70_len749_circularized 2112.95 2276 75 3769
LCA04A1_contig72_len747_circularized 2873.65 3226 77 4223
LCA04A1_contig74_len738_circularized 804.097 908.5 28 1110
LCA04A1_contig77_len890 1420.51 1274 9 2952
LCA04A1_contig78_len739_circularized 1489.17 1505 52 3258
LCA04A1_contig79_len749_circularized 1578.53 1763 34 2711
LCA04A1_contig82_len759_circularized 1454.13 1387 46 3842
LCA04A1_contig83_len740_circularized 1376.36 1541.5 30 2094
LCA04A1_contig84_len737_circularized 2423.7 2692 88 4186
LCA04A1_contig86_len740_circularized 3420.08 3924 125 5172
LCA04A1_contig88_len746_circularized 1023.23 1119.5 28 1745
LCA04A1_contig8_len738_circularized 2324.12 2618.5 71 3462
LCA04A1_contig90_len739_circularized 2307.13 2652 110 3255
LCA04A1_contig94_len826 1219.72 1412 31 1560
LCA04A1_contig97_len843 1007.77 997 12 1718
LCA04A1_contig99_len751_circularized 1594.57 1754 52 2735
LCA04A1_contig9_len741_circularized 3809.47 4188 109 5834
