CONTIG AVERAGE.DEPTH MEDIAN.DEPTH MIN.DEPTH MAX.DEPTH 
HB55A1_contig0_len749_circularized 1615.54 1788 36 2584
HB55A1_contig100_len748_circularized 1670.55 1438.5 30 5194
HB55A1_contig101_len1004 587.99 697 9 1014
HB55A1_contig102_len750_circularized 536.506 607 18 855
HB55A1_contig104_len1489_circularized 2464.26 2532 48 3736
HB55A1_contig105_len748_circularized 1421.28 1513.5 31 2391
HB55A1_contig108_len739_circularized 590.956 634 30 1119
HB55A1_contig109_len751_circularized 398.897 374 16 992
HB55A1_contig10_len748_circularized 626.04 651 21 1086
HB55A1_contig110_len750_circularized 233.438 187 5 825
HB55A1_contig111_len739_circularized 142.305 108 5 550
HB55A1_contig112_len1167 863.225 323 7 2448
HB55A1_contig113_len741_circularized 585.431 526 12 1586
HB55A1_contig114_len955 594.206 708 0 939
HB55A1_contig115_len751_circularized 1757.41 1898 56 2593
HB55A1_contig116_len846 3059.16 3011 9 6958
HB55A1_contig117_len670 58.3284 52 1 136
HB55A1_contig11_len1578 1762.42 1793 0 2843
HB55A1_contig120_len741_circularized 971.572 1081 40 1538
HB55A1_contig121_len750_circularized 444.226 458 16 975
HB55A1_contig122_len743_circularized 227.031 232 5 417
HB55A1_contig123_len1577 206.556 173 5 437
HB55A1_contig124_len759_circularized 214.826 217 5 454
HB55A1_contig125_len749_circularized 1053.74 1139 41 1693
HB55A1_contig127_len738_circularized 2077.88 2247.5 65 3552
HB55A1_contig128_len870 1217.04 1259 8 1850
HB55A1_contig130_len762_circularized 1097.98 1178.5 25 2002
HB55A1_contig135_len739_circularized 171.07 108 1 771
HB55A1_contig136_len750_circularized 2175.82 2423.5 40 3566
HB55A1_contig138_len759_circularized 267.903 228 11 921
HB55A1_contig140_len749_circularized 168.062 182 4 259
HB55A1_contig14_len738_circularized 1269.62 1317.5 44 2108
HB55A1_contig15_len741_circularized 1676.13 1804 44 2732
HB55A1_contig19_len708_circularized 1868.86 2146 56 2701
HB55A1_contig1_len737_circularized 1454.2 1546 40 2543
HB55A1_contig21_len828 1023.14 1120 5 1528
HB55A1_contig22_len752_circularized 255.195 283 7 369
HB55A1_contig24_len748_circularized 129.88 131 6 276
HB55A1_contig25_len739_circularized 733.174 703 7 2030
HB55A1_contig27_len1023 168.381 175 2 320
HB55A1_contig28_len976 669.618 733 4 1255
HB55A1_contig2_len752_circularized 269.252 161 6 1384
HB55A1_contig30_len756_circularized 801.328 746 21 2170
HB55A1_contig31_len1007 2013 2483 0 4342
HB55A1_contig32_len742_circularized 884.235 951 35 1452
HB55A1_contig33_len717_circularized 387.544 415 13 685
HB55A1_contig34_len819 1353.93 1488 2 1954
HB55A1_contig39_len741_circularized 390.786 435 16 654
HB55A1_contig3_len748_circularized 1281.89 1392 55 2019
HB55A1_contig40_len747_circularized 806.124 750 19 2015
HB55A1_contig41_len921 185.822 65 1 1163
HB55A1_contig42_len740_circularized 1339.74 1384 46 2467
HB55A1_contig43_len858 750.544 789 6 1126
HB55A1_contig47_len748_circularized 329.778 345 11 625
HB55A1_contig4_len842 1003.95 1079.5 31 1458
HB55A1_contig50_len1481_circularized 783.413 861 2 1533
HB55A1_contig51_len814 495.162 539 8 782
HB55A1_contig52_len749_circularized 260.418 184 2 1093
HB55A1_contig56_len741_circularized 1071.9 1169 23 1997
HB55A1_contig58_len740_circularized 2061.83 2219.5 80 3524
HB55A1_contig5_len512 272.98 294.5 14 472
HB55A1_contig60_len753_circularized 1070.66 1093 38 2260
HB55A1_contig62_len751_circularized 366.162 383 10 642
HB55A1_contig63_len760_circularized 2086.43 2294 94 3353
HB55A1_contig65_len1563 1273.32 1113 1 2758
HB55A1_contig68_len489 824.898 824 63 1331
HB55A1_contig6_len740_circularized 576.792 633.5 26 945
HB55A1_contig70_len1558 674.284 608.5 4 1996
HB55A1_contig71_len739_circularized 347.774 285 7 1274
HB55A1_contig74_len737_circularized 956.007 1025 36 1772
HB55A1_contig75_len1488_circularized 426.159 375.5 4 1399
HB55A1_contig76_len750_circularized 4889.31 5539 131 7567
HB55A1_contig77_len739_circularized 332.056 340 6 790
HB55A1_contig80_len1498_circularized 896.97 1044 10 1752
HB55A1_contig82_len739_circularized 1429.21 1558 5 2367
HB55A1_contig83_len766 650.813 684 9 907
HB55A1_contig84_len750_circularized 2210.14 2415 50 3643
HB55A1_contig87_len816 1148.93 1266 8 1766
HB55A1_contig88_len840 601.431 673 0 865
HB55A1_contig8_len750_circularized 367.136 280.5 6 1441
HB55A1_contig90_len740_circularized 2462.48 2905 81 3590
HB55A1_contig91_len801 163.541 173 3 262
HB55A1_contig92_len743_circularized 953.711 930 27 2122
HB55A1_contig96_len738_circularized 154.564 54 1 1010
HB55A1_contig97_len827 70.4438 49 2 265
HB55A1_contig9_len739_circularized 767.551 700 33 1914
