CONTIG AVERAGE.DEPTH MEDIAN.DEPTH MIN.DEPTH MAX.DEPTH 
LC1418A1_contig0_len740_circularized 825.978 971 33 1188
LC1418A1_contig100_len752_circularized 378.728 423 17 506
LC1418A1_contig101_len758_circularized 49.1751 34 2 205
LC1418A1_contig103_len748_circularized 308.297 343.5 8 538
LC1418A1_contig105_len525 884.77 984 1 1536
LC1418A1_contig108_len694 355.654 416 13 488
LC1418A1_contig109_len747_circularized 654.289 475 11 1528
LC1418A1_contig10_len1487_circularized 609.957 529 18 1185
LC1418A1_contig110_len751_circularized 162.135 178 7 287
LC1418A1_contig111_len1500_circularized 1813.87 1193 77 4465
LC1418A1_contig112_len740_circularized 329.761 362 11 541
LC1418A1_contig113_len743_circularized 268.671 280 10 560
LC1418A1_contig114_len752_circularized 59.143 48 1 216
LC1418A1_contig116_len741_circularized 116.186 85 2 494
LC1418A1_contig118_len709_circularized 500.495 602 13 699
LC1418A1_contig11_len740_circularized 318.339 355 8 570
LC1418A1_contig121_len750_circularized 379.074 438 8 610
LC1418A1_contig122_len932 192.562 212 3 270
LC1418A1_contig123_len752_circularized 417.713 433 17 920
LC1418A1_contig124_len750_circularized 801.081 917 18 1261
LC1418A1_contig125_len740_circularized 373.08 404 11 735
LC1418A1_contig127_len827 1003.25 1198 6 1353
LC1418A1_contig128_len739_circularized 673.609 763 25 1022
LC1418A1_contig129_len750_circularized 134.406 131 1 313
LC1418A1_contig130_len751_circularized 82.8979 78 3 233
LC1418A1_contig131_len740_circularized 630.28 711.5 24 1003
LC1418A1_contig133_len741_circularized 1351.86 1546 62 1860
LC1418A1_contig134_len1479_circularized 651.38 647 25 1139
LC1418A1_contig136_len743_circularized 659.222 750 32 1017
LC1418A1_contig138_len743_circularized 99.682 94 3 259
LC1418A1_contig139_len749_circularized 143.439 158 0 256
LC1418A1_contig140_len738_circularized 315.349 365 10 441
LC1418A1_contig143_len740_circularized 919.724 1069 39 1276
LC1418A1_contig144_len752_circularized 69.694 68 3 174
LC1418A1_contig146_len1510_circularized 1391.77 1301 9 2962
LC1418A1_contig147_len739_circularized 752.24 876 33 1045
LC1418A1_contig148_len1477_circularized 665.189 726 11 1117
LC1418A1_contig149_len752_circularized 178.149 193 6 331
LC1418A1_contig14_len740_circularized 119.07 123 0 284
LC1418A1_contig150_len740_circularized 162.04 187 6 234
LC1418A1_contig152_len738_circularized 340.216 376.5 13 573
LC1418A1_contig153_len740_circularized 1032.53 1210.5 37 1453
LC1418A1_contig154_len739_circularized 562.924 648 19 864
LC1418A1_contig155_len749_circularized 846.24 985 27 1179
LC1418A1_contig156_len750_circularized 277.63 294 12 562
LC1418A1_contig158_len1483_circularized 487.118 526 11 809
LC1418A1_contig159_len718_circularized 279.776 292 12 527
LC1418A1_contig160_len749_circularized 103.893 61 1 525
LC1418A1_contig161_len739_circularized 1557.11 1798 57 2125
LC1418A1_contig163_len751_circularized 150.186 165 3 279
LC1418A1_contig164_len951 210.664 229 4 295
LC1418A1_contig165_len1498_circularized 1083.96 794.5 11 2153
LC1418A1_contig166_len969 803.949 948 10 1330
LC1418A1_contig168_len752_circularized 739.715 854.5 34 997
LC1418A1_contig172_len686 63.3644 63 0 150
LC1418A1_contig173_len741_circularized 243.502 288 13 327
LC1418A1_contig174_len762_circularized 225.808 253 6 363
LC1418A1_contig175_len744_circularized 396.947 461 16 576
LC1418A1_contig17_len943 46.6458 53 0 75
LC1418A1_contig181_len1028 128.293 162.5 0 199
LC1418A1_contig182_len751_circularized 109.897 125 2 170
LC1418A1_contig183_len739_circularized 64.8673 73 3 106
LC1418A1_contig184_len738_circularized 29.7117 32 0 46
LC1418A1_contig185_len759_circularized 336.288 383 14 516
LC1418A1_contig186_len744_circularized 265.302 316 10 381
LC1418A1_contig187_len717_circularized 86.7958 100 2 130
LC1418A1_contig188_len749_circularized 193.21 226 9 274
LC1418A1_contig189_len749_circularized 113.922 122 8 178
LC1418A1_contig1_len742_circularized 487.587 545 6 876
LC1418A1_contig21_len738_circularized 389.559 459 15 534
LC1418A1_contig23_len875 901.126 985 7 1304
LC1418A1_contig24_len901 52.0133 54 1 112
LC1418A1_contig25_len741_circularized 576.747 676 20 805
LC1418A1_contig26_len758_circularized 80.5694 50 0 393
