CONTIG AVERAGE.DEPTH MEDIAN.DEPTH MIN.DEPTH MAX.DEPTH 
LH2355A1_contig100_len742_circularized 911.48 1041 29 1304
LH2355A1_contig102_len737_circularized 1176.64 1337 40 1673
LH2355A1_contig103_len741_circularized 1566.57 1836 45 2150
LH2355A1_contig104_len737_circularized 1004.18 1123 28 1492
LH2355A1_contig105_len750_circularized 1187.29 1344 38 2008
LH2355A1_contig106_len739_circularized 1825.89 2158 72 2422
LH2355A1_contig107_len752_circularized 1288.14 1441 42 2055
LH2355A1_contig108_len750_circularized 730.903 816.5 16 1102
LH2355A1_contig10_len751_circularized 1074.32 1260 39 1532
LH2355A1_contig111_len742_circularized 1015.02 1160.5 9 1392
LH2355A1_contig113_len751_circularized 349.267 395 9 560
LH2355A1_contig114_len758_circularized 730.363 862.5 19 988
LH2355A1_contig116_len736_circularized 1995.85 2381.5 62 2736
LH2355A1_contig118_len750_circularized 387.242 422 10 703
LH2355A1_contig11_len740_circularized 1100.14 1313 30 1533
LH2355A1_contig120_len758_circularized 1492.3 1711 53 2028
LH2355A1_contig123_len1052 1157.19 1337 6 1729
LH2355A1_contig125_len740_circularized 467.936 441.5 12 1374
LH2355A1_contig126_len753_circularized 1359.24 1566 44 1841
LH2355A1_contig12_len751_circularized 1112.69 1307 45 1552
LH2355A1_contig131_len950 993.212 1189 1 1471
LH2355A1_contig132_len740_circularized 646.163 713.5 22 923
LH2355A1_contig133_len741_circularized 1151.88 1313 45 1600
LH2355A1_contig134_len739_circularized 702.471 833 21 953
LH2355A1_contig135_len750_circularized 1238.15 1449.5 25 1654
LH2355A1_contig136_len738_circularized 608.669 696 9 912
LH2355A1_contig137_len738_circularized 1259.82 1453 23 1736
LH2355A1_contig138_len745_circularized 1985.59 2281 72 2748
LH2355A1_contig139_len743_circularized 874.399 1026 31 1249
LH2355A1_contig13_len905 1957.04 2298 10 2732
LH2355A1_contig140_len750_circularized 841.522 965.5 26 1298
LH2355A1_contig14_len740_circularized 1235.14 1432 59 1653
LH2355A1_contig16_len750_circularized 2128.59 2426.5 67 2913
LH2355A1_contig17_len750_circularized 798.182 951 34 1043
LH2355A1_contig1_len749_circularized 1533.71 1669 54 2334
LH2355A1_contig21_len736_circularized 532.622 563 12 795
LH2355A1_contig24_len760_circularized 1409.71 1604.5 34 1982
LH2355A1_contig25_len999 353.339 363 1 733
LH2355A1_contig28_len738_circularized 765.657 825 31 1131
LH2355A1_contig29_len734_circularized 638.705 710.5 23 1080
LH2355A1_contig31_len740_circularized 930.962 1094 21 1278
LH2355A1_contig32_len746_circularized 2388.94 2625.5 100 3339
LH2355A1_contig33_len752_circularized 1079.67 1260.5 42 1482
LH2355A1_contig34_len1028 736.056 910.5 0 1139
LH2355A1_contig35_len746_circularized 1435.08 1728 52 2017
LH2355A1_contig38_len904 370.869 415.5 1 568
LH2355A1_contig39_len759_circularized 545.471 588 18 976
LH2355A1_contig43_len738_circularized 550.707 660 18 798
LH2355A1_contig44_len748_circularized 753.068 834 20 1213
LH2355A1_contig46_len1489_circularized 1279.1 1196 22 2024
LH2355A1_contig47_len1463_circularized 1403.78 1134 14 2472
LH2355A1_contig48_len737_circularized 1500.38 1740 50 2069
LH2355A1_contig49_len1565 1449.33 1067 2 2481
LH2355A1_contig50_len751_circularized 936.717 1088 35 1390
LH2355A1_contig51_len835 1132.21 1240 35 1545
LH2355A1_contig53_len749_circularized 688.348 821 20 977
LH2355A1_contig54_len740_circularized 683.297 823.5 21 897
LH2355A1_contig59_len749_circularized 1323.78 1483 38 1910
LH2355A1_contig63_len750_circularized 803.246 946.5 24 1152
LH2355A1_contig66_len749_circularized 776.427 814 26 1112
LH2355A1_contig67_len740_circularized 1120.54 1259.5 38 1567
LH2355A1_contig69_len739_circularized 615.376 716 19 834
LH2355A1_contig6_len741_circularized 2043.53 2298 74 2918
LH2355A1_contig70_len740_circularized 1313.42 1466 46 1858
LH2355A1_contig71_len739_circularized 815.394 916 31 1295
LH2355A1_contig72_len748_circularized 941.646 1049 31 1327
LH2355A1_contig73_len748_circularized 653.861 755.5 17 974
LH2355A1_contig75_len725 811.726 905 17 1051
LH2355A1_contig76_len816 879.915 979 10 1223
LH2355A1_contig78_len748_circularized 1105.04 1328.5 34 1530
LH2355A1_contig7_len740_circularized 1858.4 2164.5 54 2497
LH2355A1_contig80_len749_circularized 807.831 938 19 1187
LH2355A1_contig82_len708_circularized 908.072 962.5 12 1809
LH2355A1_contig86_len747_circularized 1158.54 1380 36 1533
LH2355A1_contig88_len758_circularized 714.081 812 19 1189
LH2355A1_contig91_len740_circularized 1255.09 1481.5 33 1783
LH2355A1_contig93_len740_circularized 679.364 775 18 954
LH2355A1_contig95_len749_circularized 431.89 455 11 743
LH2355A1_contig96_len745_circularized 556.894 656 15 779
LH2355A1_contig97_len754_circularized 1541.36 1759 46 2035
LH2355A1_contig99_len906 849.833 1008.5 4 1232
LH2355A1_contig9_len748_circularized 1640.97 1843 44 2309
