CONTIG AVERAGE.DEPTH MEDIAN.DEPTH MIN.DEPTH MAX.DEPTH 
LH2439A1_contig0_len743_circularized 894.215 1030 21 1230
LH2439A1_contig101_len750_circularized 123.379 141 3 185
LH2439A1_contig102_len738_circularized 598.304 675 11 932
LH2439A1_contig103_len741_circularized 322.721 381 11 444
LH2439A1_contig104_len742_circularized 105.42 122 3 143
LH2439A1_contig105_len743_circularized 38.2766 39 0 100
LH2439A1_contig106_len739_circularized 488.278 571 22 645
LH2439A1_contig107_len738_circularized 428.989 494.5 15 594
LH2439A1_contig108_len749_circularized 279.729 313 15 395
LH2439A1_contig12_len739_circularized 231.528 240 5 579
LH2439A1_contig14_len748_circularized 298.925 359 4 410
LH2439A1_contig15_len738_circularized 1358.09 1633 41 1814
LH2439A1_contig16_len930 232.009 257 0 410
LH2439A1_contig17_len794 225.912 244 1 306
LH2439A1_contig19_len752_circularized 176.488 207 9 243
LH2439A1_contig1_len751_circularized 481.966 565 13 654
LH2439A1_contig21_len745_circularized 463.984 535 16 692
LH2439A1_contig22_len746_circularized 1447.13 1695.5 44 1943
LH2439A1_contig23_len754_circularized 1006.37 1170 32 1395
LH2439A1_contig26_len1569 398.792 227 8 755
LH2439A1_contig28_len749_circularized 1067 1229 39 1566
LH2439A1_contig29_len740_circularized 740.118 825 28 1123
LH2439A1_contig2_len747_circularized 1006.16 1200 31 1390
LH2439A1_contig31_len740_circularized 953.819 1124.5 26 1294
LH2439A1_contig32_len738_circularized 1349.16 1584 43 1914
LH2439A1_contig33_len751_circularized 1624.96 1853 62 2222
LH2439A1_contig34_len739_circularized 73.288 74 2 182
LH2439A1_contig35_len751_circularized 462.778 512 18 829
LH2439A1_contig36_len893 707.764 815 1 945
LH2439A1_contig38_len869 134.026 148 2 230
LH2439A1_contig39_len897 304.577 333 11 420
LH2439A1_contig3_len1680 1495.98 1266.5 0 2640
LH2439A1_contig40_len739_circularized 573.907 670 15 778
LH2439A1_contig41_len551 792.118 995 1 1174
LH2439A1_contig43_len751_circularized 340.191 398 11 498
LH2439A1_contig46_len740_circularized 1526.03 1674 33 3096
LH2439A1_contig47_len748_circularized 511.375 591 16 764
LH2439A1_contig50_len923 617.891 715 3 830
LH2439A1_contig51_len749_circularized 378.925 434 10 598
LH2439A1_contig52_len758_circularized 72.7511 72 1 173
LH2439A1_contig53_len738_circularized 86.2162 73 1 306
LH2439A1_contig54_len740_circularized 1394.62 1654 25 1881
LH2439A1_contig55_len805 185.472 217 1 279
LH2439A1_contig56_len740_circularized 1371.42 1575 40 2153
LH2439A1_contig57_len750_circularized 1349.47 1593 45 1881
LH2439A1_contig58_len739_circularized 329.588 350 9 625
LH2439A1_contig59_len2274 752.704 191 3 2288
LH2439A1_contig60_len748_circularized 223.722 234.5 6 524
LH2439A1_contig64_len759_circularized 387.51 434 14 656
LH2439A1_contig65_len1479_circularized 2831.39 3096 46 3701
LH2439A1_contig66_len1497_circularized 682.903 688 8 1165
LH2439A1_contig67_len747_circularized 1018.69 1151 40 1494
LH2439A1_contig6_len731 1108.4 1262 0 1437
LH2439A1_contig70_len749_circularized 154.073 133 5 483
LH2439A1_contig72_len739_circularized 593.564 643 24 850
LH2439A1_contig74_len718_circularized 1785.25 2012 57 3334
LH2439A1_contig75_len739_circularized 726.994 848 28 942
LH2439A1_contig76_len737_circularized 867.625 1006 26 1202
LH2439A1_contig78_len749_circularized 475.717 527 15 760
LH2439A1_contig7_len739_circularized 848.37 1013 24 1143
LH2439A1_contig81_len741_circularized 838.873 966 23 1237
LH2439A1_contig82_len749_circularized 1004.2 1200 23 1341
LH2439A1_contig83_len746_circularized 2446.9 2710 79 3955
LH2439A1_contig84_len905 426.28 472 1 667
LH2439A1_contig85_len751_circularized 413.264 471 12 593
LH2439A1_contig86_len743_circularized 772.155 891 27 1075
LH2439A1_contig87_len950 308.093 361 0 421
LH2439A1_contig88_len741_circularized 281.99 325 8 399
LH2439A1_contig89_len890 390.671 450 2 514
LH2439A1_contig8_len750_circularized 502.211 557 12 805
LH2439A1_contig92_len752_circularized 1272.03 1494 48 1721
LH2439A1_contig94_len751_circularized 107.725 109 1 280
LH2439A1_contig96_len738_circularized 76.089 86 1 118
LH2439A1_contig97_len759_circularized 2616.25 3044 103 3836
LH2439A1_contig98_len737_circularized 390.522 449 10 563
LH2439A1_contig99_len739_circularized 886.812 1053 35 1174
LH2439A1_contig9_len748_circularized 1992.24 2288 69 2695
