CONTIG AVERAGE.DEPTH MEDIAN.DEPTH MIN.DEPTH MAX.DEPTH 
LC26cl6A1_contig0_len742_circularized 1247.46 1452.5 28 1716
LC26cl6A1_contig100_len738_circularized 352.03 412 10 507
LC26cl6A1_contig101_len740_circularized 88.7978 99 0 148
LC26cl6A1_contig102_len746_circularized 1089.54 1283 35 1408
LC26cl6A1_contig103_len734_circularized 248.482 288 5 371
LC26cl6A1_contig104_len739_circularized 302.16 349 11 446
LC26cl6A1_contig10_len838 169.864 168 2 300
LC26cl6A1_contig11_len747_circularized 219.468 217 2 586
LC26cl6A1_contig12_len751_circularized 459.119 510 8 765
LC26cl6A1_contig13_len749_circularized 1477.79 1735 48 1970
LC26cl6A1_contig14_len750_circularized 717.193 863 15 976
LC26cl6A1_contig15_len695 1215.07 1383 19 1565
LC26cl6A1_contig17_len720_circularized 1226.74 1462 35 1634
LC26cl6A1_contig1_len749_circularized 481.942 562 14 743
LC26cl6A1_contig20_len1492_circularized 434.342 467.5 2 680
LC26cl6A1_contig21_len709_circularized 190.461 221 4 278
LC26cl6A1_contig26_len1742 423.069 367.5 1 755
LC26cl6A1_contig27_len740_circularized 511.356 599 17 713
LC26cl6A1_contig28_len640 709.2 798.5 49 957
LC26cl6A1_contig2_len758_circularized 38.3029 43 0 64
LC26cl6A1_contig30_len738_circularized 776.057 922.5 19 1025
LC26cl6A1_contig32_len832 256.417 265 7 330
LC26cl6A1_contig33_len748_circularized 747.062 823.5 20 1354
LC26cl6A1_contig34_len834 1144.19 1273 11 1508
LC26cl6A1_contig35_len1568 1200.39 695 4 2276
LC26cl6A1_contig37_len748_circularized 587.043 707 20 793
LC26cl6A1_contig41_len739_circularized 760.868 839 23 1063
LC26cl6A1_contig42_len1489_circularized 921.578 716 13 2108
LC26cl6A1_contig43_len831 266.884 283 5 353
LC26cl6A1_contig46_len749_circularized 281.016 307 13 478
LC26cl6A1_contig47_len740_circularized 660.388 771 21 980
LC26cl6A1_contig49_len739_circularized 240.183 248 8 542
LC26cl6A1_contig4_len737_circularized 223.896 225 7 482
LC26cl6A1_contig50_len744_circularized 773.906 899 28 1088
LC26cl6A1_contig51_len758_circularized 167.186 165 7 438
LC26cl6A1_contig52_len758_circularized 504.551 566 6 760
LC26cl6A1_contig53_len751_circularized 399.199 435 8 732
LC26cl6A1_contig54_len749_circularized 491.436 554 13 807
LC26cl6A1_contig55_len1490_circularized 728.474 460 3 1569
LC26cl6A1_contig56_len751_circularized 286.587 318 8 504
LC26cl6A1_contig57_len746_circularized 982.442 1131 38 1375
LC26cl6A1_contig58_len751_circularized 442.008 490 15 754
LC26cl6A1_contig5_len747_circularized 545.217 641 18 752
LC26cl6A1_contig60_len750_circularized 557.941 613 24 891
LC26cl6A1_contig61_len740_circularized 1234.97 1437.5 50 1660
LC26cl6A1_contig62_len738_circularized 720.047 849 21 988
LC26cl6A1_contig64_len914 175.863 203 0 289
LC26cl6A1_contig65_len741_circularized 680.265 796 16 934
LC26cl6A1_contig66_len739_circularized 178.361 181 8 450
LC26cl6A1_contig67_len886 390.982 441 1 542
LC26cl6A1_contig69_len1501_circularized 237.712 217 10 546
LC26cl6A1_contig70_len2324 711.315 580 4 1425
LC26cl6A1_contig72_len758_circularized 388.863 436.5 9 542
LC26cl6A1_contig74_len750_circularized 1305.28 1529 47 1674
LC26cl6A1_contig75_len1613 426.783 444 0 650
LC26cl6A1_contig76_len1581 1896.51 2022 3 2520
LC26cl6A1_contig77_len759_circularized 1601.08 1847 62 2198
LC26cl6A1_contig79_len1541 496.271 176 2 1091
LC26cl6A1_contig7_len740_circularized 773.216 905 19 1020
LC26cl6A1_contig80_len739_circularized 121.846 138 2 210
LC26cl6A1_contig81_len743_circularized 716.17 833 33 983
LC26cl6A1_contig82_len744_circularized 487.46 554.5 20 677
LC26cl6A1_contig83_len2334 519.422 534 1 1338
LC26cl6A1_contig85_len739_circularized 478.327 547 28 670
LC26cl6A1_contig87_len739_circularized 418.064 483 9 580
LC26cl6A1_contig89_len740_circularized 94.8921 108.5 3 150
LC26cl6A1_contig91_len1491_circularized 1179.9 1125 13 1770
LC26cl6A1_contig92_len741_circularized 681.04 782 27 912
LC26cl6A1_contig93_len750_circularized 168.173 132 1 661
LC26cl6A1_contig94_len738_circularized 753.53 869 34 1053
LC26cl6A1_contig96_len1479_circularized 355.226 369 2 672
LC26cl6A1_contig97_len741_circularized 603.349 682 18 1009
LC26cl6A1_contig98_len751_circularized 251.238 282 3 436
LC26cl6A1_contig99_len739_circularized 707.867 829 24 988
