CONTIG AVERAGE.DEPTH MEDIAN.DEPTH MIN.DEPTH MAX.DEPTH 
PER094A1_contig101_len740_circularized 1128.61 1295 31 1570
PER094A1_contig103_len751_circularized 276.981 178 6 1286
PER094A1_contig104_len749_circularized 187.276 118 6 898
PER094A1_contig107_len763_circularized 272.88 309 13 395
PER094A1_contig109_len841 1254.06 1389 0 1661
PER094A1_contig10_len739_circularized 2761.97 3158 99 3621
PER094A1_contig111_len833 2848.32 3329 11 3702
PER094A1_contig112_len742_circularized 322.322 244.5 5 1178
PER094A1_contig113_len740_circularized 934.236 1040.5 29 1298
PER094A1_contig115_len816 2942.67 3456 14 3988
PER094A1_contig116_len742_circularized 85.7601 61 0 367
PER094A1_contig117_len748_circularized 2149.77 2493.5 72 2868
PER094A1_contig118_len1492_circularized 851.421 886 9 1343
PER094A1_contig11_len458 4021.44 4999 53 5475
PER094A1_contig120_len741_circularized 1336.41 1521 32 1812
PER094A1_contig121_len743_circularized 484.983 569 9 653
PER094A1_contig122_len739_circularized 1963.45 2244 63 2655
PER094A1_contig124_len741_circularized 124.343 31 1 905
PER094A1_contig126_len743_circularized 222.282 182 7 800
PER094A1_contig127_len750_circularized 2779.37 3174 86 3607
PER094A1_contig129_len739_circularized 2835.35 3368 99 3739
PER094A1_contig132_len751_circularized 764.714 766 27 1927
PER094A1_contig133_len750_circularized 1476.84 1752 32 1992
PER094A1_contig135_len748_circularized 64.8853 29 1 389
PER094A1_contig137_len749_circularized 1509.06 1708 31 2469
PER094A1_contig139_len760_circularized 62.2868 64 0 128
PER094A1_contig13_len751_circularized 2209.32 2534 73 3139
PER094A1_contig140_len741_circularized 438.953 440 11 1120
PER094A1_contig141_len751_circularized 3590.3 4198 133 4809
PER094A1_contig142_len1535 1660.03 915 0 3100
PER094A1_contig143_len752_circularized 347.282 307 7 1093
PER094A1_contig144_len744_circularized 818.777 934.5 30 1186
PER094A1_contig145_len749_circularized 2465.69 2580 65 3915
PER094A1_contig146_len750_circularized 1637.24 1895 58 2104
PER094A1_contig148_len750_circularized 434.437 447 14 874
PER094A1_contig149_len748_circularized 4246.1 4929.5 149 5455
PER094A1_contig14_len740_circularized 1855.47 2189 52 2419
PER094A1_contig153_len748_circularized 3891.59 4703 73 5038
PER094A1_contig154_len740_circularized 1035.65 1160 28 1439
PER094A1_contig155_len836 4420.53 5001.5 9 6313
PER094A1_contig157_len741_circularized 1919.1 2219 48 2594
PER094A1_contig158_len750_circularized 3053.99 3688.5 92 4161
PER094A1_contig159_len740_circularized 1711.74 1938.5 67 2238
PER094A1_contig160_len749_circularized 662.148 757 27 914
PER094A1_contig162_len458 10.4607 10 1 20
PER094A1_contig163_len1568 2766.18 1696 21 4977
PER094A1_contig169_len742_circularized 2304.61 2581 68 3203
PER094A1_contig170_len752_circularized 533.824 603 13 860
PER094A1_contig172_len507 870.905 894 19 1451
PER094A1_contig173_len751_circularized 2352.24 2648 74 3186
PER094A1_contig17_len749_circularized 2943.89 3251 113 4429
PER094A1_contig181_len741_circularized 465.053 476 13 1141
PER094A1_contig183_len740_circularized 279.311 240 1 938
PER094A1_contig184_len833 1502.13 1570 8 2595
PER094A1_contig187_len759_circularized 3669.49 4115 128 5384
PER094A1_contig189_len753_circularized 3681.29 4357 115 5000
PER094A1_contig18_len741_circularized 3887.24 4524 142 5207
PER094A1_contig190_len749_circularized 2467.01 2818 94 3304
PER094A1_contig191_len740_circularized 548.439 591 13 1070
PER094A1_contig198_len752_circularized 4903.99 5770 132 6644
PER094A1_contig19_len760_circularized 1291.42 1496 35 1752
PER094A1_contig200_len472 610.422 703 8 818
PER094A1_contig204_len749_circularized 2120.91 2555 76 2717
PER094A1_contig208_len742_circularized 362.252 371 8 793
