CONTIG AVERAGE.DEPTH MEDIAN.DEPTH MIN.DEPTH MAX.DEPTH 
HR410A1_contig100_len751_circularized 131.743 142 5 217
HR410A1_contig101_len741_circularized 171.594 197 4 247
HR410A1_contig102_len740_circularized 234.072 274 3 317
HR410A1_contig103_len751_circularized 196.716 217 5 297
HR410A1_contig104_len1226 640.361 584 23 1288
HR410A1_contig105_len1487_circularized 285.591 248 7 612
HR410A1_contig106_len740_circularized 214.74 240 10 354
HR410A1_contig107_len743_circularized 245.454 272 4 379
HR410A1_contig108_len742_circularized 126.39 135.5 0 228
HR410A1_contig117_len742_circularized 1373.22 1604 34 1813
HR410A1_contig118_len739_circularized 156.411 185 8 222
HR410A1_contig11_len749_circularized 150.512 165 7 216
HR410A1_contig120_len741_circularized 454.247 536 17 600
HR410A1_contig122_len742_circularized 92.9271 99 3 148
HR410A1_contig123_len817 527.431 578 34 818
HR410A1_contig127_len825 137.312 152 8 187
HR410A1_contig128_len739_circularized 15.8448 17 0 25
HR410A1_contig129_len718_circularized 61.3191 63 0 115
HR410A1_contig12_len1487_circularized 413.809 394 5 645
HR410A1_contig130_len703 551.825 667 21 769
HR410A1_contig133_len749_circularized 198.934 226 8 273
HR410A1_contig135_len759_circularized 1639.12 1864 44 2181
HR410A1_contig136_len752_circularized 235.317 260 13 339
HR410A1_contig138_len740_circularized 57.6213 66 1 84
HR410A1_contig139_len1499_circularized 124.069 127 2 189
HR410A1_contig140_len741_circularized 80.6925 86 5 134
HR410A1_contig141_len751_circularized 574.885 677 19 750
HR410A1_contig142_len741_circularized 349.059 412 13 481
HR410A1_contig144_len750_circularized 398.826 453 17 546
HR410A1_contig145_len750_circularized 126.052 139 2 210
HR410A1_contig146_len740_circularized 16.8562 17 0 38
HR410A1_contig147_len741_circularized 535.149 581 12 875
HR410A1_contig148_len751_circularized 225.044 232 5 433
HR410A1_contig149_len752_circularized 115.013 115 2 248
HR410A1_contig151_len747_circularized 66.4448 77 3 90
HR410A1_contig153_len742_circularized 91.4753 107 2 130
HR410A1_contig154_len1639 687.264 556 12 1118
HR410A1_contig155_len751_circularized 55.2764 51 3 128
HR410A1_contig160_len741_circularized 112.072 99 1 279
HR410A1_contig161_len748_circularized 186.487 205 9 318
HR410A1_contig162_len749_circularized 180.442 203 3 275
HR410A1_contig164_len810 402.233 468.5 0 588
HR410A1_contig165_len740_circularized 492.289 563 15 682
HR410A1_contig167_len740_circularized 46.082 53 1 72
HR410A1_contig168_len748_circularized 112.634 123 1 181
HR410A1_contig169_len717_circularized 192.379 225 5 270
HR410A1_contig16_len750_circularized 40.4356 42 0 70
HR410A1_contig170_len750_circularized 109.97 124 5 150
HR410A1_contig171_len738_circularized 24.1137 19 0 70
HR410A1_contig172_len738_circularized 44.7376 50 1 65
HR410A1_contig173_len740_circularized 188.925 193 4 378
HR410A1_contig174_len739_circularized 574.296 680 19 746
HR410A1_contig17_len737_circularized 342.886 411 11 470
HR410A1_contig19_len750_circularized 832.944 950 21 1127
HR410A1_contig1_len1602 1157.17 618.5 0 2674
HR410A1_contig20_len758_circularized 62.5374 40 1 219
HR410A1_contig21_len741_circularized 22.1279 25 0 36
HR410A1_contig24_len751_circularized 28.9123 11 0 131
HR410A1_contig25_len744_circularized 360.648 406 14 543
HR410A1_contig27_len751_circularized 272.314 310 4 370
HR410A1_contig28_len754_circularized 122.694 136 3 198
HR410A1_contig29_len751_circularized 189.534 220 7 256
HR410A1_contig2_len741_circularized 133.426 150 0 198
HR410A1_contig31_len739_circularized 171.368 203 6 243
HR410A1_contig34_len761_circularized 101.978 119 2 148
HR410A1_contig35_len751_circularized 104.691 119 2 156
HR410A1_contig36_len740_circularized 223.473 258 8 301
HR410A1_contig38_len750_circularized 428.268 502 14 584
HR410A1_contig39_len751_circularized 86.4084 95 1 139
HR410A1_contig41_len750_circularized 203.852 220 4 318
HR410A1_contig42_len749_circularized 86.4416 98 2 126
HR410A1_contig44_len749_circularized 48.3404 50 1 93
HR410A1_contig45_len750_circularized 318.833 381 4 421
HR410A1_contig47_len747_circularized 631.806 529 15 1215
HR410A1_contig48_len1491_circularized 153.15 151 1 268
HR410A1_contig49_len760_circularized 420.852 459.5 8 640
HR410A1_contig50_len709_circularized 317.878 352 11 502
HR410A1_contig51_len846 90.8582 101 4 128
HR410A1_contig52_len786 397.915 504 0 658
HR410A1_contig53_len731 255.521 303 17 330
HR410A1_contig55_len739_circularized 288.074 335 11 388
HR410A1_contig56_len739_circularized 177.397 193 3 264
HR410A1_contig57_len739_circularized 444.706 492 19 615
HR410A1_contig58_len751_circularized 320.857 359 10 426
HR410A1_contig59_len750_circularized 609.196 668 23 880
HR410A1_contig5_len740_circularized 97.1843 111.5 2 142
HR410A1_contig61_len740_circularized 781.667 890.5 24 1134
HR410A1_contig62_len740_circularized 72.7022 83 1 114
HR410A1_contig64_len758_circularized 68.4923 77.5 2 99
HR410A1_contig65_len739_circularized 49.604 54 0 83
HR410A1_contig67_len742_circularized 143.104 163 3 197
HR410A1_contig68_len712 6.79635 7 1 10
HR410A1_contig71_len740_circularized 180.634 171 2 380
HR410A1_contig77_len900 496.28 541.5 14 707
HR410A1_contig78_len742_circularized 280.372 308 11 429
HR410A1_contig80_len835 565.598 660 38 714
HR410A1_contig82_len762_circularized 250.706 279 5 408
HR410A1_contig83_len740_circularized 859.183 1019 32 1101
HR410A1_contig85_len752_circularized 115.685 115 2 226
HR410A1_contig86_len750_circularized 426.422 486 17 579
HR410A1_contig87_len740_circularized 38.5978 27 1 132
HR410A1_contig8_len751_circularized 72.4895 82 2 99
HR410A1_contig90_len741_circularized 284.911 320 12 402
HR410A1_contig91_len749_circularized 2497.67 2917 96 3241
HR410A1_contig92_len919 381.119 460 1 539
HR410A1_contig93_len1559 454.466 467 25 600
