CONTIG AVERAGE.DEPTH MEDIAN.DEPTH MIN.DEPTH MAX.DEPTH 
LC1419A1_contig0_len745_circularized 1495.17 1797 19 2476
LC1419A1_contig100_len749_circularized 2314.2 2695 73 2987
LC1419A1_contig101_len739_circularized 873.696 1001 37 1268
LC1419A1_contig102_len739_circularized 527.663 603 24 739
LC1419A1_contig104_len739_circularized 1520.94 1699 64 2380
LC1419A1_contig105_len760_circularized 695.698 731 29 1307
LC1419A1_contig106_len856 1219.57 1326 8 1731
LC1419A1_contig108_len1701 265.958 177 1 543
LC1419A1_contig110_len743_circularized 1314.27 1533 46 1960
LC1419A1_contig113_len740_circularized 403.578 460 18 612
LC1419A1_contig115_len749_circularized 55.921 60 0 116
LC1419A1_contig118_len749_circularized 307.796 349 6 457
LC1419A1_contig11_len740_circularized 99.0685 104 1 189
LC1419A1_contig120_len1692 846.029 762 1 1616
LC1419A1_contig121_len760_circularized 172.674 159 5 494
LC1419A1_contig122_len750_circularized 2239.56 2397 54 3522
LC1419A1_contig123_len751_circularized 487.014 552 14 779
LC1419A1_contig124_len873 424.537 465 2 619
LC1419A1_contig125_len749_circularized 175.296 185 4 372
LC1419A1_contig127_len1554 907.383 600 13 1794
LC1419A1_contig128_len856 297.234 299 1 454
LC1419A1_contig12_len845 993.856 1076 3 1575
LC1419A1_contig132_len740_circularized 1455.99 1643.5 53 2196
LC1419A1_contig133_len738_circularized 147.615 145 11 336
LC1419A1_contig134_len752_circularized 534.581 608.5 21 775
LC1419A1_contig135_len1498_circularized 992.677 819.5 15 2000
LC1419A1_contig136_len836 368.866 395.5 0 562
LC1419A1_contig137_len2243_circularized 2326.33 1975 79 5318
LC1419A1_contig138_len751_circularized 424.387 465 19 666
LC1419A1_contig13_len742_circularized 698.805 642 12 1974
LC1419A1_contig141_len762_circularized 232.054 243 13 478
LC1419A1_contig147_len739_circularized 152.408 115 3 623
LC1419A1_contig14_len920 278.593 247 79 573
LC1419A1_contig150_len815 901.304 990 13 1239
LC1419A1_contig151_len754_circularized 264.89 177 4 1181
LC1419A1_contig152_len751_circularized 514.903 613 15 687
LC1419A1_contig154_len752_circularized 508.813 570 19 787
LC1419A1_contig155_len749_circularized 624.274 679 29 954
LC1419A1_contig156_len757_circularized 79.1202 87 4 139
LC1419A1_contig157_len741_circularized 94.8743 105 2 153
LC1419A1_contig158_len750_circularized 672.78 781 13 990
LC1419A1_contig159_len750_circularized 759.817 833.5 32 1206
LC1419A1_contig160_len749_circularized 397.804 433 17 631
LC1419A1_contig16_len739_circularized 88.0056 102 3 137
LC1419A1_contig17_len2202 1630.55 1802.5 8 3360
LC1419A1_contig18_len839 791.303 763 8 1809
LC1419A1_contig19_len752_circularized 252.296 263 4 554
LC1419A1_contig1_len739_circularized 997.944 1135 43 1503
LC1419A1_contig20_len741_circularized 5417.92 6446 159 7458
LC1419A1_contig21_len740_circularized 1708.81 1950 61 2318
LC1419A1_contig22_len738_circularized 928.696 1038 46 1294
LC1419A1_contig23_len743_circularized 202.353 231 7 288
LC1419A1_contig24_len750_circularized 1375.23 1540.5 56 2229
LC1419A1_contig25_len923 748.627 874 1 1164
LC1419A1_contig26_len739_circularized 76.5512 51 1 346
LC1419A1_contig27_len902 326.252 364.5 1 452
LC1419A1_contig28_len741_circularized 1155.98 1280 41 1715
LC1419A1_contig29_len751_circularized 82.6726 85 2 174
LC1419A1_contig2_len750_circularized 148.651 163 2 248
LC1419A1_contig32_len739_circularized 245.629 282 9 362
LC1419A1_contig33_len740_circularized 311.396 349 13 470
LC1419A1_contig36_len740_circularized 329.949 246 10 1348
LC1419A1_contig37_len742_circularized 77.6469 68 3 247
LC1419A1_contig38_len784 1049.37 1129 1 1621
LC1419A1_contig3_len923 532.399 681 1 822
LC1419A1_contig40_len742_circularized 110.442 45 1 687
LC1419A1_contig41_len740_circularized 135.78 135 1 307
LC1419A1_contig42_len750_circularized 310.063 361 8 466
LC1419A1_contig44_len740_circularized 131.16 143 4 235
LC1419A1_contig45_len749_circularized 195.781 228 6 289
LC1419A1_contig46_len750_circularized 881.097 966 31 1506
LC1419A1_contig47_len749_circularized 90.6986 101 2 155
LC1419A1_contig48_len741_circularized 143.356 110 0 566
LC1419A1_contig49_len1501_circularized 1207.65 1035 45 2526
LC1419A1_contig4_len749_circularized 1976.49 2221 36 2948
LC1419A1_contig50_len760_circularized 1475.41 1672 50 2175
LC1419A1_contig54_len912 167.746 178 6 301
LC1419A1_contig56_len761_circularized 744.045 821 32 1194
LC1419A1_contig58_len740_circularized 248.72 275 5 394
LC1419A1_contig59_len1482_circularized 712.192 632.5 8 1579
LC1419A1_contig60_len1452_circularized 769.119 573.5 20 1757
LC1419A1_contig61_len740_circularized 211.375 182 2 748
LC1419A1_contig63_len750_circularized 74.2956 74 2 135
LC1419A1_contig64_len751_circularized 251.858 229 5 729
LC1419A1_contig65_len749_circularized 68.4694 72 2 127
LC1419A1_contig66_len751_circularized 672.67 632 25 1741
LC1419A1_contig67_len758_circularized 392.187 429 17 588
LC1419A1_contig68_len745_circularized 770.55 880 19 1110
LC1419A1_contig69_len802 630.904 706 18 854
LC1419A1_contig6_len2287 1149.62 182 4 3878
LC1419A1_contig71_len741_circularized 343.214 344 6 837
LC1419A1_contig72_len740_circularized 118.257 111 0 312
LC1419A1_contig74_len742_circularized 1564.74 1681.5 47 2899
LC1419A1_contig75_len1570 444.162 237 5 922
LC1419A1_contig77_len741_circularized 506.493 584 12 731
LC1419A1_contig78_len1583 577.531 531 7 1581
LC1419A1_contig79_len748_circularized 614.634 642.5 16 1176
LC1419A1_contig80_len738_circularized 24.4009 26 1 41
LC1419A1_contig81_len749_circularized 386.712 362 15 1078
LC1419A1_contig82_len694 1132.46 1275 63 1639
LC1419A1_contig83_len750_circularized 71.7422 47 0 328
LC1419A1_contig84_len752_circularized 280.746 301 5 549
LC1419A1_contig85_len836 404.977 403 11 693
LC1419A1_contig86_len749_circularized 474.524 521 19 795
LC1419A1_contig87_len751_circularized 649.708 704 19 1169
LC1419A1_contig88_len743_circularized 388.439 389 9 908
LC1419A1_contig89_len1573 476.911 540 11 879
LC1419A1_contig90_len963 1027.5 1206 0 1587
LC1419A1_contig93_len748_circularized 121.19 135 4 220
LC1419A1_contig94_len752_circularized 282.85 306 9 473
LC1419A1_contig97_len847 1173.09 1362 2 1565
LC1419A1_contig98_len741_circularized 765.47 880 36 1105
LC1419A1_contig99_len719_circularized 257.627 264 5 616
