CONTIG AVERAGE.DEPTH MEDIAN.DEPTH MIN.DEPTH MAX.DEPTH 
PER011A1_contig0_len741_circularized 1674.86 2004 58 2327
PER011A1_contig102_len474 112.994 99.5 4 252
PER011A1_contig103_len749_circularized 3173.66 3482 127 4626
PER011A1_contig104_len739_circularized 1544.96 1527 60 3742
PER011A1_contig106_len742_circularized 720.656 804.5 27 1205
PER011A1_contig108_len740_circularized 941.969 1120 32 1351
PER011A1_contig109_len753_circularized 80.5648 23 1 544
PER011A1_contig10_len1689 6064.52 644 4 15204
PER011A1_contig110_len901 482.538 597 1 737
PER011A1_contig111_len717_circularized 918.111 1002 31 1378
PER011A1_contig112_len739_circularized 503.326 569 18 701
PER011A1_contig113_len739_circularized 193.895 34 0 1504
PER011A1_contig114_len750_circularized 6679.6 8033 189 9066
PER011A1_contig115_len1017 59.9489 28 1 402
PER011A1_contig116_len760_circularized 62.1516 39 0 316
PER011A1_contig117_len760_circularized 763.358 817 25 1125
PER011A1_contig118_len749_circularized 954.747 1085 37 1311
PER011A1_contig120_len744_circularized 815.313 984.5 25 1114
PER011A1_contig121_len745_circularized 440.59 472 12 927
PER011A1_contig122_len749_circularized 1967.03 2283 67 2734
PER011A1_contig126_len743_circularized 667.468 774 14 921
PER011A1_contig128_len750_circularized 522.228 554 12 1065
PER011A1_contig129_len826 77.6416 36 13 310
PER011A1_contig130_len752_circularized 751.443 811 19 1383
PER011A1_contig131_len750_circularized 14389.7 15637.5 642 21236
PER011A1_contig133_len751_circularized 3751.86 4440 113 5385
PER011A1_contig134_len740_circularized 3972.62 4605.5 133 5828
PER011A1_contig13_len751_circularized 2042.32 2247 63 3010
PER011A1_contig140_len1499_circularized 4155.76 1693 29 12990
PER011A1_contig142_len2119 10516.3 1304 19 37316
PER011A1_contig143_len748_circularized 3531.59 4095 145 4896
PER011A1_contig144_len741_circularized 1247.76 1463 26 1748
PER011A1_contig145_len751_circularized 667.964 744 24 966
PER011A1_contig146_len748_circularized 944.503 927 23 2539
PER011A1_contig147_len748_circularized 1062.15 1079 31 2160
PER011A1_contig148_len749_circularized 3986.61 4552 118 5470
PER011A1_contig150_len740_circularized 749.888 839 25 1172
PER011A1_contig151_len750_circularized 888.062 985 17 1635
PER011A1_contig152_len761_circularized 1362.29 1601 39 1870
PER011A1_contig153_len738_circularized 1313.94 1472 39 1923
PER011A1_contig155_len748_circularized 1089.02 1228 32 1700
PER011A1_contig156_len2262_circularized 8150.35 10135 20 16250
PER011A1_contig15_len740_circularized 1135.77 1332 33 1556
PER011A1_contig160_len750_circularized 1027.01 1192.5 44 1447
PER011A1_contig161_len740_circularized 1318.88 1494 36 2042
PER011A1_contig162_len749_circularized 285.834 326 9 420
PER011A1_contig168_len543 478.713 530 20 660
PER011A1_contig169_len1177 3057.11 583 72 10897
PER011A1_contig16_len740_circularized 409.339 270 11 1879
PER011A1_contig171_len740_circularized 472.002 532 16 654
PER011A1_contig172_len741_circularized 471.195 559 13 666
PER011A1_contig173_len741_circularized 6939.93 8096 213 9376
PER011A1_contig174_len751_circularized 468.009 531 16 668
