CONTIG AVERAGE.DEPTH MEDIAN.DEPTH MIN.DEPTH MAX.DEPTH 
PER014A1_contig100_len741_circularized 1464.93 1670 35 2097
PER014A1_contig101_len1446_circularized 614.497 319.5 0 1357
PER014A1_contig102_len739_circularized 1271.81 1517 44 1728
PER014A1_contig104_len738_circularized 876.882 1038 29 1153
PER014A1_contig105_len752_circularized 523.816 567.5 10 1064
PER014A1_contig111_len740_circularized 1321.03 1544.5 41 1707
PER014A1_contig112_len751_circularized 329.332 300 11 1019
PER014A1_contig116_len741_circularized 1659.64 1994 31 2171
PER014A1_contig117_len739_circularized 925.211 1045 15 1476
PER014A1_contig118_len741_circularized 10314.2 12204 378 13869
PER014A1_contig119_len741_circularized 3563.33 4085 118 4686
PER014A1_contig121_len751_circularized 1337.48 1549 34 1764
PER014A1_contig122_len763_circularized 371.899 301 5 1411
PER014A1_contig124_len751_circularized 2496.45 2942 83 3381
PER014A1_contig125_len749_circularized 4843.2 5689 170 6535
PER014A1_contig128_len750_circularized 533.677 486 15 1646
PER014A1_contig12_len742_circularized 1076.55 1199.5 27 1456
PER014A1_contig131_len1556 607.715 351 2 1158
PER014A1_contig133_len821 2429.36 2876 7 3082
PER014A1_contig134_len751_circularized 2468.83 2867 84 3164
PER014A1_contig135_len740_circularized 3207.69 3717 103 4505
PER014A1_contig136_len741_circularized 1577.52 1900 59 2235
PER014A1_contig137_len751_circularized 316.594 365 5 428
PER014A1_contig138_len748_circularized 3539.61 4056 116 4562
PER014A1_contig139_len873 5242.59 6140 8 6964
PER014A1_contig13_len742_circularized 1789.74 2064.5 50 2376
PER014A1_contig140_len742_circularized 409.295 484.5 10 567
PER014A1_contig144_len750_circularized 984.694 1083 26 1902
PER014A1_contig145_len750_circularized 271.501 165 4 1395
PER014A1_contig146_len1493_circularized 1463.11 1302 37 2844
PER014A1_contig147_len784 3668.43 4192 34 4802
PER014A1_contig148_len737_circularized 1384.1 1611 48 1915
PER014A1_contig149_len749_circularized 880.699 1026 19 1216
PER014A1_contig150_len750_circularized 1647.98 1886 49 2238
PER014A1_contig153_len739_circularized 1599.36 1867 58 2145
PER014A1_contig154_len740_circularized 487.933 535 13 968
PER014A1_contig155_len750_circularized 2870 3481 103 3901
PER014A1_contig156_len1493_circularized 1375.82 1060 2 2745
PER014A1_contig158_len2355 2163.66 2732 1 3803
PER014A1_contig160_len741_circularized 787.154 815 13 1761
PER014A1_contig161_len1488_circularized 2040.58 1353.5 7 4101
PER014A1_contig163_len740_circularized 336.072 185 3 1623
PER014A1_contig164_len1589 2438.04 2428 20 3450
PER014A1_contig165_len740_circularized 3353.68 3938 130 4412
PER014A1_contig166_len752_circularized 635.99 614 24 1661
PER014A1_contig167_len750_circularized 140.896 108 3 545
