CONTIG AVERAGE.DEPTH MEDIAN.DEPTH MIN.DEPTH MAX.DEPTH 
HB83A1_contig100_len750_circularized 1362.35 1530.5 37 2316
HB83A1_contig101_len1586 2585.37 2410 1 4640
HB83A1_contig102_len748_circularized 1372.34 1569.5 30 2552
HB83A1_contig103_len743_circularized 1815.65 1991 42 3434
HB83A1_contig104_len740_circularized 2131.72 2411 72 3425
HB83A1_contig105_len739_circularized 2153.93 2555 64 2880
HB83A1_contig107_len741_circularized 2433.43 2843 92 3258
HB83A1_contig108_len749_circularized 1494.94 1761 40 2036
HB83A1_contig109_len748_circularized 5002.44 5752.5 119 7163
HB83A1_contig10_len1489_circularized 3647.37 2995 32 6727
HB83A1_contig111_len749_circularized 2997.67 3457 91 4130
HB83A1_contig112_len748_circularized 1919.3 2179 66 3080
HB83A1_contig115_len742_circularized 291.435 184 5 1406
HB83A1_contig116_len751_circularized 1930.12 2283 33 2612
HB83A1_contig119_len752_circularized 2311.93 2550 75 4002
HB83A1_contig11_len737_circularized 6083.88 7090 147 8676
HB83A1_contig120_len818 4207.78 4806 47 5608
HB83A1_contig122_len757_circularized 1964.13 2261 71 2784
HB83A1_contig123_len756_circularized 2083.61 2337 67 2810
HB83A1_contig124_len738_circularized 299.342 340.5 6 496
HB83A1_contig125_len743_circularized 2650.07 3131 90 3966
HB83A1_contig126_len717_circularized 1362.61 1595 36 1853
HB83A1_contig127_len748_circularized 766.513 906 36 1023
HB83A1_contig128_len737_circularized 1144.34 1226 57 1665
HB83A1_contig129_len742_circularized 543.891 623.5 23 888
HB83A1_contig12_len863 964.314 1028 6 1806
HB83A1_contig130_len740_circularized 3087.78 3674.5 109 4196
HB83A1_contig14_len751_circularized 1405.48 1397 42 3546
HB83A1_contig15_len750_circularized 1260.48 1287.5 36 3100
HB83A1_contig17_len740_circularized 1112.91 1123 24 2865
HB83A1_contig18_len740_circularized 3005.42 3597.5 85 4108
HB83A1_contig19_len750_circularized 6317.25 7151.5 156 8760
HB83A1_contig20_len749_circularized 1414.17 1688 48 1849
HB83A1_contig21_len747_circularized 2530.58 2935 79 3520
HB83A1_contig23_len751_circularized 199.166 58 0 1415
HB83A1_contig25_len741_circularized 6526.33 7509 203 8721
HB83A1_contig26_len751_circularized 3264.38 3835 89 4290
HB83A1_contig28_len748_circularized 460.807 496 18 823
HB83A1_contig2_len963 3038.95 3720 3 4594
HB83A1_contig30_len839 724.912 690 25 1579
HB83A1_contig31_len750_circularized 3424.78 3948.5 95 4995
HB83A1_contig32_len1487_circularized 1757.93 2362 11 4257
HB83A1_contig33_len1479_circularized 2240.05 1872 71 3922
HB83A1_contig34_len814 1999.97 2271.5 17 2532
HB83A1_contig35_len750_circularized 573.957 396 16 2606
HB83A1_contig36_len740_circularized 1654.81 1851 51 2900
HB83A1_contig39_len751_circularized 1393.06 1363 30 3921
HB83A1_contig3_len739_circularized 1384.99 1404 36 2767
HB83A1_contig41_len751_circularized 975.007 830 12 3380
HB83A1_contig43_len741_circularized 1062.36 1139 30 1869
HB83A1_contig45_len740_circularized 1951.35 2162.5 48 2806
HB83A1_contig46_len752_circularized 2023.55 2357.5 59 2817
HB83A1_contig49_len834 4441.37 4950 6 5617
HB83A1_contig4_len740_circularized 4557.43 5409 154 6103
HB83A1_contig51_len882 1140.29 1220.5 1 1551
HB83A1_contig52_len739_circularized 2444.6 2866 65 3303
HB83A1_contig54_len830 3998.23 4405 10 5258
HB83A1_contig56_len747_circularized 2565.74 2867 70 4691
HB83A1_contig57_len1700 3162.21 3514 0 4311
HB83A1_contig58_len741_circularized 367.31 332 8 1122
HB83A1_contig5_len750_circularized 1781.85 1995 60 2509
HB83A1_contig60_len853 2471.54 2674 28 3138
HB83A1_contig62_len832 2210.36 2410 17 2935
HB83A1_contig64_len753_circularized 843.839 749 10 2545
HB83A1_contig65_len752 2434.14 2726.5 43 3125
HB83A1_contig66_len1483_circularized 2843.89 2217 96 5411
HB83A1_contig67_len860 1700.63 1443 177 4804
HB83A1_contig68_len2330 1700.7 2154 9 4388
HB83A1_contig69_len749_circularized 597.303 430 7 2514
HB83A1_contig6_len740_circularized 3563.62 4080 133 5001
HB83A1_contig70_len747_circularized 493.048 590 12 709
HB83A1_contig71_len739_circularized 1234.2 1289 43 2705
HB83A1_contig72_len739_circularized 4314.51 5029 160 5914
HB83A1_contig73_len739_circularized 1976.39 2235 50 3212
HB83A1_contig74_len739_circularized 479.004 464 14 1195
HB83A1_contig76_len742_circularized 3577.93 4089.5 109 4973
HB83A1_contig77_len936 394.536 437 5 520
HB83A1_contig7_len740_circularized 1226.58 1433 38 1653
HB83A1_contig82_len1568 2128.93 1640 23 3626
HB83A1_contig85_len1668 3048.26 373.5 7 7459
HB83A1_contig8_len752_circularized 1431.22 1595.5 51 2358
HB83A1_contig91_len758_circularized 1240.55 1202 44 3222
HB83A1_contig94_len738_circularized 938.997 1006 21 1985
HB83A1_contig95_len740_circularized 2416.83 2540 86 4805
HB83A1_contig96_len1571 1774.74 1505 16 2739
HB83A1_contig97_len752_circularized 3079.74 3536 116 4194
HB83A1_contig98_len740_circularized 6230.26 7390.5 162 8401
HB83A1_contig99_len831 813.535 897 10 1304
HB83A1_contig9_len741_circularized 2425.97 2855 54 3350
