CONTIG AVERAGE.DEPTH MEDIAN.DEPTH MIN.DEPTH MAX.DEPTH 
PER215A1_contig0_len741_circularized 331.033 180 3 1840
PER215A1_contig104_len739_circularized 2017.61 2223 66 2714
PER215A1_contig106_len739_circularized 274.207 303 8 515
PER215A1_contig107_len848 3628.55 4167.5 1 4576
PER215A1_contig108_len745_circularized 1148.37 1357 39 1510
PER215A1_contig109_len741_circularized 471.052 478 10 1217
PER215A1_contig10_len750_circularized 3917.17 4587.5 120 5056
PER215A1_contig110_len739_circularized 8406.07 9825 249 10896
PER215A1_contig111_len751_circularized 3768.73 4394 130 4884
PER215A1_contig114_len1629 1266.23 696 2 2315
PER215A1_contig115_len948 332.278 383 1 540
PER215A1_contig116_len740_circularized 2702.01 3211 60 3491
PER215A1_contig117_len741_circularized 1134.69 1309 29 1489
PER215A1_contig118_len741_circularized 1420.09 1580 46 1903
PER215A1_contig11_len750_circularized 1284.26 1530 38 1729
PER215A1_contig120_len750_circularized 242.441 282 6 345
PER215A1_contig123_len747_circularized 3154.9 3730 101 4155
PER215A1_contig125_len740_circularized 1529.59 1804.5 53 2022
PER215A1_contig126_len751_circularized 10636 12673 358 14240
PER215A1_contig12_len870 529.029 457.5 15 1182
PER215A1_contig130_len754_circularized 277.889 197 5 1211
PER215A1_contig132_len739_circularized 867.096 831 19 2350
PER215A1_contig133_len763 780.341 874 6 972
PER215A1_contig134_len750_circularized 1078.89 1167.5 20 2135
PER215A1_contig135_len739_circularized 5687.08 6687 184 7338
PER215A1_contig13_len750_circularized 1109.62 1268 42 1472
PER215A1_contig141_len741_circularized 2735.59 3126 100 3629
PER215A1_contig142_len742_circularized 815.646 968.5 24 1112
PER215A1_contig144_len723 1416.77 1657 35 1828
PER215A1_contig145_len741_circularized 247.824 217 7 796
PER215A1_contig146_len739_circularized 1264.74 1535 26 1630
PER215A1_contig14_len939 629.373 743 0 841
PER215A1_contig15_len763_circularized 1519.05 1775 35 2017
PER215A1_contig17_len748_circularized 620.076 395 7 3068
PER215A1_contig21_len741_circularized 1770.4 2114 36 2307
PER215A1_contig22_len740_circularized 2182.51 2511 64 2866
PER215A1_contig25_len709_circularized 1047 1043 13 2897
PER215A1_contig26_len897 2291.63 2835 1 3047
PER215A1_contig27_len748_circularized 1516.89 1819 43 2008
PER215A1_contig29_len1514_circularized 9445.2 2069.5 2 22473
PER215A1_contig30_len761_circularized 4751.66 5799 141 6305
PER215A1_contig31_len882 3523.62 4181.5 2 4712
PER215A1_contig33_len750_circularized 1703.23 2018.5 43 2220
PER215A1_contig34_len515 3205.47 3699 138 4318
PER215A1_contig35_len748_circularized 4542.92 5362.5 128 6029
PER215A1_contig41_len749_circularized 138.28 39 2 990
PER215A1_contig42_len760 523.691 511 14 1125
PER215A1_contig43_len750_circularized 8434.22 9796.5 248 11177
PER215A1_contig44_len742_circularized 520.045 585 14 816
PER215A1_contig45_len870 371.069 72 5 2449
PER215A1_contig46_len740_circularized 1951.02 2297.5 72 2568
PER215A1_contig47_len741_circularized 471.195 438 6 1438
PER215A1_contig48_len841 448.829 507 0 583
PER215A1_contig49_len1687 875.168 586 5 1627
PER215A1_contig51_len735 3223.69 3658 42 3955
PER215A1_contig52_len739_circularized 956.981 1012 41 1331
PER215A1_contig54_len750_circularized 1131.15 1167 27 2546
PER215A1_contig56_len751_circularized 1683.75 1980 52 2249
PER215A1_contig57_len750_circularized 3682.13 4386.5 114 4919
PER215A1_contig5_len971 313.119 331 5 650
PER215A1_contig60_len751_circularized 1492.07 1784 49 2044
PER215A1_contig61_len750_circularized 99.65 69 0 457
PER215A1_contig63_len740_circularized 1922.9 2120 49 2614
PER215A1_contig64_len1480_circularized 1973 1747 48 3187
PER215A1_contig66_len741_circularized 1103.22 998 27 3382
PER215A1_contig67_len1502_circularized 1269.26 1006 16 2191
PER215A1_contig68_len858 883.8 566 12 2568
PER215A1_contig69_len740_circularized 2459.67 2861.5 54 4136
PER215A1_contig6_len753_circularized 1675.85 1946 48 2660
PER215A1_contig70_len740_circularized 1179.47 1322 24 2081
PER215A1_contig71_len1487_circularized 1552.06 1280 12 2819
PER215A1_contig74_len750_circularized 8442.2 10018 290 11236
PER215A1_contig76_len860 8534.46 10250.5 39 11027
PER215A1_contig77_len751_circularized 4588.57 5579 125 5899
PER215A1_contig79_len749_circularized 5219.24 6202 185 6850
PER215A1_contig7_len749_circularized 530.924 609 15 768
PER215A1_contig81_len741_circularized 5447.43 6271 166 7111
PER215A1_contig82_len738_circularized 1630.35 1778 46 3167
PER215A1_contig83_len822 3495.99 4017 33 4442
PER215A1_contig84_len739_circularized 6595.6 7200 214 8688
PER215A1_contig85_len750_circularized 2118.65 2499 55 2756
PER215A1_contig88_len920 3218.13 3893 8 4193
PER215A1_contig89_len750_circularized 790.088 220 2 4640
PER215A1_contig8_len742_circularized 7680.08 8520.5 273 10168
PER215A1_contig91_len750_circularized 2270.98 2701 61 2930
PER215A1_contig92_len1478_circularized 1298.82 1453 8 3077
PER215A1_contig94_len758_circularized 2158.33 2449 50 3799
PER215A1_contig99_len749_circularized 238.497 267 4 479
PER215A1_contig9_len739_circularized 2287.03 2706 57 3026
