CONTIG AVERAGE.DEPTH MEDIAN.DEPTH MIN.DEPTH MAX.DEPTH 
LC468A1_contig0_len752_circularized 2091.23 2365 69 3044
LC468A1_contig101_len740_circularized 1599.94 1838 64 2477
LC468A1_contig102_len749_circularized 385.251 225 6 2010
LC468A1_contig105_len734_circularized 3561.49 4169 92 4688
LC468A1_contig106_len738_circularized 1376.12 1504 56 2419
LC468A1_contig107_len1616 2203.81 1628 5 3877
LC468A1_contig108_len1140 813.358 612 15 1720
LC468A1_contig109_len842 1493.28 1580.5 17 2218
LC468A1_contig10_len750_circularized 2488.81 3011.5 63 3294
LC468A1_contig110_len739_circularized 684.496 689 22 1660
LC468A1_contig111_len473 276.135 282 16 450
LC468A1_contig113_len741_circularized 1490.08 1724 56 2218
LC468A1_contig114_len744_circularized 767.171 804.5 21 1603
LC468A1_contig116_len757_circularized 651.893 753 18 961
LC468A1_contig118_len739_circularized 769.57 835 24 1462
LC468A1_contig119_len749_circularized 1200.72 1403 51 1770
LC468A1_contig121_len740_circularized 723.965 828.5 27 1004
LC468A1_contig122_len817 975.737 1053 6 1343
LC468A1_contig123_len751_circularized 1165.38 1287 37 1992
LC468A1_contig124_len741_circularized 1411.22 1589 51 2406
LC468A1_contig125_len749_circularized 370.323 404 16 578
LC468A1_contig126_len749_circularized 415.356 468 15 634
LC468A1_contig127_len750_circularized 276.284 296 8 620
LC468A1_contig128_len741_circularized 1975.82 2281 75 2826
LC468A1_contig129_len738_circularized 510.151 592.5 21 704
LC468A1_contig130_len746_circularized 778.301 898 30 1076
LC468A1_contig13_len934 875.562 991.5 9 1163
LC468A1_contig18_len1482_circularized 1744.16 1609.5 39 2951
LC468A1_contig19_len748_circularized 2040.42 2330 64 3083
LC468A1_contig1_len739_circularized 2924.98 3327 115 4335
LC468A1_contig20_len767 124.156 126 9 205
LC468A1_contig25_len749_circularized 1729.44 2012 60 2544
LC468A1_contig26_len751_circularized 1285.31 1421 47 2374
LC468A1_contig27_len739_circularized 2111.2 2420 73 3121
LC468A1_contig28_len747_circularized 1195.97 1381 34 1774
LC468A1_contig29_len739_circularized 1511.88 1761 66 2121
LC468A1_contig2_len803 524.75 572 2 711
LC468A1_contig33_len1680 1142.37 1289 1 1560
LC468A1_contig34_len750_circularized 637.409 739 10 902
LC468A1_contig35_len751_circularized 1562.97 1765 57 2321
LC468A1_contig36_len740_circularized 1933 2283 65 2658
LC468A1_contig37_len827 1747.96 1853 4 2732
LC468A1_contig39_len737_circularized 1278.77 1505 42 1852
LC468A1_contig3_len747_circularized 1178.69 1247 39 2354
LC468A1_contig40_len911 1232.47 1391 3 1777
LC468A1_contig41_len749_circularized 1895.18 2107 67 3023
LC468A1_contig42_len749_circularized 1815.71 2125 72 2502
LC468A1_contig43_len742_circularized 531.806 504 10 1603
LC468A1_contig44_len745_circularized 1005.67 1043 40 2170
LC468A1_contig45_len911 869.707 972 2 1476
LC468A1_contig47_len749_circularized 972.09 1029 28 2041
LC468A1_contig48_len751_circularized 1454.9 1639 41 2396
LC468A1_contig49_len749_circularized 1518.73 1738 53 2074
LC468A1_contig4_len739_circularized 568.719 655 18 784
LC468A1_contig50_len822 1204.7 1304 13 1569
LC468A1_contig51_len738_circularized 3194.12 3656.5 108 4526
LC468A1_contig57_len861 387.574 397 3 726
LC468A1_contig59_len1588 1145.19 783.5 4 2719
LC468A1_contig5_len750_circularized 1600.28 1746.5 55 2397
LC468A1_contig62_len749_circularized 1738.04 1950 40 2597
LC468A1_contig63_len738_circularized 1214.13 1384 34 1762
LC468A1_contig65_len759_circularized 1529.65 1791 54 2175
LC468A1_contig66_len865 857.75 935 5 1222
LC468A1_contig68_len741_circularized 1104.65 1205 29 1963
LC468A1_contig6_len752_circularized 954.43 1084 31 1392
LC468A1_contig70_len746_circularized 1354.3 1508 50 2239
LC468A1_contig71_len740_circularized 712.151 798 22 1213
LC468A1_contig72_len1553 596.854 363 11 1327
LC468A1_contig76_len743_circularized 1628 1861 56 2397
LC468A1_contig77_len751_circularized 546.78 589 19 958
LC468A1_contig79_len750_circularized 2583.36 2908 90 3610
LC468A1_contig7_len788 1421.33 1557 4 1908
LC468A1_contig80_len758_circularized 2036.85 2342 60 2817
LC468A1_contig81_len749_circularized 1257.66 1443 58 1914
LC468A1_contig83_len740_circularized 845.344 863.5 26 1651
LC468A1_contig85_len740_circularized 3301.36 3739 124 4735
LC468A1_contig86_len750_circularized 1241.48 1446 23 1851
LC468A1_contig87_len754_circularized 1415.98 1635 41 1953
LC468A1_contig88_len739_circularized 2484.68 2866 96 3445
LC468A1_contig89_len738_circularized 1365.2 1470.5 50 2409
LC468A1_contig8_len740_circularized 1108.95 1193 42 2100
LC468A1_contig90_len751_circularized 314.721 270 8 1072
LC468A1_contig91_len740_circularized 890.282 724.5 21 3295
LC468A1_contig92_len750_circularized 966.464 1018 28 1737
LC468A1_contig94_len748_circularized 1297.64 1468 33 1847
LC468A1_contig95_len1569 1144.06 1081 20 1985
LC468A1_contig96_len750_circularized 908.063 1056.5 35 1273
LC468A1_contig97_len740_circularized 421.039 376 6 1247
LC468A1_contig98_len741_circularized 203.072 206 4 481
