CONTIG AVERAGE.DEPTH MEDIAN.DEPTH MIN.DEPTH MAX.DEPTH 
LC1565A1_contig100_len737_circularized 115.204 115 3 274
LC1565A1_contig101_len739_circularized 175.771 201 6 249
LC1565A1_contig104_len739_circularized 820.886 957 24 1107
LC1565A1_contig106_len741_circularized 375.017 407 6 709
LC1565A1_contig10_len752_circularized 348.049 403 11 478
LC1565A1_contig112_len739_circularized 145.142 161 5 235
LC1565A1_contig113_len750_circularized 539.128 630 17 715
LC1565A1_contig114_len996 96.5482 103 0 221
LC1565A1_contig116_len1629 243.681 249 1 694
LC1565A1_contig117_len749_circularized 337.129 355 8 727
LC1565A1_contig11_len737_circularized 526.621 612 22 716
LC1565A1_contig120_len740_circularized 1619.27 1951 62 2183
LC1565A1_contig121_len731 894.287 1042 7 1127
LC1565A1_contig122_len742_circularized 681.266 794.5 15 887
LC1565A1_contig125_len740_circularized 88.8213 87 2 244
LC1565A1_contig126_len741_circularized 143.359 163 4 204
LC1565A1_contig127_len740_circularized 489.884 558 12 647
LC1565A1_contig128_len750_circularized 366.034 380 5 758
LC1565A1_contig12_len740_circularized 40.991 38 1 120
LC1565A1_contig131_len739_circularized 71.9978 64 1 229
LC1565A1_contig133_len740_circularized 560.457 584 22 1191
LC1565A1_contig134_len799 874.661 1071 1 1183
LC1565A1_contig137_len750_circularized 850.498 970.5 21 1118
LC1565A1_contig138_len749_circularized 133.864 126 1 383
LC1565A1_contig139_len742_circularized 374.351 414 11 667
LC1565A1_contig13_len1726 650.138 394 1 1373
LC1565A1_contig140_len750_circularized 54.2733 59 0 84
LC1565A1_contig141_len738_circularized 119.342 121 2 282
LC1565A1_contig142_len901 98.0033 101 1 198
LC1565A1_contig143_len749_circularized 78.1669 82 3 158
LC1565A1_contig145_len478 323.381 395 4 445
LC1565A1_contig147_len739_circularized 402.957 473 10 542
LC1565A1_contig148_len738_circularized 231.474 270 6 307
LC1565A1_contig149_len709_circularized 398.607 474 10 522
LC1565A1_contig14_len741_circularized 275.229 313 7 395
LC1565A1_contig150_len739_circularized 584.538 671 21 769
LC1565A1_contig151_len740_circularized 270.319 306 7 438
LC1565A1_contig154_len739_circularized 440.911 499 15 620
LC1565A1_contig155_len730_circularized 171.449 115 2 761
LC1565A1_contig156_len748_circularized 293.958 330 8 479
LC1565A1_contig157_len741_circularized 244.072 285 7 320
LC1565A1_contig158_len739_circularized 209.532 235 5 304
LC1565A1_contig15_len750_circularized 192.407 212 5 338
LC1565A1_contig161_len749_circularized 114.796 38 2 789
LC1565A1_contig162_len2325 699.858 754 6 1407
LC1565A1_contig163_len1019 85.948 111 0 138
LC1565A1_contig168_len751_circularized 261.312 281 8 559
LC1565A1_contig16_len604 64.5397 34 3 256
LC1565A1_contig172_len748_circularized 226.649 254 10 366
LC1565A1_contig175_len709 178.265 191 3 252
LC1565A1_contig181_len739_circularized 802.431 934 24 1059
LC1565A1_contig182_len760_circularized 241.771 279 11 327
LC1565A1_contig183_len742_circularized 64.6132 73 3 92
LC1565A1_contig184_len741_circularized 55.6667 61 1 106
LC1565A1_contig185_len745_circularized 726.524 835 16 1064
LC1565A1_contig186_len750_circularized 960.117 1127 36 1223
LC1565A1_contig188_len737_circularized 334.635 388 13 450
LC1565A1_contig189_len741_circularized 260.902 307 10 347
LC1565A1_contig190_len751_circularized 508.812 583 20 699
LC1565A1_contig191_len1524 675.401 319 4 1347
LC1565A1_contig192_len741_circularized 417.893 484 11 575
LC1565A1_contig193_len1638 666.879 130 1 1555
LC1565A1_contig195_len741_circularized 222.346 256 3 296
LC1565A1_contig196_len857 236.022 216 2 536
LC1565A1_contig197_len751_circularized 198.343 227 6 308
LC1565A1_contig198_len870 578.837 635 2 745
LC1565A1_contig199_len740_circularized 431.689 501 12 598
LC1565A1_contig19_len750_circularized 529.339 614 24 680
LC1565A1_contig200_len743_circularized 331.866 393 6 438
LC1565A1_contig201_len760_circularized 1127.84 1281 44 1482
LC1565A1_contig202_len749_circularized 237.597 275 5 329
LC1565A1_contig204_len742_circularized 343.705 394.5 10 544
LC1565A1_contig205_len740_circularized 214.972 223 2 403
LC1565A1_contig207_len751_circularized 90.1143 77 0 314
LC1565A1_contig208_len749_circularized 257.535 296 5 352
LC1565A1_contig20_len746_circularized 47.4788 21 1 282
LC1565A1_contig211_len748_circularized 1721.21 2027 51 2235
LC1565A1_contig214_len752_circularized 136.133 156 3 204
LC1565A1_contig215_len737_circularized 279.183 321 10 388
LC1565A1_contig216_len750_circularized 91.8111 104.5 2 136
LC1565A1_contig218_len748_circularized 530.474 628 13 685
LC1565A1_contig219_len750_circularized 141.931 157 2 255
LC1565A1_contig21_len1059 312.506 416 1 479
LC1565A1_contig220_len884 477.026 568 1 630
LC1565A1_contig221_len740_circularized 296.226 331 8 505
LC1565A1_contig222_len749_circularized 216.848 237 4 397
LC1565A1_contig223_len750_circularized 68.8156 58 0 253
