CONTIG AVERAGE.DEPTH MEDIAN.DEPTH MIN.DEPTH MAX.DEPTH 
LH741A1_contig0_len752_circularized 1412.74 1644 24 1903
LH741A1_contig10_len738_circularized 1977.86 2229.5 58 2784
LH741A1_contig11_len740_circularized 829.597 965.5 33 1134
LH741A1_contig12_len763 2249.82 2507 38 2975
LH741A1_contig15_len862 430.09 463 0 549
LH741A1_contig16_len739_circularized 1115.35 1294 38 1832
LH741A1_contig18_len743_circularized 1939.74 2298 58 2612
LH741A1_contig19_len750_circularized 1021.44 1140 19 1667
LH741A1_contig1_len754_circularized 1771.04 2045.5 56 2437
LH741A1_contig20_len749_circularized 497.717 570 17 671
LH741A1_contig21_len757_circularized 551.698 644 18 779
LH741A1_contig24_len1660 1620.53 1739.5 8 2151
LH741A1_contig27_len738_circularized 1226.39 1429.5 33 1943
LH741A1_contig29_len748_circularized 2038.65 2362 68 3089
LH741A1_contig2_len717_circularized 354.571 421 10 534
LH741A1_contig31_len751_circularized 1657.43 1910 56 2306
LH741A1_contig32_len742_circularized 2234.25 2488.5 84 3619
LH741A1_contig33_len836 2482.65 2912 7 3322
LH741A1_contig35_len749_circularized 2259.23 2516 64 3073
LH741A1_contig36_len1661 1435.19 1395 1 2263
LH741A1_contig39_len741_circularized 3066.23 3596 67 4204
LH741A1_contig3_len739_circularized 1013.32 1149 36 1445
LH741A1_contig41_len1481_circularized 3116.73 2979 90 4744
LH741A1_contig42_len743_circularized 2972.04 3477 86 4119
LH741A1_contig43_len739_circularized 2736.37 3177 85 3626
LH741A1_contig44_len739_circularized 985.003 1135 22 1387
LH741A1_contig45_len741_circularized 1892.05 2220 71 2590
LH741A1_contig47_len741_circularized 747.303 789 20 1514
LH741A1_contig48_len1660 6127.88 2914.5 4 13463
LH741A1_contig4_len760_circularized 1677.63 1893.5 63 2299
LH741A1_contig50_len758_circularized 697.645 696 23 1789
LH741A1_contig51_len749_circularized 1566.92 1757 42 2166
LH741A1_contig52_len749_circularized 751.259 896 28 1073
LH741A1_contig53_len742_circularized 1575.85 1787.5 45 2172
LH741A1_contig55_len1483_circularized 2489.42 2376 31 3919
LH741A1_contig56_len753_circularized 2015.22 2267 70 2851
LH741A1_contig57_len827 1157.48 1276 5 1513
LH741A1_contig58_len1502_circularized 1882.77 1962 31 2541
LH741A1_contig59_len750_circularized 788.368 892 34 1195
LH741A1_contig60_len738_circularized 688.001 791 17 973
LH741A1_contig61_len739_circularized 3273.24 3794 72 4598
LH741A1_contig63_len750_circularized 822.993 903 16 1437
LH741A1_contig64_len748_circularized 1863.55 1996 50 2681
LH741A1_contig65_len750_circularized 1402.81 1591.5 25 1946
LH741A1_contig66_len751_circularized 1519.46 1748 43 2410
LH741A1_contig69_len742_circularized 2737.79 3017.5 91 3766
LH741A1_contig6_len2237_circularized 3676.82 3598 126 6075
LH741A1_contig71_len1477_circularized 1781.14 1251 30 3473
LH741A1_contig73_len741_circularized 2001.62 2337 60 2648
LH741A1_contig74_len749_circularized 708.259 779 22 1395
LH741A1_contig76_len749_circularized 1035.62 1191 26 1535
LH741A1_contig78_len738_circularized 1348.42 1564 49 2193
LH741A1_contig79_len749_circularized 403.912 354 5 1314
LH741A1_contig7_len740_circularized 1645.24 1891.5 63 2434
LH741A1_contig82_len1571 812.439 854 8 1151
LH741A1_contig83_len740_circularized 1545.15 1742.5 37 2145
LH741A1_contig84_len751_circularized 2566.45 2990 75 3499
LH741A1_contig85_len740_circularized 1647.9 1874.5 75 2248
LH741A1_contig86_len709_circularized 1883.96 2143 57 2890
LH741A1_contig88_len749_circularized 1411.7 1559 36 1978
LH741A1_contig89_len743_circularized 1061.3 1230 30 1481
LH741A1_contig8_len749_circularized 2568.66 2974 61 3485
LH741A1_contig90_len752_circularized 1592.62 1863.5 54 2116
LH741A1_contig91_len746_circularized 1467.52 1698.5 47 2033
LH741A1_contig92_len750_circularized 1196.55 1402 41 1571
LH741A1_contig93_len750_circularized 2148.84 2429.5 56 2904
LH741A1_contig94_len736_circularized 577.501 612 15 1174
LH741A1_contig9_len750_circularized 1295.87 1453.5 64 1829
