CONTIG AVERAGE.DEPTH MEDIAN.DEPTH MIN.DEPTH MAX.DEPTH 
LH696A1_contig0_len748_circularized 911.509 1069.5 23 1295
LH696A1_contig101_len749_circularized 1317.79 1474 29 2509
LH696A1_contig102_len749_circularized 1452.13 1613 39 2457
LH696A1_contig103_len1489_circularized 2210.27 1993 28 3798
LH696A1_contig105_len823 3216.07 3640 2 4238
LH696A1_contig106_len754_circularized 2065.22 2380 65 2815
LH696A1_contig107_len749_circularized 526.356 551 18 1136
LH696A1_contig108_len751_circularized 1304.83 1479 54 1967
LH696A1_contig109_len752_circularized 2343.21 2621.5 137 3323
LH696A1_contig10_len746_circularized 2090.41 2229.5 67 3459
LH696A1_contig113_len1822 2211.17 1893.5 0 3905
LH696A1_contig115_len739_circularized 858.71 983 28 1321
LH696A1_contig116_len737_circularized 417.223 494 14 577
LH696A1_contig117_len748_circularized 694.923 803 17 997
LH696A1_contig118_len739_circularized 1707.22 1969 43 2394
LH696A1_contig119_len748_circularized 983.472 1153.5 39 1386
LH696A1_contig11_len756 2825.64 3152 31 3668
LH696A1_contig120_len738_circularized 969.664 1113 27 1403
LH696A1_contig121_len739_circularized 371.153 415 21 603
LH696A1_contig12_len752_circularized 2034.47 2381.5 64 2967
LH696A1_contig14_len751_circularized 1040.47 1198 18 1591
LH696A1_contig16_len643 3776.26 4255 152 5073
LH696A1_contig17_len749_circularized 1216.02 1443 25 1691
LH696A1_contig20_len921 183.852 220 0 286
LH696A1_contig21_len905 542.493 637 1 776
LH696A1_contig25_len740_circularized 937.404 1073.5 21 1482
LH696A1_contig26_len759_circularized 2363.22 2808 76 3269
LH696A1_contig28_len718_circularized 1689.25 1982 44 2537
LH696A1_contig2_len822 1595.17 1817.5 46 2000
LH696A1_contig31_len743_circularized 1677.24 1928 60 2348
LH696A1_contig32_len736_circularized 863.061 999.5 28 1251
LH696A1_contig33_len857 898.022 872 14 1731
LH696A1_contig35_len993 738.075 915 0 1125
LH696A1_contig36_len848 2137.2 2493.5 6 2926
LH696A1_contig38_len905 1723.08 1826 3 3481
LH696A1_contig3_len739_circularized 1426.71 1680 50 2107
LH696A1_contig40_len748_circularized 1704.26 1984 72 2509
LH696A1_contig41_len1699 676.682 638 19 1180
LH696A1_contig42_len750_circularized 1073.83 1073 22 2591
LH696A1_contig43_len1595 782.71 608 11 1511
LH696A1_contig45_len746_circularized 846.109 873 25 1807
LH696A1_contig48_len751_circularized 967.303 1099 37 1368
LH696A1_contig49_len1077 1257.46 1547 2 2035
LH696A1_contig4_len749_circularized 1364.84 1584 41 1943
LH696A1_contig51_len740_circularized 953.727 1110 39 1282
LH696A1_contig52_len738_circularized 1069.55 1243 27 1473
LH696A1_contig53_len751_circularized 1434.2 1625 31 2605
LH696A1_contig54_len747_circularized 598.722 531 11 1769
LH696A1_contig59_len740_circularized 1923.34 2250 71 2686
LH696A1_contig60_len759_circularized 290.085 285 10 688
LH696A1_contig62_len878 491.249 411 5 1497
LH696A1_contig64_len738_circularized 975.796 1163 31 1336
LH696A1_contig65_len746_circularized 1154.86 1329 28 1650
LH696A1_contig66_len739_circularized 1071.8 1236 24 1655
LH696A1_contig67_len834 1592.62 1843.5 8 2223
LH696A1_contig69_len741_circularized 343.787 366 9 747
LH696A1_contig72_len1585 926.468 936 26 1495
LH696A1_contig73_len742_circularized 1424.16 1540.5 34 2828
LH696A1_contig74_len741_circularized 3375.45 3957 90 4828
LH696A1_contig75_len747_circularized 1513.93 1783 35 2110
LH696A1_contig7_len741_circularized 1287.04 1468 36 1895
LH696A1_contig82_len970 1117.66 1343.5 4 1571
LH696A1_contig86_len752_circularized 1967.51 2264 67 2669
LH696A1_contig87_len2192_circularized 2053.24 1636 82 4644
LH696A1_contig88_len739_circularized 1274.08 1469 39 1830
LH696A1_contig89_len749_circularized 982.534 953 27 2494
LH696A1_contig8_len740_circularized 995.396 1181 26 1515
LH696A1_contig90_len739_circularized 2733.68 3128 70 4082
LH696A1_contig91_len1492_circularized 1708.07 1710 38 2342
LH696A1_contig92_len994 793.36 899 3 1476
LH696A1_contig94_len834 1599.27 1723 12 2627
LH696A1_contig96_len745_circularized 1599.86 1884 43 2320
LH696A1_contig98_len745_circularized 706.906 799 21 1205
LH696A1_contig99_len743_circularized 989.474 867 39 3355
LH696A1_contig9_len1652 1145.34 665 1 2342
