CONTIG AVERAGE.DEPTH MEDIAN.DEPTH MIN.DEPTH MAX.DEPTH 
LC2421A1_contig102_len749_circularized 172.665 161 5 397
LC2421A1_contig103_len750_circularized 613.719 724 18 777
LC2421A1_contig104_len739_circularized 606.106 727 24 810
LC2421A1_contig109_len760_circularized 366.027 387 13 635
LC2421A1_contig10_len1502 625.506 575 27 1198
LC2421A1_contig110_len931 346.859 430 1 514
LC2421A1_contig112_len750_circularized 175.282 158 7 389
LC2421A1_contig113_len730_circularized 803.816 935 33 1089
LC2421A1_contig114_len751_circularized 109.812 96 0 268
LC2421A1_contig117_len740_circularized 45.6404 50 1 72
LC2421A1_contig119_len741_circularized 61.899 60 0 131
LC2421A1_contig11_len741_circularized 263.988 295 11 387
LC2421A1_contig120_len1499_circularized 119.192 131 0 248
LC2421A1_contig121_len1584 1516.7 1366.5 61 2165
LC2421A1_contig122_len750_circularized 745.557 872 23 984
LC2421A1_contig124_len741_circularized 408.907 475 10 537
LC2421A1_contig125_len740_circularized 264.379 307 8 349
LC2421A1_contig126_len808 446.923 528 0 625
LC2421A1_contig128_len924 397.562 545 0 627
LC2421A1_contig12_len740_circularized 159.107 185 3 217
LC2421A1_contig133_len740_circularized 571.365 675 12 765
LC2421A1_contig135_len754_circularized 38.3097 16 0 180
LC2421A1_contig137_len739_circularized 290.853 267 5 691
LC2421A1_contig138_len751_circularized 806.572 955 22 1062
LC2421A1_contig141_len752_circularized 835.404 978.5 25 1077
LC2421A1_contig142_len740_circularized 804.634 950 25 1031
LC2421A1_contig145_len762 195.824 224 12 277
LC2421A1_contig147_len739_circularized 179.09 210 5 243
LC2421A1_contig149_len742_circularized 176.674 205 6 245
LC2421A1_contig153_len1497 455.847 310 2 893
LC2421A1_contig154_len751_circularized 551.691 641 15 704
LC2421A1_contig156_len751_circularized 1599.11 1839 56 2102
LC2421A1_contig15_len748_circularized 178.252 194 3 297
LC2421A1_contig161_len748_circularized 242.766 261 5 440
LC2421A1_contig162_len750_circularized 18.4111 12 0 55
LC2421A1_contig163_len742_circularized 910.572 1070 33 1196
LC2421A1_contig165_len741_circularized 545.03 634 14 719
LC2421A1_contig166_len741_circularized 69.0842 74 1 123
LC2421A1_contig167_len751_circularized 138.243 156 4 218
LC2421A1_contig168_len740_circularized 174.261 200 5 238
LC2421A1_contig169_len742_circularized 105.385 122 2 146
LC2421A1_contig16_len749_circularized 237.66 267 3 335
LC2421A1_contig172_len741_circularized 46.0864 19 0 211
LC2421A1_contig173_len752_circularized 146.086 165 5 215
LC2421A1_contig174_len748_circularized 81.6837 90 2 122
LC2421A1_contig175_len741_circularized 128.501 147 5 182
LC2421A1_contig176_len750_circularized 277.923 321 8 377
LC2421A1_contig180_len1508_circularized 278.831 200.5 1 598
LC2421A1_contig181_len466 1659.32 1977.5 119 2366
LC2421A1_contig185_len753_circularized 288.774 336 9 394
LC2421A1_contig186_len749_circularized 160.982 152 2 372
LC2421A1_contig194_len760_circularized 545.676 633 23 695
LC2421A1_contig195_len751_circularized 1303.71 1539 44 1822
LC2421A1_contig196_len463 125.158 146 11 200
LC2421A1_contig198_len719_circularized 228.284 252 5 368
LC2421A1_contig199_len749_circularized 292.402 324 11 432
LC2421A1_contig19_len738_circularized 228.959 262 4 325
LC2421A1_contig201_len741_circularized 241.084 182 5 725
LC2421A1_contig202_len915 257.515 308 1 374
LC2421A1_contig205_len740_circularized 54.418 50 1 135
LC2421A1_contig206_len1142 815.039 848 52 1219
LC2421A1_contig208_len1593 579.06 621 14 758
LC2421A1_contig211_len739_circularized 781.913 938 17 1032
LC2421A1_contig212_len830 1971.2 2287.5 57 2556
LC2421A1_contig213_len720_circularized 107.391 41 0 486
LC2421A1_contig215_len760_circularized 57.4407 29 1 240
LC2421A1_contig216_len739_circularized 878.002 1006 21 1221
LC2421A1_contig217_len740_circularized 396.081 420 12 689
LC2421A1_contig218_len751_circularized 1032.01 1215 36 1329
LC2421A1_contig219_len751_circularized 572.432 658 19 817
LC2421A1_contig21_len452 213.69 234.5 23 358
LC2421A1_contig220_len928 321.69 370 20 425
LC2421A1_contig223_len739_circularized 207.134 234 8 315
LC2421A1_contig224_len750_circularized 322.391 372.5 9 435
LC2421A1_contig227_len740_circularized 174.798 153 4 466
LC2421A1_contig228_len740_circularized 327.42 382 9 452
LC2421A1_contig229_len751_circularized 518.13 604 11 686
LC2421A1_contig22_len749_circularized 102.102 113 2 153
LC2421A1_contig230_len749_circularized 180.835 181 3 344
LC2421A1_contig231_len751_circularized 1216.14 1385 36 1757
LC2421A1_contig232_len750_circularized 86.38 87 3 165
LC2421A1_contig237_len761_circularized 1456.32 1727 44 1920
LC2421A1_contig238_len750_circularized 593.952 688 30 819
LC2421A1_contig242_len740_circularized 133.36 155 3 178
LC2421A1_contig243_len749_circularized 137.667 139 4 262
LC2421A1_contig244_len750_circularized 169.572 188 5 255
