CONTIG AVERAGE.DEPTH MEDIAN.DEPTH MIN.DEPTH MAX.DEPTH 
HB44A1_contig0_len751_circularized 578.172 690 13 837
HB44A1_contig100_len740_circularized 1952.59 2171 71 2903
HB44A1_contig101_len748_circularized 1634.35 1593 32 3861
HB44A1_contig103_len831 2342.73 2586 21 3076
HB44A1_contig104_len748_circularized 3702.96 4199.5 119 5392
HB44A1_contig106_len751_circularized 6227.96 6755 190 10202
HB44A1_contig108_len857 1562.33 1549 34 2817
HB44A1_contig110_len1604 4675.66 4594.5 54 8629
HB44A1_contig112_len740_circularized 2137.02 2190.5 78 5057
HB44A1_contig113_len749_circularized 3586.85 4146 113 5117
HB44A1_contig116_len737_circularized 5247.22 6016 137 7906
HB44A1_contig117_len750_circularized 2734.45 2989 93 4001
HB44A1_contig118_len708_circularized 4473.22 5190.5 130 6124
HB44A1_contig119_len742_circularized 4212.87 4878 151 6043
HB44A1_contig11_len739_circularized 610.197 452 10 2553
HB44A1_contig120_len749_circularized 1283.44 1224 45 3320
HB44A1_contig121_len821 506.412 446 34 1365
HB44A1_contig122_len747_circularized 2047.21 2212 54 3707
HB44A1_contig123_len932 476.631 513 10 705
HB44A1_contig124_len450 2179.68 2605 14 3494
HB44A1_contig128_len1493_circularized 3800.33 3658 48 6691
HB44A1_contig129_len749_circularized 3094.51 3544 120 4306
HB44A1_contig12_len740_circularized 4015.99 4715.5 156 5561
HB44A1_contig130_len738_circularized 1382.22 1170.5 35 4933
HB44A1_contig131_len741_circularized 4819.84 5250 137 7961
HB44A1_contig132_len1019 3502.27 4011 13 5284
HB44A1_contig133_len750_circularized 2044.73 2266 90 2884
HB44A1_contig134_len739_circularized 2587.07 2974 66 3803
HB44A1_contig135_len751_circularized 1319.24 1453 32 2142
HB44A1_contig136_len756_circularized 1629.16 1728 51 2406
HB44A1_contig137_len749_circularized 3000.24 3469 114 4394
HB44A1_contig138_len751_circularized 1405.88 1598 56 2170
HB44A1_contig139_len759_circularized 1230.25 1363 47 1982
HB44A1_contig140_len717_circularized 4361.91 4986 136 6207
HB44A1_contig141_len748_circularized 6367.39 7253 183 8590
HB44A1_contig14_len740_circularized 2441.63 2808.5 75 3625
HB44A1_contig16_len740_circularized 2860.11 3290.5 86 3911
HB44A1_contig17_len739_circularized 1252.89 1274 49 2762
HB44A1_contig18_len749_circularized 3873.2 4418 145 5773
HB44A1_contig1_len759_circularized 4322.17 4567 162 8548
HB44A1_contig20_len748_circularized 521.259 573.5 14 845
HB44A1_contig25_len720_circularized 2905.96 3429.5 88 4096
HB44A1_contig26_len750_circularized 1026.42 1165 40 1520
HB44A1_contig28_len466 946.798 1019.5 85 1528
HB44A1_contig2_len739_circularized 550.246 589 18 1012
HB44A1_contig30_len750_circularized 5169.13 5857 133 7596
HB44A1_contig31_len739_circularized 2846.32 3249 92 4051
HB44A1_contig34_len1538 3295.02 2651.5 14 6266
HB44A1_contig35_len750_circularized 2142.19 2022 40 5461
HB44A1_contig37_len752_circularized 1399.58 1305.5 27 3936
HB44A1_contig38_len742_circularized 1457.17 1458.5 55 3239
HB44A1_contig39_len739_circularized 2097.26 2177 50 4287
HB44A1_contig3_len862 3273.56 3327.5 1 7218
HB44A1_contig40_len993_circularized 2608.77 2300 4 6937
HB44A1_contig44_len740_circularized 2658.75 3105.5 95 3626
HB44A1_contig45_len752_circularized 3666.05 4115.5 144 6168
HB44A1_contig46_len818 4124.22 4772 38 5676
HB44A1_contig47_len736_circularized 823.812 563.5 32 3470
HB44A1_contig48_len742_circularized 3152.84 3676.5 131 4554
HB44A1_contig49_len773 373.191 342 7 614
HB44A1_contig4_len739_circularized 1354.86 1509 46 1834
HB44A1_contig51_len751_circularized 1780.66 1882 36 3121
HB44A1_contig52_len748_circularized 5877.68 6474.5 138 10043
HB44A1_contig53_len881 2890.17 3110 17 4212
HB44A1_contig54_len758_circularized 1170.6 1095.5 22 3165
HB44A1_contig55_len748_circularized 1943.33 1932 63 4832
HB44A1_contig56_len486 3725.03 4106.5 26 5555
HB44A1_contig58_len840 1132.23 1188.5 26 1620
HB44A1_contig5_len747_circularized 4476.35 5191 113 6947
HB44A1_contig63_len740_circularized 3865.34 4501 120 5487
HB44A1_contig65_len740_circularized 3664.86 3880 136 7007
HB44A1_contig66_len408 3617.81 4218 43 5251
HB44A1_contig70_len739_circularized 6999.03 7942 264 9706
HB44A1_contig72_len1497_circularized 3952.39 3794 103 9000
HB44A1_contig73_len1693 1767.89 995 20 4147
HB44A1_contig74_len831 4735.67 5381 8 6541
HB44A1_contig75_len737_circularized 1876.19 2149 46 2766
HB44A1_contig77_len739_circularized 3265.09 3674 117 5692
HB44A1_contig79_len753_circularized 923.587 896 21 2539
HB44A1_contig7_len748_circularized 358.014 424 12 479
HB44A1_contig80_len743_circularized 2333.64 2350 59 5278
HB44A1_contig81_len744_circularized 5254.74 6065 227 7558
HB44A1_contig82_len746_circularized 1632.04 1744 46 3327
HB44A1_contig83_len738_circularized 1595.31 1670.5 56 3315
HB44A1_contig85_len739_circularized 5709.53 6658 166 7807
HB44A1_contig89_len1601 2139.77 1989 15 4114
HB44A1_contig8_len750_circularized 2726.97 3077.5 64 4665
HB44A1_contig90_len740_circularized 807.925 835 19 1942
HB44A1_contig93_len924 1605.5 1501 4 3215
HB44A1_contig96_len750_circularized 3388.7 3928 94 4868
HB44A1_contig97_len743_circularized 4351.35 4913 172 6727
HB44A1_contig98_len626 1694.04 1928.5 31 2424
