CONTIG AVERAGE.DEPTH MEDIAN.DEPTH MIN.DEPTH MAX.DEPTH 
LH1099A1_contig0_len740_circularized 172.704 194 5 274
LH1099A1_contig100_len709_circularized 397.431 461 12 584
LH1099A1_contig101_len750_circularized 1237.87 1378.5 29 2061
LH1099A1_contig102_len836 111.644 104 1 256
LH1099A1_contig104_len739_circularized 434.955 496 19 645
LH1099A1_contig105_len740_circularized 717.411 744 25 1632
LH1099A1_contig106_len739_circularized 144.165 150 6 296
LH1099A1_contig108_len747_circularized 157.754 163 4 314
LH1099A1_contig110_len742_circularized 64.5269 67 3 138
LH1099A1_contig111_len752_circularized 80.4235 38 0 481
LH1099A1_contig113_len741_circularized 197.418 228 6 296
LH1099A1_contig114_len747_circularized 591.103 418 14 1247
LH1099A1_contig116_len743_circularized 570.542 631 22 870
LH1099A1_contig119_len741_circularized 368.667 417 17 551
LH1099A1_contig11_len833 191.527 209 0 293
LH1099A1_contig120_len1551 138.244 58 0 303
LH1099A1_contig122_len873 345.356 371 3 531
LH1099A1_contig125_len1542 127.959 127 2 235
LH1099A1_contig128_len1476_circularized 1147.39 869 3 2606
LH1099A1_contig129_len746 254.826 280 2 342
LH1099A1_contig12_len740_circularized 570.222 661 17 833
LH1099A1_contig131_len1594 644.035 556.5 38 1195
LH1099A1_contig133_len1001 593.967 682 4 903
LH1099A1_contig134_len752_circularized 644.35 723 30 888
LH1099A1_contig135_len740_circularized 108.709 92 1 367
LH1099A1_contig136_len751_circularized 418.431 477 15 661
LH1099A1_contig138_len930 96.8613 105 4 134
LH1099A1_contig139_len740_circularized 305.913 346 16 463
LH1099A1_contig13_len750_circularized 577.954 617 25 905
LH1099A1_contig140_len750_circularized 101.768 86 4 352
LH1099A1_contig141_len750_circularized 74.9344 63 2 242
LH1099A1_contig142_len749_circularized 1621.17 1876 47 2135
LH1099A1_contig145_len751_circularized 574.595 662 27 886
LH1099A1_contig147_len742_circularized 135.3 56 0 833
LH1099A1_contig148_len741_circularized 950.072 1098 31 1420
LH1099A1_contig149_len748_circularized 243.816 273 6 396
LH1099A1_contig150_len762 880.154 977.5 25 1145
LH1099A1_contig151_len952 107.054 107 1 188
LH1099A1_contig155_len748_circularized 130.96 89 2 538
LH1099A1_contig158_len750_circularized 111.806 91 3 389
LH1099A1_contig160_len826 37.0169 36 3 78
LH1099A1_contig161_len741_circularized 50.3199 16 2 332
LH1099A1_contig164_len929 54.8741 48 0 184
LH1099A1_contig165_len741_circularized 79.7407 89 4 142
LH1099A1_contig166_len758_circularized 243.905 270 8 382
LH1099A1_contig167_len738_circularized 162.726 178 8 266
LH1099A1_contig1_len739_circularized 515.186 561 22 796
LH1099A1_contig20_len903 53.5714 53 0 108
LH1099A1_contig22_len1482_circularized 168.031 170 1 283
LH1099A1_contig25_len728 673.511 723.5 19 874
LH1099A1_contig26_len762_circularized 155.815 147 7 426
LH1099A1_contig2_len738_circularized 419.195 474 17 614
LH1099A1_contig30_len754_circularized 158.76 126 2 566
LH1099A1_contig32_len739_circularized 154.361 175 5 224
LH1099A1_contig33_len750_circularized 331.231 346.5 8 691
LH1099A1_contig34_len829 144.189 148 3 216
LH1099A1_contig35_len751_circularized 242.058 278 5 355
LH1099A1_contig36_len1491_circularized 308.628 179 0 624
LH1099A1_contig37_len1478_circularized 310.344 307 7 565
