CONTIG AVERAGE.DEPTH MEDIAN.DEPTH MIN.DEPTH MAX.DEPTH 
LC2434A1_contig0_len750_circularized 548.37 633 12 741
LC2434A1_contig102_len742_circularized 361.807 389 8 634
LC2434A1_contig103_len739_circularized 140.549 156 3 233
LC2434A1_contig105_len738_circularized 427.377 453.5 13 728
LC2434A1_contig106_len750_circularized 415.466 464 15 590
LC2434A1_contig107_len748_circularized 547.491 643 14 756
LC2434A1_contig108_len737_circularized 281.528 311 8 467
LC2434A1_contig109_len750_circularized 549.93 608.5 17 779
LC2434A1_contig10_len672 5.01637 5 0 9
LC2434A1_contig110_len740_circularized 325.961 375 10 450
LC2434A1_contig111_len751_circularized 132.362 136 0 251
LC2434A1_contig112_len747_circularized 154.778 175 4 222
LC2434A1_contig113_len748_circularized 297.085 330 11 426
LC2434A1_contig114_len753_circularized 189.534 198 5 351
LC2434A1_contig115_len737_circularized 177.83 189 4 316
LC2434A1_contig118_len740_circularized 290.908 347 8 381
LC2434A1_contig119_len740_circularized 22.8787 15 0 79
LC2434A1_contig120_len1500_circularized 313.402 263.5 8 600
LC2434A1_contig121_len568 8.42077 8 0 17
LC2434A1_contig122_len739_circularized 221.508 249 10 300
LC2434A1_contig123_len744_circularized 532.626 642 13 705
LC2434A1_contig125_len748_circularized 562.091 670 9 719
LC2434A1_contig126_len748_circularized 39.4332 45 1 56
LC2434A1_contig127_len748_circularized 55.4376 64 1 83
LC2434A1_contig128_len741_circularized 45.1448 49 0 79
LC2434A1_contig129_len750_circularized 19.1811 18 0 40
LC2434A1_contig130_len750_circularized 416.351 474 10 610
LC2434A1_contig131_len739_circularized 318.973 368 11 446
LC2434A1_contig132_len739_circularized 239.754 272 3 323
LC2434A1_contig133_len756_circularized 139.257 161 5 196
LC2434A1_contig134_len760_circularized 89.633 103 2 129
LC2434A1_contig135_len741_circularized 401.633 462 15 551
LC2434A1_contig136_len717_circularized 30.8005 37 0 46
LC2434A1_contig137_len752_circularized 1379.9 1549.5 46 1986
LC2434A1_contig13_len863 1174.38 1358 0 1493
LC2434A1_contig15_len740_circularized 803.728 958 23 1059
LC2434A1_contig16_len749_circularized 15.9433 18 1 25
LC2434A1_contig17_len752_circularized 100.672 111 0 170
LC2434A1_contig19_len740_circularized 343.365 410 10 453
LC2434A1_contig1_len740_circularized 982.555 1127 36 1300
LC2434A1_contig23_len758_circularized 451.287 530 15 610
LC2434A1_contig24_len819 424.939 473 23 577
LC2434A1_contig26_len749_circularized 254.019 264 6 448
LC2434A1_contig27_len741_circularized 1235.13 1389 41 1700
LC2434A1_contig28_len740_circularized 263.915 305 4 365
LC2434A1_contig29_len753_circularized 122.46 98 1 366
LC2434A1_contig30_len745_circularized 77.6279 88 2 110
LC2434A1_contig31_len1489_circularized 412.596 436 1 566
LC2434A1_contig36_len749_circularized 196.132 198 2 420
LC2434A1_contig38_len720_circularized 41.4885 49 0 63
LC2434A1_contig3_len739_circularized 932.487 1081 32 1237
LC2434A1_contig40_len741_circularized 398.984 451 13 545
LC2434A1_contig41_len776 8.89304 10 0 15
LC2434A1_contig44_len752_circularized 1409.33 1648.5 36 1917
LC2434A1_contig46_len740_circularized 56.618 62 1 91
LC2434A1_contig49_len750_circularized 342.752 400 7 460
LC2434A1_contig50_len750_circularized 110.131 122 2 196
LC2434A1_contig52_len743_circularized 301.748 299 8 613
LC2434A1_contig53_len750_circularized 24.7067 27 0 42
LC2434A1_contig54_len747_circularized 123.457 105 1 326
LC2434A1_contig55_len749_circularized 470.089 545 19 666
LC2434A1_contig63_len736_circularized 163.702 190 0 231
LC2434A1_contig68_len739_circularized 98.982 112 0 150
LC2434A1_contig70_len740_circularized 348.165 402 10 463
LC2434A1_contig71_len1494_circularized 247.218 208.5 5 532
LC2434A1_contig72_len2332 1202.44 837.5 15 2944
LC2434A1_contig75_len805 1085.53 1296 0 1385
LC2434A1_contig77_len751_circularized 1261.22 1485 42 1617
LC2434A1_contig78_len741_circularized 1696.93 1934 30 2340
LC2434A1_contig80_len739_circularized 410.53 475 10 541
LC2434A1_contig86_len742_circularized 173.51 193 4 248
LC2434A1_contig88_len740_circularized 407.965 478 11 566
LC2434A1_contig90_len602 608.37 759.5 39 811
LC2434A1_contig91_len750_circularized 343.642 384 15 495
LC2434A1_contig92_len751_circularized 467.433 530 14 660
LC2434A1_contig95_len750_circularized 145.964 153 1 280
LC2434A1_contig98_len1481_circularized 131.958 140 1 221
LC2434A1_contig99_len737_circularized 149.083 174 6 207
LC2434A1_contig9_len751_circularized 491.253 568 11 656
