CONTIG AVERAGE.DEPTH MEDIAN.DEPTH MIN.DEPTH MAX.DEPTH 
LC900A1_contig100_len1075 1498.58 1270 34 2479
LC900A1_contig102_len708_circularized 1257.8 1268 29 2836
LC900A1_contig103_len759_circularized 5334.36 5923 160 8194
LC900A1_contig104_len750_circularized 4267.36 4803 144 6918
LC900A1_contig105_len739_circularized 2245.33 2552 64 3547
LC900A1_contig109_len751_circularized 5242.73 5913 108 7161
LC900A1_contig112_len739_circularized 2821.95 3073 132 4661
LC900A1_contig113_len751_circularized 1283.66 1099 37 3958
LC900A1_contig114_len740_circularized 2210.01 2446.5 66 3735
LC900A1_contig117_len748_circularized 3358.89 3886 99 4838
LC900A1_contig11_len742_circularized 4951.4 5740 168 7457
LC900A1_contig120_len740_circularized 2059.8 2255 85 3739
LC900A1_contig121_len876 2356.2 2682 1 3235
LC900A1_contig122_len749_circularized 1400.93 1367 37 3711
LC900A1_contig123_len737_circularized 4689.52 5314 122 7003
LC900A1_contig124_len843 3580.91 3883 28 4781
LC900A1_contig126_len762_circularized 1613.49 1611 19 3917
LC900A1_contig127_len750_circularized 1720.13 1816 32 3683
LC900A1_contig129_len742_circularized 854.738 634 20 3339
LC900A1_contig130_len748_circularized 2245.75 2432.5 95 4060
LC900A1_contig131_len782 3626.61 3970 0 4748
LC900A1_contig133_len737_circularized 5248.58 6097 194 7820
LC900A1_contig135_len976 851.281 904 1 1777
LC900A1_contig137_len738_circularized 444.135 300 4 2025
LC900A1_contig138_len741_circularized 2420.44 2752 81 3880
LC900A1_contig141_len895 1575.9 1530 12 2923
LC900A1_contig142_len748_circularized 1111.35 1286.5 30 1669
LC900A1_contig143_len748_circularized 3619.38 3804 115 5547
LC900A1_contig144_len748_circularized 539.018 616.5 20 768
LC900A1_contig145_len741_circularized 2985.8 3367 88 4324
LC900A1_contig146_len750_circularized 3178.52 3475.5 121 4890
LC900A1_contig147_len748_circularized 4259.97 4897 135 6224
LC900A1_contig148_len750_circularized 2591.16 2914.5 81 3722
LC900A1_contig149_len756_circularized 1820.75 2010.5 47 2691
LC900A1_contig14_len737_circularized 960.995 858 41 2816
LC900A1_contig150_len751_circularized 2247.92 2515 60 3698
LC900A1_contig151_len760_circularized 889.342 990 36 1313
LC900A1_contig152_len717_circularized 2119.94 2384 56 3182
LC900A1_contig15_len639 560.941 640 5 793
LC900A1_contig16_len738_circularized 1401.77 1606.5 42 2109
LC900A1_contig18_len639 2489.13 2839 101 3295
LC900A1_contig1_len750_circularized 3850.63 4321 84 5908
LC900A1_contig20_len740_circularized 1255.34 1343 36 2666
LC900A1_contig22_len739_circularized 1484.25 1488 9 3881
LC900A1_contig23_len739_circularized 2633.31 2951 68 4088
LC900A1_contig25_len752_circularized 3369.36 3482 91 6281
LC900A1_contig26_len770 2157.38 2580.5 3 3204
LC900A1_contig27_len742_circularized 318.056 324 10 779
LC900A1_contig32_len750_circularized 3026.91 3419 105 4654
LC900A1_contig33_len994 1876.07 2292 0 2982
LC900A1_contig36_len2295 2220.12 2232 28 3892
LC900A1_contig37_len739_circularized 2093.4 2230 88 2865
LC900A1_contig38_len739_circularized 3362.61 3834 104 4825
LC900A1_contig39_len1484_circularized 2178.69 2783 20 4758
LC900A1_contig3_len488 4020.53 4668.5 33 5787
LC900A1_contig42_len837 2229.94 2419 29 3067
LC900A1_contig43_len1580 2068.72 1826 14 3152
LC900A1_contig47_len765 709.554 747 14 988
LC900A1_contig49_len739_circularized 1511.8 1782 49 2078
LC900A1_contig4_len720_circularized 2325.42 2569.5 48 4127
LC900A1_contig54_len859 3074.08 3494 21 4521
LC900A1_contig56_len834 606.137 635.5 11 850
LC900A1_contig57_len749_circularized 1887.51 2125 61 2980
LC900A1_contig58_len829 2528.67 2804 24 3333
LC900A1_contig59_len750_circularized 2711.55 3047 96 3957
LC900A1_contig5_len1492_circularized 2139.85 1851.5 59 5392
LC900A1_contig64_len976 803.197 907 1 1287
LC900A1_contig65_len1500_circularized 1680.51 1623 25 3338
LC900A1_contig68_len741_circularized 3251.18 3538 79 5382
LC900A1_contig69_len747_circularized 1853.06 1848 60 4247
LC900A1_contig6_len740_circularized 1592.15 1535 38 2646
LC900A1_contig70_len743_circularized 3815.67 4359 134 6130
LC900A1_contig75_len744_circularized 1999.89 2351 106 2757
LC900A1_contig76_len763 2102.61 2281 42 2869
LC900A1_contig77_len759_circularized 5059.34 5947 199 7226
LC900A1_contig79_len737_circularized 4140.15 4749 141 6210
LC900A1_contig7_len749_circularized 1152.87 1306 41 1694
LC900A1_contig80_len740_circularized 1630.66 1854.5 57 2367
LC900A1_contig81_len996 2541.61 2656.5 60 4203
LC900A1_contig82_len740_circularized 2569.26 2713 110 4934
LC900A1_contig85_len747_circularized 1601.36 1693 44 2897
LC900A1_contig87_len739_circularized 1560.35 1670 46 3244
LC900A1_contig88_len748_circularized 1293.41 1375.5 28 2541
LC900A1_contig8_len740_circularized 2908.6 3375 78 4005
LC900A1_contig90_len753_circularized 2033.66 2227 60 3841
LC900A1_contig91_len1578 1405.87 1203 30 5411
LC900A1_contig92_len808 2649.31 3031 18 3271
LC900A1_contig93_len740_circularized 1567.49 1619.5 59 3353
LC900A1_contig96_len739_circularized 3384.58 3915 102 4900
LC900A1_contig99_len758_circularized 3348.7 3820.5 104 4743
LC900A1_contig9_len438 820.21 943 18 1267
