CONTIG AVERAGE.DEPTH MEDIAN.DEPTH MIN.DEPTH MAX.DEPTH 
LC1409A1_contig101_len750_circularized 418.086 480 9 563
LC1409A1_contig102_len739_circularized 1694.76 1962 44 2263
LC1409A1_contig103_len737_circularized 173.676 194 3 270
LC1409A1_contig104_len750_circularized 93.1222 67 2 384
LC1409A1_contig105_len742_circularized 139.632 155 4 216
LC1409A1_contig106_len739_circularized 897.7 1055 30 1206
LC1409A1_contig108_len750_circularized 556.81 649.5 24 737
LC1409A1_contig109_len739_circularized 407.952 478 11 562
LC1409A1_contig10_len740_circularized 199.042 233 3 274
LC1409A1_contig110_len748_circularized 568.752 664 15 734
LC1409A1_contig111_len750_circularized 180.354 198.5 7 319
LC1409A1_contig112_len742_circularized 141.564 125 3 476
LC1409A1_contig113_len750_circularized 485.083 569 10 671
LC1409A1_contig114_len761_circularized 350.774 401 8 489
LC1409A1_contig115_len741_circularized 107.503 105 1 281
LC1409A1_contig116_len749_circularized 174.268 180 2 397
LC1409A1_contig117_len740_circularized 498.538 586 10 680
LC1409A1_contig118_len749_circularized 483.959 534 12 652
LC1409A1_contig119_len752_circularized 71.5277 79 2 107
LC1409A1_contig11_len750_circularized 1194.75 1394.5 36 1580
LC1409A1_contig121_len750_circularized 281.729 311 11 401
LC1409A1_contig122_len1527 717.514 341 3 1579
LC1409A1_contig123_len752_circularized 196.928 223 5 308
LC1409A1_contig125_len750_circularized 468.58 529.5 21 616
LC1409A1_contig126_len739_circularized 468.555 531 11 652
LC1409A1_contig127_len750_circularized 155.551 166 2 331
LC1409A1_contig12_len839 195.863 220 1 248
LC1409A1_contig130_len750_circularized 1263.52 1448 35 1684
LC1409A1_contig132_len738_circularized 1252.84 1516 33 1714
LC1409A1_contig134_len751_circularized 432.75 511 10 560
LC1409A1_contig135_len740_circularized 343.007 386 6 486
LC1409A1_contig136_len740_circularized 157.047 171 4 251
LC1409A1_contig137_len750_circularized 75.34 88 1 108
LC1409A1_contig138_len740_circularized 135.137 154 5 196
LC1409A1_contig139_len739_circularized 48.2205 50 2 92
LC1409A1_contig13_len1620 1175.62 608 10 2479
LC1409A1_contig14_len740_circularized 351.719 377 12 643
LC1409A1_contig17_len598 345.069 337 14 618
LC1409A1_contig20_len743_circularized 112.184 114 5 248
LC1409A1_contig21_len749_circularized 123.157 142 4 179
LC1409A1_contig28_len751_circularized 508.926 592 15 675
LC1409A1_contig29_len740_circularized 95.5562 95 3 233
LC1409A1_contig2_len740_circularized 175.831 155 2 574
LC1409A1_contig30_len754_circularized 158.102 156 2 409
LC1409A1_contig31_len437 508.817 536 24 936
LC1409A1_contig32_len1498_circularized 1561.75 1708.5 28 1936
LC1409A1_contig34_len739_circularized 2411.66 2796 79 3289
LC1409A1_contig35_len1496_circularized 1000.29 721.5 10 1758
LC1409A1_contig36_len734_circularized 218.145 247 9 364
LC1409A1_contig38_len752_circularized 307.621 359 8 445
LC1409A1_contig39_len750_circularized 1170.39 1395 44 1543
LC1409A1_contig3_len744_circularized 1835.24 2162 70 2475
LC1409A1_contig41_len758_circularized 1671.44 1988.5 57 2224
LC1409A1_contig43_len720_circularized 119.286 61 2 637
LC1409A1_contig46_len1108 660.811 925 6 1028
LC1409A1_contig47_len709_circularized 53.8079 54 0 146
LC1409A1_contig4_len750_circularized 828.114 950 30 1097
LC1409A1_contig50_len740_circularized 2008.57 2361.5 79 2632
LC1409A1_contig51_len709_circularized 96.6065 101 2 194
LC1409A1_contig53_len940 605.971 755.5 0 844
LC1409A1_contig54_len750_circularized 1259.5 1472 35 1628
LC1409A1_contig55_len741_circularized 345.205 412 6 446
LC1409A1_contig56_len742_circularized 737.765 840 13 993
LC1409A1_contig57_len742_circularized 275.017 327.5 7 371
LC1409A1_contig58_len741_circularized 226.912 262 5 310
LC1409A1_contig60_len738_circularized 203.723 236 4 297
LC1409A1_contig61_len751_circularized 64.8635 71 1 108
LC1409A1_contig62_len745_circularized 189.274 198 2 366
LC1409A1_contig63_len759_circularized 329.037 376 11 444
LC1409A1_contig65_len1595 507.736 274 1 1029
LC1409A1_contig68_len851 271.032 321 1 388
LC1409A1_contig69_len758_circularized 1128.65 1318 28 1482
LC1409A1_contig70_len913 91.3439 106 0 140
LC1409A1_contig71_len751_circularized 677.293 790 23 988
LC1409A1_contig72_len762_circularized 1348.34 1539.5 40 1751
LC1409A1_contig75_len749_circularized 178.039 197 5 262
LC1409A1_contig76_len749_circularized 100.082 98 2 260
LC1409A1_contig77_len738_circularized 74.5484 68 4 217
LC1409A1_contig78_len888 131.891 150 1 187
LC1409A1_contig79_len1004 92.5608 114 0 151
LC1409A1_contig7_len1144 1197.67 1613.5 0 2009
LC1409A1_contig81_len741_circularized 222.53 252 8 330
LC1409A1_contig82_len751_circularized 1214.16 1449 42 1664
LC1409A1_contig84_len752_circularized 230.328 267 8 326
LC1409A1_contig85_len749_circularized 388.335 444 10 544
LC1409A1_contig87_len760_circularized 292.393 319 7 526
LC1409A1_contig8_len853 524.597 616 1 680
LC1409A1_contig92_len740_circularized 85.9989 98 2 122
LC1409A1_contig93_len741_circularized 58.3704 67 0 86
LC1409A1_contig94_len739_circularized 81.9134 70 2 270
LC1409A1_contig95_len748_circularized 220.291 259.5 3 316
LC1409A1_contig96_len750_circularized 195.707 225 3 272
LC1409A1_contig97_len752_circularized 869.989 960 29 1196
LC1409A1_contig98_len752_circularized 544.552 605 12 724
LC1409A1_contig99_len750_circularized 1689.31 1981.5 41 2257
