CONTIG AVERAGE.DEPTH MEDIAN.DEPTH MIN.DEPTH MAX.DEPTH 
HR80A1_contig100_len760_circularized 614.273 673 20 891
HR80A1_contig101_len762_circularized 208.581 230 7 325
HR80A1_contig104_len742_circularized 32.4058 30 1 84
HR80A1_contig105_len742_circularized 652.404 732.5 19 975
HR80A1_contig107_len482 884.826 612.5 26 2072
HR80A1_contig108_len750_circularized 379.442 426 10 581
HR80A1_contig10_len751_circularized 778.58 853 33 1139
HR80A1_contig111_len740_circularized 450.382 511 15 632
HR80A1_contig114_len739_circularized 229.295 263 10 312
HR80A1_contig115_len748_circularized 99.3474 115 1 136
HR80A1_contig116_len876 209.264 217 12 324
HR80A1_contig117_len585 1743.42 2132 129 2534
HR80A1_contig119_len750_circularized 398.174 458 11 554
HR80A1_contig120_len750_circularized 62.2244 60 1 151
HR80A1_contig122_len749_circularized 1862.98 2109 42 2597
HR80A1_contig126_len758_circularized 129.036 131 3 251
HR80A1_contig128_len751_circularized 377.794 428 7 560
HR80A1_contig12_len751_circularized 1659.07 1892 70 2301
HR80A1_contig130_len754_circularized 532.136 600 19 782
HR80A1_contig131_len739_circularized 1478.49 1741 59 1987
HR80A1_contig135_len1592 717.11 501.5 7 1335
HR80A1_contig137_len749_circularized 312.498 352 8 450
HR80A1_contig138_len741_circularized 503.15 569 14 685
HR80A1_contig143_len741_circularized 1026.47 1205 36 1347
HR80A1_contig145_len846 682.755 785 1 916
HR80A1_contig146_len717_circularized 965.115 1137 30 1272
HR80A1_contig147_len885 179.653 196 0 253
HR80A1_contig148_len751_circularized 179.77 196 2 289
HR80A1_contig149_len743_circularized 186.705 215 5 275
HR80A1_contig14_len750_circularized 1174.07 1337.5 32 1648
HR80A1_contig150_len750_circularized 791.861 891.5 29 1112
HR80A1_contig151_len750_circularized 112.614 125 3 172
HR80A1_contig152_len751_circularized 345.953 380 10 537
HR80A1_contig153_len1493_circularized 929.475 807 24 1663
HR80A1_contig154_len752_circularized 56.5244 56 1 127
HR80A1_contig155_len751_circularized 106.816 109 4 200
HR80A1_contig15_len743_circularized 269.792 295 8 433
HR80A1_contig160_len1477_circularized 332.58 288 1 621
HR80A1_contig165_len719_circularized 532.527 612 10 719
HR80A1_contig166_len741_circularized 327.181 334 9 642
HR80A1_contig167_len750_circularized 135.079 129 8 296
HR80A1_contig168_len752_circularized 1677.64 1904 63 2286
HR80A1_contig171_len743_circularized 169.564 182 7 283
HR80A1_contig172_len741_circularized 371.62 323 8 959
HR80A1_contig173_len752_circularized 344.38 378.5 10 555
HR80A1_contig178_len751_circularized 519.628 584 16 713
HR80A1_contig179_len750_circularized 68.7567 78 2 105
HR80A1_contig17_len574 323.969 363 15 484
HR80A1_contig180_len738_circularized 645.602 729.5 12 927
HR80A1_contig181_len749_circularized 40.9232 31 1 118
HR80A1_contig182_len751_circularized 97.8346 112 0 142
HR80A1_contig183_len737_circularized 18.4059 18 0 39
HR80A1_contig184_len740_circularized 437.357 478 14 661
HR80A1_contig185_len740_circularized 643.21 715 24 1017
HR80A1_contig186_len748_circularized 210.401 240.5 5 288
HR80A1_contig187_len739_circularized 660.461 761 15 919
HR80A1_contig188_len738_circularized 615.048 727 17 820
HR80A1_contig190_len759_circularized 66.5941 73 1 103
HR80A1_contig191_len749_circularized 224.632 251 9 355
HR80A1_contig19_len835 781.966 900 2 1073
HR80A1_contig1_len739_circularized 306.108 305 4 646
HR80A1_contig20_len563 277.991 315 20 408
HR80A1_contig21_len740_circularized 82.782 95 0 118
HR80A1_contig22_len743_circularized 225.075 252 6 340
HR80A1_contig23_len740_circularized 512.716 574 21 726
HR80A1_contig28_len943 50.3171 53 0 106
HR80A1_contig29_len742_circularized 171.927 198 6 265
HR80A1_contig30_len741_circularized 160.804 168 2 318
HR80A1_contig32_len741_circularized 1811.95 2068 53 2398
HR80A1_contig33_len741_circularized 1433.32 1690 54 1884
HR80A1_contig35_len747_circularized 352.847 397 9 515
HR80A1_contig40_len750_circularized 98.0733 103 0 154
HR80A1_contig42_len909 222.706 248 1 331
HR80A1_contig43_len738_circularized 299.615 344.5 11 408
HR80A1_contig44_len926 404.485 490 1 597
HR80A1_contig47_len760_circularized 2608.95 3090 81 3363
HR80A1_contig49_len740_circularized 732.508 830 28 1010
HR80A1_contig4_len749_circularized 642.12 735 27 880
HR80A1_contig53_len739_circularized 1540.07 1725 58 2278
HR80A1_contig54_len1698 1179.91 650.5 1 2301
HR80A1_contig56_len1487_circularized 142.969 156 2 195
HR80A1_contig57_len750_circularized 359.724 395.5 11 604
HR80A1_contig58_len739_circularized 524.42 599 19 739
HR80A1_contig62_len750_circularized 886.869 976.5 29 1255
HR80A1_contig64_len750_circularized 824.342 917.5 13 1226
HR80A1_contig65_len749_circularized 585.454 657 20 810
HR80A1_contig68_len709_circularized 127.751 147 2 183
HR80A1_contig6_len737_circularized 252.828 280 11 341
HR80A1_contig70_len739_circularized 436.141 510 15 596
HR80A1_contig73_len742_circularized 111.172 86 1 326
HR80A1_contig74_len737_circularized 947.612 1126 30 1233
HR80A1_contig75_len740_circularized 137.51 138 6 273
HR80A1_contig77_len750_circularized 141.802 162 5 194
HR80A1_contig78_len739_circularized 250.369 286 8 354
HR80A1_contig79_len739_circularized 418.514 488 11 556
HR80A1_contig82_len757_circularized 117.839 137 3 172
HR80A1_contig83_len760_circularized 219.827 241 13 332
HR80A1_contig84_len761_circularized 242.001 258 6 393
HR80A1_contig86_len758_circularized 86.38 88 2 147
HR80A1_contig87_len741_circularized 659.278 784 14 864
HR80A1_contig88_len749_circularized 479.56 531 16 664
HR80A1_contig89_len741_circularized 1273.39 1431 33 1756
HR80A1_contig90_len750_circularized 150.13 173 5 224
HR80A1_contig91_len737_circularized 363.1 422 15 501
HR80A1_contig92_len673 1520.88 1833 116 2009
HR80A1_contig93_len817 66.5398 72 0 104
HR80A1_contig94_len748_circularized 1006.22 1106 32 1479
HR80A1_contig98_len748_circularized 1551.32 1772.5 58 2020
HR80A1_contig99_len751_circularized 309.954 352 6 463
HR80A1_contig9_len743_circularized 267.862 307 12 428
