CONTIG AVERAGE.DEPTH MEDIAN.DEPTH MIN.DEPTH MAX.DEPTH 
HB22A1_contig0_len748_circularized 1623.49 1900.5 54 2321
HB22A1_contig100_len743_circularized 1438.89 1493 41 3406
HB22A1_contig102_len739_circularized 1789.21 2140 62 2494
HB22A1_contig103_len747_circularized 2046.19 2339 73 3218
HB22A1_contig104_len751_circularized 743.527 518 15 3335
HB22A1_contig105_len773 2307.04 2537 30 3026
HB22A1_contig106_len742_circularized 3942.1 4471.5 106 6124
HB22A1_contig108_len751_circularized 5527.32 6345 196 7578
HB22A1_contig10_len741_circularized 4963.72 5401 155 8036
HB22A1_contig110_len740_circularized 3865.68 4517.5 155 5627
HB22A1_contig111_len738_circularized 4306.07 4931 139 6590
HB22A1_contig115_len750_circularized 4563.69 5328.5 156 6236
HB22A1_contig116_len822 2301.69 2587.5 21 2973
HB22A1_contig118_len749_circularized 1793.67 1860 62 3999
HB22A1_contig119_len748_circularized 6197.94 7249.5 266 8630
HB22A1_contig11_len816 1751.61 1917.5 18 2314
HB22A1_contig120_len747_circularized 670.223 488 12 2835
HB22A1_contig121_len751_circularized 828.275 846 24 1801
HB22A1_contig122_len750_circularized 2614.48 2892.5 94 4409
HB22A1_contig123_len751_circularized 2753.13 3293 85 3813
HB22A1_contig124_len748_circularized 1251.76 1342 33 2141
HB22A1_contig125_len748_circularized 1038.71 1220.5 27 1401
HB22A1_contig126_len749_circularized 3745.27 4353 140 5445
HB22A1_contig127_len750_circularized 1861.23 2105 48 2555
HB22A1_contig128_len740_circularized 3231.84 3762 106 4439
HB22A1_contig129_len756_circularized 1604.34 1805.5 58 2252
HB22A1_contig130_len717_circularized 2366.79 2773 66 3260
HB22A1_contig131_len740_circularized 196.358 217 6 324
HB22A1_contig13_len750_circularized 6282.97 7055.5 225 8805
HB22A1_contig14_len977 3252.51 3867 7 4692
HB22A1_contig15_len740_circularized 6972.73 8128 218 10141
HB22A1_contig16_len752_circularized 7070.3 8170 244 10007
HB22A1_contig17_len748_circularized 2119.44 2343 57 3474
HB22A1_contig19_len752_circularized 1850.49 2078 40 2850
HB22A1_contig1_len740_circularized 4279.77 5099.5 132 5850
HB22A1_contig20_len749_circularized 982.562 1146 21 1420
HB22A1_contig21_len816 5185.43 5697 78 6940
HB22A1_contig22_len744_circularized 1655.31 1945 69 2182
HB22A1_contig24_len739_circularized 450.547 487 16 658
HB22A1_contig27_len758_circularized 3560.01 4051 110 5428
HB22A1_contig29_len1481_circularized 2056.37 2560 9 4293
HB22A1_contig2_len739_circularized 306.537 125 4 1927
HB22A1_contig31_len738_circularized 470.258 288 9 2349
HB22A1_contig33_len742_circularized 1482.6 1723 52 2131
HB22A1_contig34_len1573 4037.93 4013 21 5799
HB22A1_contig38_len740_circularized 4698.28 5560 170 6246
