CONTIG AVERAGE.DEPTH MEDIAN.DEPTH MIN.DEPTH MAX.DEPTH 
LC272A1_contig0_len742_circularized 1354.95 1586 45 2042
LC272A1_contig100_len1498_circularized 1765.5 1666.5 46 3778
LC272A1_contig101_len741_circularized 1447.26 1684 47 2200
LC272A1_contig102_len739_circularized 2742.4 3234 92 3772
LC272A1_contig103_len1491_circularized 1684.15 1708 4 3655
LC272A1_contig105_len739_circularized 1865.76 2137 60 2850
LC272A1_contig106_len740_circularized 813.01 753.5 14 2312
LC272A1_contig107_len740_circularized 1870.24 1946.5 47 4039
LC272A1_contig110_len741_circularized 1810.07 2143 53 2547
LC272A1_contig111_len808 1283.22 1411 15 1633
LC272A1_contig112_len744_circularized 1503.78 1678.5 63 2451
LC272A1_contig114_len741_circularized 226.46 229 2 591
LC272A1_contig116_len751_circularized 1218.49 1414 29 1862
LC272A1_contig117_len915 1285.22 1456 18 2180
LC272A1_contig118_len739_circularized 1075.89 1211 42 1489
LC272A1_contig119_len739_circularized 772.84 909 23 1096
LC272A1_contig11_len798 5980.07 7106 0 8557
LC272A1_contig120_len709_circularized 996.325 1128 19 1682
LC272A1_contig121_len748_circularized 983.301 1119 44 1498
LC272A1_contig122_len739_circularized 2565.88 2955 102 3456
LC272A1_contig123_len720_circularized 1872.35 2206.5 51 2525
LC272A1_contig124_len758_circularized 2902.26 3361 108 4002
LC272A1_contig125_len752_circularized 3272.66 3826 87 4348
LC272A1_contig126_len740_circularized 616.062 723.5 20 859
LC272A1_contig12_len748_circularized 786.767 925.5 18 1084
LC272A1_contig13_len1029 1254.93 1520 1 2024
LC272A1_contig15_len747_circularized 1207.38 1418 39 1775
LC272A1_contig16_len749_circularized 621.215 729 16 817
LC272A1_contig18_len831 264.055 274 6 449
LC272A1_contig1_len750_circularized 3726.44 4411.5 103 5099
LC272A1_contig20_len740_circularized 757.601 886 26 1012
LC272A1_contig21_len738_circularized 794.099 922 31 1074
LC272A1_contig24_len751_circularized 1125.96 1292 43 1775
LC272A1_contig25_len739_circularized 1548.07 1818 48 2076
LC272A1_contig29_len1479_circularized 2220.33 1962 22 4004
LC272A1_contig2_len1480_circularized 1248.12 1342.5 15 2725
LC272A1_contig32_len740_circularized 1931.76 2188.5 57 2750
LC272A1_contig33_len748_circularized 1276.46 1418 40 1746
LC272A1_contig34_len738_circularized 3558.45 4131 126 4765
LC272A1_contig35_len749_circularized 1718.95 1902 48 3401
LC272A1_contig36_len982 1183.15 1315 6 1704
LC272A1_contig37_len750_circularized 1618.93 1848.5 51 2168
LC272A1_contig39_len1537 763.368 361 1 1632
LC272A1_contig3_len913 1437.52 1708 1 2007
LC272A1_contig42_len772 2865.66 3158 86 3967
LC272A1_contig48_len743_circularized 4437.44 5297 171 5880
LC272A1_contig49_len758_circularized 1111.91 993 33 3659
LC272A1_contig4_len749_circularized 722.137 842 23 983
LC272A1_contig50_len1485_circularized 2556.51 2708 35 3468
LC272A1_contig51_len736_circularized 1053.76 1087.5 27 2459
LC272A1_contig52_len747_circularized 773.827 846 23 1426
LC272A1_contig53_len737_circularized 1999.97 2303 69 2702
LC272A1_contig54_len750_circularized 2319.41 2674.5 65 3048
LC272A1_contig56_len752_circularized 1997.56 2229 63 3370
LC272A1_contig57_len758_circularized 2005.98 2276.5 70 2809
LC272A1_contig58_len752_circularized 1922.43 2183 76 2681
LC272A1_contig5_len749_circularized 3598.14 4164 110 4889
LC272A1_contig62_len1487_circularized 2659.71 2614 72 3944
LC272A1_contig63_len750_circularized 1984.75 2253.5 77 3029
LC272A1_contig64_len751_circularized 992.444 1175 30 1405
LC272A1_contig65_len751_circularized 1716.9 1990 53 2540
LC272A1_contig66_len475 1982.52 2262 28 2824
LC272A1_contig67_len740_circularized 2010.51 2197 66 3349
LC272A1_contig68_len896 1698.6 2032 6 2339
LC272A1_contig69_len750_circularized 1134.75 1276.5 58 1707
LC272A1_contig6_len1561 3563.82 3117 37 5269
LC272A1_contig70_len857 1608.66 1782 10 2081
LC272A1_contig72_len751_circularized 2279.56 2581 83 2995
LC272A1_contig76_len738_circularized 3870.11 4533.5 125 5449
LC272A1_contig77_len751_circularized 964.627 948 24 2496
LC272A1_contig78_len750_circularized 3962.67 4772.5 112 5287
LC272A1_contig79_len741_circularized 1430.91 1666 42 1966
LC272A1_contig7_len734_circularized 91.0181 103 2 143
LC272A1_contig82_len751_circularized 1352.39 1569 36 1899
LC272A1_contig84_len825 4034.63 4722 8 5612
LC272A1_contig86_len740_circularized 1839.11 2152 50 2492
LC272A1_contig87_len489 961.779 1092 36 1309
LC272A1_contig88_len740_circularized 5947.92 6916.5 192 7983
LC272A1_contig89_len750_circularized 2734.77 3138.5 91 3706
LC272A1_contig90_len749_circularized 1895.98 2185 69 2913
LC272A1_contig91_len748_circularized 649.314 740.5 25 907
LC272A1_contig92_len742_circularized 3424.79 3900 122 4596
LC272A1_contig94_len758_circularized 445.247 480 12 812
LC272A1_contig95_len754_circularized 3493.42 3971.5 126 4838
LC272A1_contig98_len738_circularized 1316.74 1502 39 2024
LC272A1_contig99_len1501_circularized 1821.48 1505 39 3596
LC272A1_contig9_len746_circularized 3199.9 3745 115 4493
