CONTIG AVERAGE.DEPTH MEDIAN.DEPTH MIN.DEPTH MAX.DEPTH 
LH925A1_contig0_len1569 2007.05 2125 2 4164
LH925A1_contig10_len816 1162.79 1263.5 7 1545
LH925A1_contig11_len738_circularized 1250.32 1510 29 1759
LH925A1_contig12_len740_circularized 1522.65 1793 56 2148
LH925A1_contig13_len919 1337.18 1549 1 2053
LH925A1_contig14_len758_circularized 347.602 381.5 13 545
LH925A1_contig16_len740_circularized 2135.09 2369.5 71 3132
LH925A1_contig17_len739_circularized 711.106 821 23 992
LH925A1_contig19_len1587 6047.41 5181 6 10494
LH925A1_contig1_len741_circularized 1580.05 1854 46 2214
LH925A1_contig20_len1003 556.17 686 0 941
LH925A1_contig21_len743_circularized 1510.97 1678 58 3044
LH925A1_contig22_len867 3781.71 4399 1 5058
LH925A1_contig23_len831 875.059 880 7 1523
LH925A1_contig24_len738_circularized 695.054 753.5 22 1224
LH925A1_contig26_len739_circularized 1025.41 1191 46 1624
LH925A1_contig27_len734_circularized 180.877 198 8 375
LH925A1_contig28_len747_circularized 107.767 95 0 354
LH925A1_contig29_len752_circularized 1175.3 1342.5 59 1564
LH925A1_contig2_len1025 348.309 418 1 530
LH925A1_contig30_len740_circularized 508.719 585 18 860
LH925A1_contig31_len739_circularized 751.033 804 31 1032
LH925A1_contig32_len740_circularized 704.657 795 23 1091
LH925A1_contig33_len749_circularized 1386.37 1515 43 2245
LH925A1_contig34_len739_circularized 1343.48 1500 45 2469
LH925A1_contig36_len820 556.72 615.5 5 792
LH925A1_contig37_len750_circularized 2929.95 3418.5 75 3990
LH925A1_contig38_len751_circularized 1905.58 2110 36 3583
LH925A1_contig39_len1578 908.921 748 27 1568
LH925A1_contig3_len744_circularized 3059.2 3539.5 101 4272
LH925A1_contig40_len763 3545.45 3791 153 4529
LH925A1_contig42_len742_circularized 948.817 1091.5 34 1298
LH925A1_contig43_len1501_circularized 2679.77 1981 93 6421
LH925A1_contig44_len751_circularized 916.12 1056 24 1500
LH925A1_contig47_len752_circularized 348.468 351 6 634
LH925A1_contig48_len749_circularized 3440.79 3958 85 5087
LH925A1_contig49_len745_circularized 478.426 490 10 1105
LH925A1_contig52_len717_circularized 2156.79 2463 61 3137
LH925A1_contig53_len987 637.979 603 5 1845
LH925A1_contig57_len794 128.368 78 2 589
LH925A1_contig59_len748_circularized 3278.37 3857.5 112 4600
LH925A1_contig60_len750_circularized 2142.02 2436.5 55 3336
LH925A1_contig61_len973 698.769 855 6 1077
LH925A1_contig65_len856 336.65 291 22 737
LH925A1_contig66_len741_circularized 2366.48 2734 38 3248
LH925A1_contig67_len749_circularized 2136.52 2303 127 2940
LH925A1_contig68_len794 3082.93 4128.5 1 5130
LH925A1_contig69_len1489_circularized 2586.23 3003 15 4713
LH925A1_contig6_len740_circularized 932.271 962 22 2164
LH925A1_contig71_len750_circularized 440.427 493 19 633
LH925A1_contig72_len749_circularized 2966.31 3560 89 4336
LH925A1_contig73_len925 3001.36 3391 3 4266
LH925A1_contig74_len700 1446.32 1624 72 1863
LH925A1_contig75_len953 531.858 639 0 748
LH925A1_contig77_len1487_circularized 1113.47 516 2 3031
LH925A1_contig79_len747_circularized 759.982 889 21 1060
LH925A1_contig80_len738_circularized 130.425 151 2 190
LH925A1_contig81_len745_circularized 1966.85 2266 53 2735
LH925A1_contig82_len739_circularized 3040.06 3553 84 4169
LH925A1_contig83_len758_circularized 2174.19 2390.5 71 3335
LH925A1_contig84_len741_circularized 763.343 859 22 1282
LH925A1_contig85_len751_circularized 1142.81 1275 48 1779
LH925A1_contig86_len742_circularized 1140.56 1309 34 1591
LH925A1_contig87_len740_circularized 2621 3136 78 3810
LH925A1_contig88_len748_circularized 104.383 114 3 156
LH925A1_contig89_len740_circularized 742.494 809 25 1111
LH925A1_contig8_len407 3306.05 3804 19 5207
LH925A1_contig90_len737_circularized 1155.2 1344 42 1651
LH925A1_contig91_len741_circularized 219.612 254 15 310
LH925A1_contig92_len737_circularized 318.334 374 10 462
LH925A1_contig93_len751_circularized 1463.48 1690 39 2077
LH925A1_contig9_len873 348.83 380 2 480
