CONTIG AVERAGE.DEPTH MEDIAN.DEPTH MIN.DEPTH MAX.DEPTH 
PER005A1_contig101_len1444 740.752 345.5 14 1487
PER005A1_contig106_len906 1441.53 1727 1 2101
PER005A1_contig107_len1480_circularized 416.166 302.5 15 844
PER005A1_contig108_len1168 505.446 548.5 0 994
PER005A1_contig111_len743_circularized 427.58 452 13 842
PER005A1_contig114_len740_circularized 603.99 718.5 12 821
PER005A1_contig115_len742_circularized 673.617 760 23 906
PER005A1_contig116_len750_circularized 241.819 266 4 446
PER005A1_contig117_len743_circularized 523.987 598 24 728
PER005A1_contig118_len873 52.9771 46 2 132
PER005A1_contig11_len742_circularized 1444.35 1652 51 2134
PER005A1_contig122_len741_circularized 481.189 474 6 1226
PER005A1_contig123_len749_circularized 109.727 101 0 329
PER005A1_contig125_len740_circularized 544.236 616 18 772
PER005A1_contig127_len984 589.024 756 4 869
PER005A1_contig128_len741_circularized 172.843 190 7 271
PER005A1_contig131_len1484_circularized 406.846 437.5 4 812
PER005A1_contig132_len749_circularized 148.959 143 2 432
PER005A1_contig134_len1060 678.086 731 0 1228
PER005A1_contig135_len741_circularized 128.863 130 3 280
PER005A1_contig137_len750_circularized 515.253 604.5 16 696
PER005A1_contig139_len760_circularized 1199.95 1452 40 1574
PER005A1_contig140_len760_circularized 565.34 614.5 21 838
PER005A1_contig141_len751_circularized 178.879 160 3 606
PER005A1_contig142_len741_circularized 476.653 546 19 679
PER005A1_contig143_len752_circularized 455.742 545.5 12 609
PER005A1_contig144_len740_circularized 986.19 1155.5 35 1326
PER005A1_contig149_len752_circularized 689.728 824.5 26 896
PER005A1_contig14_len750_circularized 296.701 346 11 424
PER005A1_contig150_len752_circularized 80.0477 56 1 344
PER005A1_contig155_len750_circularized 172.236 184 4 338
PER005A1_contig156_len742_circularized 1361.85 1640 35 1824
PER005A1_contig157_len524 460.603 523 18 626
PER005A1_contig158_len751_circularized 598.798 705 18 815
PER005A1_contig161_len1502 178.465 142 7 297
PER005A1_contig164_len745_circularized 752.726 866 11 995
PER005A1_contig171_len739_circularized 249.435 277 4 403
PER005A1_contig173_len751_circularized 496.963 571 12 762
PER005A1_contig174_len742_circularized 470.574 522.5 12 692
PER005A1_contig178_len749_circularized 479.13 590 15 679
PER005A1_contig179_len893 1456.07 1891 0 2057
PER005A1_contig17_len719_circularized 331.902 375 5 470
PER005A1_contig180_len1574 1072.5 288.5 3 2503
PER005A1_contig181_len761_circularized 287.134 302 5 626
PER005A1_contig185_len750_circularized 65.0689 37 1 277
PER005A1_contig186_len766 2318.95 1997 5 5434
PER005A1_contig188_len753_circularized 1851.54 2172 52 2479
PER005A1_contig189_len739_circularized 373.345 298 3 1077
