CONTIG AVERAGE.DEPTH MEDIAN.DEPTH MIN.DEPTH MAX.DEPTH 
PER201A1_contig0_len738_circularized 880.135 1039 26 1148
PER201A1_contig101_len841 1021.27 1142 9 1312
PER201A1_contig102_len740_circularized 1731.78 2039 47 2273
PER201A1_contig103_len932 699.546 852 1 985
PER201A1_contig105_len751_circularized 1414.77 1649 46 1896
PER201A1_contig106_len750_circularized 502.81 590 15 709
PER201A1_contig108_len739_circularized 245.71 205 4 858
PER201A1_contig109_len1490_circularized 4013.26 4392 50 5252
PER201A1_contig10_len752 1350.19 1564.5 19 1691
PER201A1_contig110_len1488_circularized 2021.78 718 1 4769
PER201A1_contig111_len752_circularized 106.6 96 0 357
PER201A1_contig114_len929 251.569 249 3 576
PER201A1_contig115_len752_circularized 433.793 504 11 662
PER201A1_contig116_len751_circularized 2056.61 2487 60 2769
PER201A1_contig117_len741_circularized 475.805 499 21 1089
PER201A1_contig118_len741_circularized 469.395 517 16 735
PER201A1_contig119_len743_circularized 1301.84 1559 30 1750
PER201A1_contig120_len1559 3033.98 3028 32 4133
PER201A1_contig121_len748_circularized 3340.77 3936.5 101 4593
PER201A1_contig122_len741_circularized 1522.42 1761 42 2042
PER201A1_contig123_len750_circularized 417.251 482 11 573
PER201A1_contig126_len741_circularized 2008.81 2408 50 2775
PER201A1_contig128_len749_circularized 641.62 745 19 1061
PER201A1_contig129_len740_circularized 379.626 358 13 1075
PER201A1_contig12_len741_circularized 3465.77 4035 104 4505
PER201A1_contig130_len749_circularized 1180.33 1397 34 1591
PER201A1_contig131_len750_circularized 3302.21 3948.5 85 4423
PER201A1_contig132_len861 1439.35 1675 4 1940
PER201A1_contig133_len751_circularized 310.353 355 11 468
PER201A1_contig134_len750_circularized 1010.35 1200 28 1322
PER201A1_contig135_len752_circularized 704.449 819 19 931
PER201A1_contig136_len741_circularized 308.532 291 5 884
PER201A1_contig138_len750_circularized 1550.14 1772 47 2090
PER201A1_contig13_len1529 984.177 739 7 1553
PER201A1_contig141_len750_circularized 846.542 968 25 1126
PER201A1_contig142_len1623 642.138 425 6 1213
PER201A1_contig143_len751_circularized 425.188 465 11 606
PER201A1_contig145_len740_circularized 921.466 1104 32 1224
PER201A1_contig146_len741_circularized 1473.7 1745 36 1944
PER201A1_contig147_len739_circularized 58.5568 35 1 292
PER201A1_contig150_len749_circularized 1008.93 1141 23 1765
PER201A1_contig153_len758_circularized 288.533 295 6 647
PER201A1_contig155_len760_circularized 1013.95 1141.5 23 1658
PER201A1_contig156_len751_circularized 782.085 892 22 1219
PER201A1_contig157_len738_circularized 509.215 576 19 858
PER201A1_contig158_len1506_circularized 572.046 679 3 1064
PER201A1_contig15_len1496_circularized 1240.09 763 5 2759
PER201A1_contig160_len740_circularized 536.238 627 14 713
PER201A1_contig161_len1483_circularized 1023.94 769 37 2229
PER201A1_contig162_len748_circularized 1236.22 1444 52 1827
PER201A1_contig163_len740_circularized 1323.18 1578.5 38 1833
PER201A1_contig164_len739_circularized 1310.07 1538 43 1987
PER201A1_contig166_len739_circularized 404.848 461 16 637
PER201A1_contig168_len749_circularized 1118.15 1361 38 1461
PER201A1_contig169_len750_circularized 365.758 172 3 1224
PER201A1_contig16_len740_circularized 224.691 249 8 404
PER201A1_contig170_len752_circularized 1838.25 2160.5 46 2524
PER201A1_contig171_len468 597.16 734 13 797
PER201A1_contig172_len749_circularized 541.675 606 21 970
PER201A1_contig173_len750_circularized 3765.28 4625.5 122 5249
PER201A1_contig174_len750_circularized 253.01 285 9 419
PER201A1_contig175_len749_circularized 1401.41 1631 44 1881
PER201A1_contig176_len750_circularized 545.184 616 9 889
PER201A1_contig178_len719_circularized 1121.52 1234 35 2069
PER201A1_contig17_len743_circularized 725.206 821 14 974
PER201A1_contig180_len740_circularized 2846.56 3353.5 80 3838
PER201A1_contig181_len750_circularized 5450.54 6399.5 180 7135
PER201A1_contig183_len760_circularized 84.6857 53 0 404
PER201A1_contig185_len750_circularized 938.264 1104 26 1228
PER201A1_contig186_len750_circularized 2038.42 2225.5 64 2770
PER201A1_contig187_len742_circularized 1286.11 1526 30 1674
PER201A1_contig189_len742_circularized 2777.78 3212.5 76 3836
PER201A1_contig190_len863 2954.92 3443 13 3862
PER201A1_contig191_len748_circularized 1019.56 1160 22 1397
PER201A1_contig192_len1528 2043.18 1368 0 4023
PER201A1_contig193_len1139 1398.57 1997 0 2326
PER201A1_contig194_len740_circularized 280.276 310 7 547
PER201A1_contig195_len751_circularized 1131.09 1339 33 1476
PER201A1_contig196_len739_circularized 590.782 697 21 799
PER201A1_contig197_len760_circularized 1963.15 2296 69 2710
PER201A1_contig199_len750_circularized 206.646 213 5 442
PER201A1_contig19_len741_circularized 409.175 462 12 586
PER201A1_contig1_len740_circularized 2562.7 2986 78 3425
PER201A1_contig200_len740_circularized 1364.44 1601 51 1818
PER201A1_contig201_len2221_circularized 1309.61 1207 16 2453
PER201A1_contig202_len930 324.173 303 7 624
PER201A1_contig203_len749_circularized 127.132 99 0 524
PER201A1_contig204_len1790 234.272 188 1 453
PER201A1_contig206_len740_circularized 641.174 725 25 1079
PER201A1_contig207_len740_circularized 1008.91 1182 31 1381
PER201A1_contig208_len740_circularized 272.644 287 7 547
PER201A1_contig209_len844 436.831 506 1 632
PER201A1_contig20_len737_circularized 1022.36 1224 35 1417
PER201A1_contig212_len750_circularized 1584.61 1917 52 2096
PER201A1_contig213_len1749 524.763 555 6 880
PER201A1_contig215_len749_circularized 630.365 748 22 860
PER201A1_contig216_len751 1812.02 2093 16 2201
PER201A1_contig217_len741_circularized 345.657 401 8 464
