CONTIG AVERAGE.DEPTH MEDIAN.DEPTH MIN.DEPTH MAX.DEPTH 
LC436A1_contig0_len751_circularized 1086.41 1094 28 2835
LC436A1_contig101_len751_circularized 755.222 815 22 1333
LC436A1_contig103_len740_circularized 391.87 438.5 9 587
LC436A1_contig106_len758_circularized 464.184 519 17 692
LC436A1_contig107_len826 2372.62 2643.5 4 3265
LC436A1_contig108_len746_circularized 785.038 866 23 1445
LC436A1_contig109_len739_circularized 349.144 371 5 665
LC436A1_contig10_len830 2331.28 2588 13 2945
LC436A1_contig110_len748_circularized 2862.52 3139.5 88 4127
LC436A1_contig112_len750_circularized 1644.09 1929 59 2182
LC436A1_contig113_len1498_circularized 1063.54 917.5 7 1907
LC436A1_contig114_len832 1895.27 2062.5 6 2577
LC436A1_contig119_len1211 1459.86 1716 40 2278
LC436A1_contig120_len844 2500.43 2860.5 30 3260
LC436A1_contig121_len1476_circularized 2041.16 2534.5 15 3594
LC436A1_contig122_len739_circularized 978.173 1093 26 1337
LC436A1_contig123_len1550 1508.49 979 2 2774
LC436A1_contig126_len749_circularized 1753.72 2042 50 2568
LC436A1_contig128_len835 759.207 810 12 1282
LC436A1_contig132_len744_circularized 1355.63 1537.5 36 2180
LC436A1_contig133_len819 1697.36 1938 15 2241
LC436A1_contig134_len740_circularized 771.611 882 22 1077
LC436A1_contig135_len739_circularized 963.237 1095 36 1395
LC436A1_contig136_len749_circularized 1472.21 1698 35 2106
LC436A1_contig137_len758_circularized 477.274 551 19 708
LC436A1_contig138_len741_circularized 354.121 418 14 514
LC436A1_contig139_len752_circularized 1335.48 1599 36 1778
LC436A1_contig13_len741_circularized 2493.11 2916 64 3291
LC436A1_contig14_len734_circularized 5399.19 6396 164 7026
LC436A1_contig15_len743_circularized 2203.39 2639 80 3046
LC436A1_contig16_len749_circularized 654.794 673 19 1634
LC436A1_contig18_len747 245.578 266 5 327
LC436A1_contig1_len739_circularized 1464.53 1715 47 1969
LC436A1_contig21_len1576 2642.81 1773 4 4533
LC436A1_contig22_len709_circularized 1228.65 1445 30 1703
LC436A1_contig23_len748_circularized 571.42 657 23 778
LC436A1_contig28_len739_circularized 1260.15 1501 47 1731
LC436A1_contig32_len819 772.845 807 8 1123
LC436A1_contig33_len742_circularized 1085.4 1264.5 26 1426
LC436A1_contig34_len751_circularized 995.057 1126 42 1520
LC436A1_contig35_len491 1304.51 1428 46 1865
LC436A1_contig36_len946 649.633 792 3 927
LC436A1_contig3_len750_circularized 2935 3411 87 3944
LC436A1_contig41_len751_circularized 329.859 342 8 735
LC436A1_contig42_len1582 2528.27 2296 1 3753
LC436A1_contig44_len758_circularized 1223.04 1442 38 1695
LC436A1_contig45_len748_circularized 943.493 1054.5 21 1299
LC436A1_contig46_len740_circularized 545.929 641 16 791
LC436A1_contig48_len749_circularized 1331.98 1517 45 1896
LC436A1_contig49_len749_circularized 1692.88 1902 72 2311
LC436A1_contig4_len750_circularized 1535.69 1846 31 2178
LC436A1_contig50_len750_circularized 1489.46 1657 55 2118
LC436A1_contig51_len740_circularized 890.854 890 23 2150
LC436A1_contig52_len751_circularized 284.573 305 3 573
LC436A1_contig53_len740_circularized 1391.02 1585.5 55 2010
LC436A1_contig54_len738_circularized 1977.43 2281.5 67 3012
LC436A1_contig55_len747_circularized 1941.6 2241 57 3105
LC436A1_contig56_len1927 817.872 677 11 2576
LC436A1_contig59_len748_circularized 365.433 372.5 14 907
LC436A1_contig5_len747_circularized 629.177 692 7 974
LC436A1_contig60_len740_circularized 735.381 785.5 28 1404
LC436A1_contig66_len738_circularized 1579.41 1839.5 40 2174
LC436A1_contig67_len903 314.239 338 1 595
LC436A1_contig68_len741_circularized 2318.81 2699 72 3045
LC436A1_contig69_len752_circularized 2314.4 2539 97 3657
LC436A1_contig6_len843 920.401 958 8 1651
LC436A1_contig70_len738_circularized 3215.59 3799 144 4368
LC436A1_contig71_len751_circularized 1956.12 2227 48 2902
LC436A1_contig72_len707 2930.79 3342 134 3999
LC436A1_contig73_len738_circularized 1376.36 1617.5 31 1821
LC436A1_contig75_len738_circularized 963.97 894 22 2809
LC436A1_contig76_len1500_circularized 1362.9 974 32 2737
LC436A1_contig77_len740_circularized 1066.01 1232 33 1531
LC436A1_contig78_len1501_circularized 1450.19 1373 13 3282
LC436A1_contig7_len739_circularized 201.557 232 5 282
LC436A1_contig81_len739_circularized 1044.11 1144 30 1599
LC436A1_contig83_len857 1284.32 1395 5 1683
LC436A1_contig84_len741_circularized 434.92 503 10 652
LC436A1_contig86_len861 662.375 732 2 925
LC436A1_contig8_len831 1500.12 1678 4 2013
LC436A1_contig91_len1602 724.727 248 29 1567
LC436A1_contig93_len1482_circularized 1625.58 1653 14 3087
LC436A1_contig95_len740_circularized 384.265 451.5 8 548
LC436A1_contig96_len740_circularized 1504.85 1759.5 59 2031
LC436A1_contig97_len750_circularized 2267.23 2770 51 3126
