CONTIG AVERAGE.DEPTH MEDIAN.DEPTH MIN.DEPTH MAX.DEPTH 
LC2877A1_contig0_len739_circularized 1669.74 1964 47 2186
LC2877A1_contig101_len749_circularized 129.437 133 2 271
LC2877A1_contig104_len740_circularized 1341.02 1544 50 1825
LC2877A1_contig105_len742_circularized 117.95 127.5 3 190
LC2877A1_contig108_len849 4303.43 5016 3 5534
LC2877A1_contig109_len741_circularized 540.456 622 19 754
LC2877A1_contig10_len751_circularized 257.678 273 11 462
LC2877A1_contig111_len1471_circularized 340.607 368 4 520
LC2877A1_contig112_len709_circularized 2467.44 2934 95 3184
LC2877A1_contig113_len758_circularized 179.839 197 6 298
LC2877A1_contig115_len742_circularized 1679.03 1920.5 38 2319
LC2877A1_contig116_len717_circularized 80.8743 74 0 199
LC2877A1_contig117_len885 1152.99 1309 0 1547
LC2877A1_contig119_len1476_circularized 753.833 602.5 21 1436
LC2877A1_contig11_len762_circularized 748.789 851 21 1052
LC2877A1_contig120_len751_circularized 97.3507 88 2 250
LC2877A1_contig121_len1603 589.362 622 3 800
LC2877A1_contig126_len751_circularized 369.751 436 7 491
LC2877A1_contig127_len738_circularized 1186.25 1400.5 33 1575
LC2877A1_contig129_len749_circularized 486.98 519 9 798
LC2877A1_contig12_len751_circularized 1491.83 1764 32 1985
LC2877A1_contig130_len750_circularized 74.0611 85 1 109
LC2877A1_contig131_len751_circularized 479.046 523 10 766
LC2877A1_contig132_len749_circularized 90.9655 100 3 151
LC2877A1_contig135_len750_circularized 1844.79 2108 68 2401
LC2877A1_contig13_len1565 501.882 269 3 1197
LC2877A1_contig142_len748_circularized 17.9109 15 0 45
LC2877A1_contig146_len750_circularized 728.486 817.5 19 1051
LC2877A1_contig147_len737_circularized 82.9673 95 3 111
LC2877A1_contig148_len741_circularized 253.13 281 10 363
LC2877A1_contig149_len737_circularized 163.885 185 5 248
LC2877A1_contig14_len740_circularized 145.033 161 5 201
LC2877A1_contig150_len740_circularized 713.861 690.5 17 1519
LC2877A1_contig151_len750_circularized 316.75 364.5 10 448
LC2877A1_contig152_len739_circularized 201.399 241 7 289
LC2877A1_contig153_len759_circularized 183.166 208 6 250
LC2877A1_contig154_len738_circularized 201.056 227 9 280
LC2877A1_contig155_len757_circularized 56.57 62 2 92
LC2877A1_contig156_len739_circularized 211.89 248 11 290
LC2877A1_contig157_len739_circularized 207.468 246 7 272
LC2877A1_contig158_len760_circularized 467.353 516 17 697
LC2877A1_contig16_len752_circularized 447.621 467.5 9 847
LC2877A1_contig17_len750_circularized 1249.5 1410 31 1699
LC2877A1_contig19_len742_circularized 244.355 270.5 4 378
LC2877A1_contig1_len749_circularized 423.416 452 11 702
LC2877A1_contig20_len749_circularized 512.938 561 18 751
LC2877A1_contig21_len751_circularized 1825.3 2112 60 2425
LC2877A1_contig24_len751_circularized 454.574 519 15 674
LC2877A1_contig25_len751_circularized 328.16 369 9 475
LC2877A1_contig2_len752_circularized 830.382 946 26 1122
LC2877A1_contig31_len739_circularized 317.704 359 10 434
LC2877A1_contig33_len750_circularized 151.913 167 7 252
LC2877A1_contig35_len740_circularized 449.049 507 9 606
LC2877A1_contig37_len741_circularized 488.433 556 9 676
LC2877A1_contig3_len744_circularized 591.031 689.5 24 814
LC2877A1_contig40_len742_circularized 245.889 267 7 394
LC2877A1_contig42_len739_circularized 342.448 380 10 525
LC2877A1_contig43_len981 393.864 245 23 1408
LC2877A1_contig45_len742_circularized 532.594 621 14 704
LC2877A1_contig49_len752_circularized 1428.27 1554 35 2140
LC2877A1_contig4_len743_circularized 159.363 178 3 250
LC2877A1_contig50_len749_circularized 1465.14 1665 58 1972
LC2877A1_contig52_len812 106.321 121 0 154
LC2877A1_contig54_len742_circularized 1002.07 1153 38 1374
LC2877A1_contig58_len740_circularized 275.096 317 3 373
LC2877A1_contig59_len751_circularized 191.886 207 10 277
LC2877A1_contig5_len757 12.6407 13 0 24
LC2877A1_contig60_len758_circularized 69.6894 42.5 1 246
LC2877A1_contig61_len740_circularized 229.101 256 11 319
LC2877A1_contig66_len740_circularized 161.44 181.5 4 238
LC2877A1_contig67_len750_circularized 188.043 212 2 272
LC2877A1_contig68_len754_circularized 3896.58 4484 131 5260
LC2877A1_contig69_len745_circularized 2263.84 2512 75 3341
LC2877A1_contig6_len748_circularized 349.807 398 8 480
LC2877A1_contig70_len709_circularized 908.102 1062 30 1255
LC2877A1_contig71_len749_circularized 522.928 577 13 771
LC2877A1_contig75_len740_circularized 226.745 242 9 393
LC2877A1_contig77_len897 309.244 392 4 439
LC2877A1_contig78_len740_circularized 247.366 211.5 3 651
LC2877A1_contig86_len752_circularized 411.081 448 10 622
LC2877A1_contig87_len748_circularized 502.166 545 13 734
LC2877A1_contig89_len740_circularized 166.197 196 3 232
LC2877A1_contig8_len750_circularized 431.76 483 18 609
LC2877A1_contig90_len739_circularized 30.8065 13 0 137
LC2877A1_contig91_len745_circularized 62.3553 47 1 179
LC2877A1_contig92_len743_circularized 98.9888 113 4 143
LC2877A1_contig93_len741_circularized 200.719 211 7 336
LC2877A1_contig94_len722 1371.29 1542.5 76 1957
LC2877A1_contig95_len747_circularized 67.7035 73 2 110
LC2877A1_contig96_len751_circularized 48.1809 51 3 76
LC2877A1_contig97_len743 237.116 260 17 336
LC2877A1_contig98_len749_circularized 348.96 395 12 537
