CONTIG AVERAGE.DEPTH MEDIAN.DEPTH MIN.DEPTH MAX.DEPTH 
PER010A1_contig0_len741_circularized 159.32 165 3 313
PER010A1_contig104_len751_circularized 137.741 149 3 237
PER010A1_contig107_len903 70.0432 78 1 104
PER010A1_contig111_len666 84.7372 94 2 113
PER010A1_contig113_len505 33.8297 38 1 47
PER010A1_contig115_len490 30.8571 26 2 81
PER010A1_contig118_len760_circularized 787.762 854 21 1122
PER010A1_contig11_len745_circularized 208.771 236 6 297
PER010A1_contig124_len982 178.959 220 3 284
PER010A1_contig12_len440 228.973 261 4 342
PER010A1_contig132_len762_circularized 311.386 342 9 570
PER010A1_contig137_len470 105.181 110 3 178
PER010A1_contig13_len751_circularized 311.391 348 15 424
PER010A1_contig141_len757 138.914 157 0 186
PER010A1_contig142_len739_circularized 319.496 353 10 443
PER010A1_contig143_len743_circularized 209.036 245 5 315
PER010A1_contig144_len414 301.133 377 4 442
PER010A1_contig146_len740_circularized 465.535 525 17 660
PER010A1_contig148_len762 74.626 78 3 108
PER010A1_contig149_len583 353.369 419 10 458
PER010A1_contig14_len750_circularized 135.14 93 2 514
PER010A1_contig154_len434 126.382 92 2 338
PER010A1_contig156_len759 362.83 411 3 484
PER010A1_contig157_len445 174.989 184 12 284
PER010A1_contig158_len740_circularized 154.626 161.5 0 319
PER010A1_contig159_len742_circularized 541.445 631 12 821
PER010A1_contig168_len750_circularized 61.9978 64 2 117
PER010A1_contig170_len749_circularized 147.194 175 2 201
PER010A1_contig176_len761_circularized 228.947 252 4 330
PER010A1_contig177_len758_circularized 82.3238 78 0 225
PER010A1_contig178_len435 295.439 274 2 637
PER010A1_contig17_len749_circularized 64.2836 55 1 201
PER010A1_contig181_len750_circularized 66.4878 69 0 136
PER010A1_contig183_len945 717.029 897 0 1072
PER010A1_contig184_len741_circularized 526.603 616 17 753
PER010A1_contig187_len749_circularized 216.525 246 13 316
PER010A1_contig188_len444 217.993 223.5 2 389
PER010A1_contig18_len750_circularized 410.162 462 9 567
PER010A1_contig190_len738_circularized 92.2444 91 3 230
PER010A1_contig192_len1506 187.705 178 6 298
PER010A1_contig194_len824 376.394 436 1 524
PER010A1_contig196_len739_circularized 345.04 382 11 513
PER010A1_contig198_len752_circularized 185.692 209 4 280
PER010A1_contig199_len1123 433.876 465 23 548
PER010A1_contig200_len740_circularized 231.763 256 6 397
PER010A1_contig201_len750_circularized 204.744 232 2 292
PER010A1_contig202_len742_circularized 252.768 279 9 442
PER010A1_contig206_len760_circularized 294.788 341 9 419
PER010A1_contig207_len750_circularized 30.8289 22 1 137
PER010A1_contig20_len1503_circularized 322.854 331 2 594
PER010A1_contig211_len945 143.546 156 0 210
PER010A1_contig213_len750_circularized 176.189 194 6 257
PER010A1_contig214_len1150 358.52 226 2 1233
PER010A1_contig216_len458 416.29 520.5 6 607
PER010A1_contig217_len741_circularized 147.49 153 4 247
PER010A1_contig21_len483 424.331 490 4 607
PER010A1_contig225_len1563 204.793 146 2 409
PER010A1_contig227_len456 388.09 475 5 545
PER010A1_contig229_len741_circularized 231.854 264 6 315
PER010A1_contig231_len853 532.157 619 2 758
PER010A1_contig233_len850 331.974 362 0 588
PER010A1_contig234_len750_circularized 700.439 783 31 1009
PER010A1_contig237_len749_circularized 142.382 160 3 226
PER010A1_contig238_len745_circularized 121.823 138 4 174
PER010A1_contig240_len1229 408.67 371 12 877
PER010A1_contig243_len742_circularized 207.424 223 9 332
PER010A1_contig245_len460 89.0913 100 1 137
PER010A1_contig24_len924 158.111 176 4 231
PER010A1_contig254_len750_circularized 251.743 280.5 5 390
PER010A1_contig259_len740_circularized 79.4607 88 4 119
PER010A1_contig25_len739_circularized 122.488 87 2 459
PER010A1_contig262_len749_circularized 113.367 125 2 193
PER010A1_contig263_len741_circularized 110.754 113 2 242
PER010A1_contig266_len752_circularized 62.7971 60 3 155
PER010A1_contig267_len761_circularized 66.1043 44 2 305
PER010A1_contig269_len709_circularized 68.0093 57 0 238
PER010A1_contig271_len749_circularized 111.263 127 5 152
PER010A1_contig274_len623 354.626 386 4 509
PER010A1_contig277_len750_circularized 248.35 250 6 485
PER010A1_contig278_len739_circularized 329.984 376 9 458
PER010A1_contig27_len749_circularized 115.208 127 1 185
PER010A1_contig280_len751_circularized 375.476 428 12 544
PER010A1_contig282_len759_circularized 105.608 106 4 222
PER010A1_contig283_len739_circularized 49 49 1 135
PER010A1_contig285_len750_circularized 163.384 176 4 260
PER010A1_contig287_len747_circularized 323.683 375 8 447
PER010A1_contig288_len752_circularized 193.007 211 1 271
PER010A1_contig289_len748_circularized 127.566 144 3 196
PER010A1_contig28_len739_circularized 243.398 280 8 351
PER010A1_contig290_len750_circularized 419.879 474 15 587
PER010A1_contig291_len810 194.556 210.5 7 264
PER010A1_contig293_len751_circularized 76.6404 71 0 221
PER010A1_contig295_len750_circularized 211.933 199 9 384
PER010A1_contig296_len739_circularized 47.3082 24 0 259
PER010A1_contig298_len749_circularized 127.517 141 6 213
PER010A1_contig299_len751_circularized 76.7603 87 0 124
PER010A1_contig29_len735 93.6068 100 5 130
PER010A1_contig2_len1007 237.622 149 10 771
PER010A1_contig301_len741_circularized 200.395 225 6 279
PER010A1_contig302_len749_circularized 102.238 109 5 181
PER010A1_contig303_len826 439.789 510 1 591
PER010A1_contig304_len752_circularized 306.147 341 9 436
PER010A1_contig307_len740_circularized 160.34 183 5 221
PER010A1_contig309_len1589 245.303 220 1 438
PER010A1_contig310_len744_circularized 9.72707 11 0 16
PER010A1_contig311_len1680 223.579 206 2 550
PER010A1_contig315_len739_circularized 438.649 492 18 602
PER010A1_contig316_len750_circularized 110.68 105 5 267
PER010A1_contig317_len749_circularized 177.269 188 3 321
PER010A1_contig320_len749_circularized 94.7408 87 3 244
PER010A1_contig324_len749_circularized 335.695 376 10 457
PER010A1_contig328_len741_circularized 79.4736 76 0 211
PER010A1_contig330_len910 370.302 419 0 498
PER010A1_contig331_len1561 358.326 357 3 514
PER010A1_contig333_len751_circularized 62.1887 67 0 96
PER010A1_contig336_len740_circularized 325.51 365 10 440
PER010A1_contig337_len741_circularized 413.703 480 14 651
PER010A1_contig338_len1421 163.721 109 2 364
PER010A1_contig33_len750_circularized 155.746 169 4 257
PER010A1_contig342_len741_circularized 214.917 244 6 312
PER010A1_contig343_len741_circularized 325.882 384 7 451
PER010A1_contig344_len773 216.342 225 2 347
PER010A1_contig345_len744_circularized 133.919 152 5 203
PER010A1_contig346_len760_circularized 176.857 197.5 3 238
PER010A1_contig350_len421 196.656 203 1 402
PER010A1_contig351_len742_circularized 543.95 635 12 820
PER010A1_contig352_len893 381.031 414 0 545
PER010A1_contig354_len741_circularized 81.0718 94 0 119
PER010A1_contig355_len1092 32.7482 38 1 67
PER010A1_contig356_len742_circularized 176.734 199 4 242
PER010A1_contig357_len756_circularized 103.951 101 1 259
PER010A1_contig358_len1169 428.73 471 3 594
PER010A1_contig359_len763_circularized 89.069 85 2 202
PER010A1_contig35_len800 256.664 286 0 358
PER010A1_contig360_len767 116.076 123 2 197
PER010A1_contig363_len738_circularized 175.784 193 4 266
PER010A1_contig365_len747_circularized 184.445 209 3 278
PER010A1_contig366_len835 188.837 204 3 264
PER010A1_contig367_len750 479.395 546.5 3 615
PER010A1_contig368_len735_circularized 145.499 164 7 219
PER010A1_contig36_len737_circularized 457.374 548 10 648
PER010A1_contig370_len476 137.069 144 3 212
PER010A1_contig371_len742_circularized 141.827 151 0 260
PER010A1_contig374_len748_circularized 669.829 771 24 955
PER010A1_contig376_len740_circularized 184.71 200.5 1 345
PER010A1_contig378_len859 446.471 512 4 619
PER010A1_contig379_len929 273.395 334 0 404
PER010A1_contig380_len750_circularized 78.5244 62 1 266
PER010A1_contig382_len749_circularized 279.832 317 11 485
PER010A1_contig383_len743_circularized 414.337 487 12 554
PER010A1_contig384_len870 231.155 255.5 1 314
PER010A1_contig385_len871 39.2227 40 1 76
PER010A1_contig387_len750_circularized 217.421 244 9 311
PER010A1_contig390_len742_circularized 305.539 347 17 451
PER010A1_contig392_len742_circularized 84.8027 78 4 222
PER010A1_contig396_len734_circularized 227.368 256 7 382
PER010A1_contig398_len802 301.708 327 5 393
PER010A1_contig39_len760_circularized 233.376 262 9 327
PER010A1_contig3_len1075 153.019 84 4 458
PER010A1_contig403_len997 255.28 324 0 406
PER010A1_contig408_len743_circularized 55.8455 58 1 104
PER010A1_contig410_len742_circularized 89.3531 90 4 200
PER010A1_contig411_len740_circularized 45.3629 37 1 157
PER010A1_contig413_len569 399.401 464 5 560
PER010A1_contig41_len558 551.174 593 40 795
PER010A1_contig420_len742_circularized 154.231 176 1 256
PER010A1_contig421_len751_circularized 130.05 141 2 245
PER010A1_contig423_len749_circularized 28.4583 29 1 63
PER010A1_contig426_len750_circularized 336.681 387 8 459
PER010A1_contig428_len751_circularized 133.062 150 3 188
PER010A1_contig430_len750_circularized 296.377 345 5 406
PER010A1_contig432_len739_circularized 309.404 346 7 446
PER010A1_contig433_len826 38.0799 39 0 62
PER010A1_contig437_len1503_circularized 208.631 170 1 385
PER010A1_contig438_len818 375.397 424 0 481
PER010A1_contig439_len742_circularized 62.2848 70 2 103
PER010A1_contig43_len741_circularized 214.263 239 6 326
PER010A1_contig442_len739_circularized 67.4038 52 0 261
PER010A1_contig443_len750_circularized 776.128 959.5 36 1031
PER010A1_contig445_len750_circularized 274.406 307 12 366
PER010A1_contig446_len821 631.731 725 0 930
PER010A1_contig447_len750_circularized 371.626 409 11 506
PER010A1_contig449_len739_circularized 320.096 364 12 439
PER010A1_contig450_len1870 584.967 682 1 924
PER010A1_contig451_len740_circularized 98.8742 115 2 146
PER010A1_contig453_len749_circularized 373.23 431 10 528
PER010A1_contig454_len742_circularized 128.324 139 3 208
PER010A1_contig455_len609 263.365 294 16 406
PER010A1_contig456_len890 358.216 400 0 495
PER010A1_contig460_len740_circularized 243.678 264 4 467
PER010A1_contig461_len731_circularized 240.521 273 13 334
PER010A1_contig462_len749_circularized 331.107 376 10 477
PER010A1_contig466_len846 96.857 101 1 152
PER010A1_contig467_len740_circularized 456.871 522 12 625
PER010A1_contig469_len742_circularized 168.529 182 0 290
PER010A1_contig46_len819 244.32 265 4 333
PER010A1_contig471_len1486_circularized 227.994 240 2 339
PER010A1_contig475_len1490_circularized 123.455 131 0 171
PER010A1_contig476_len741_circularized 68.2727 58 2 232
PER010A1_contig477_len739_circularized 306.522 351 9 449
PER010A1_contig478_len720_circularized 170.948 153 3 483
PER010A1_contig47_len1189 201.817 265 0 400
PER010A1_contig484_len750_circularized 203.54 220 10 323
PER010A1_contig486_len740_circularized 145.078 127 4 415
PER010A1_contig487_len751_circularized 182.897 205 9 290
PER010A1_contig488_len709_circularized 240.077 266 7 402
PER010A1_contig489_len741_circularized 291.634 335 10 413
PER010A1_contig490_len2232 204.901 177 1 385
PER010A1_contig491_len739_circularized 106.655 116 3 165
PER010A1_contig492_len751_circularized 108.216 105 1 289
PER010A1_contig495_len749_circularized 212.329 230 13 313
PER010A1_contig497_len737_circularized 207.448 236 7 316
PER010A1_contig499_len760_circularized 105.755 112 1 208
PER010A1_contig4_len749_circularized 470.002 553 12 775
PER010A1_contig500_len750_circularized 40.3522 38 0 106
PER010A1_contig501_len1504 572.546 382.5 2 976
PER010A1_contig502_len740_circularized 32.6697 35 1 53
PER010A1_contig506_len749_circularized 353.295 398 11 509
PER010A1_contig507_len750 180.563 204 8 230
PER010A1_contig509_len750_circularized 70.81 27 0 473
PER010A1_contig511_len748_circularized 429.359 494 9 590
PER010A1_contig513_len750_circularized 282.757 322.5 14 384
PER010A1_contig514_len750 368.576 410 10 480
PER010A1_contig515_len751_circularized 137.967 149 2 236
PER010A1_contig516_len916 269.644 279 2 498
PER010A1_contig519_len741_circularized 339.075 386 14 474
PER010A1_contig51_len748_circularized 200.983 225.5 7 275
PER010A1_contig520_len748_circularized 102.821 113 4 156
PER010A1_contig522_len750_circularized 153.197 166 4 250
PER010A1_contig523_len752_circularized 138.461 139.5 4 283
PER010A1_contig529_len528 362.583 452 2 514
PER010A1_contig52_len741_circularized 91.2985 94 2 165
