CONTIG AVERAGE.DEPTH MEDIAN.DEPTH MIN.DEPTH MAX.DEPTH 
PER016A1_contig100_len742_circularized 293.64 307.5 7 653
PER016A1_contig102_len750_circularized 725.942 816 20 1265
PER016A1_contig108_len742_circularized 1710.77 2005.5 51 2400
PER016A1_contig10_len1509 1048.28 1132 15 1870
PER016A1_contig110_len753_circularized 1986.01 2339 43 2696
PER016A1_contig117_len739_circularized 1411.54 1445 37 2645
PER016A1_contig11_len762 2255.1 2563 25 2823
PER016A1_contig127_len465 36.6989 38 2 70
PER016A1_contig128_len765 201.52 198 6 346
PER016A1_contig130_len740_circularized 118.421 80 2 515
PER016A1_contig135_len746 798.65 889 10 1079
PER016A1_contig143_len922 1180.38 1390 1 1523
PER016A1_contig144_len743_circularized 4166.07 4799 123 5455
PER016A1_contig146_len750_circularized 1321.41 1479 59 1855
PER016A1_contig149_len719_circularized 2367.96 2793 69 3424
PER016A1_contig151_len496 959.466 953.5 21 1610
PER016A1_contig152_len741_circularized 1409.31 1594 37 2055
PER016A1_contig154_len652 1702.65 1957 39 2226
PER016A1_contig15_len739_circularized 2221.59 2612 62 2960
PER016A1_contig161_len455 1343.36 1516 37 2010
PER016A1_contig162_len739_circularized 1488.94 1722 33 2021
PER016A1_contig163_len719_circularized 418.098 472 9 597
PER016A1_contig164_len437 1852.82 2011 36 2853
PER016A1_contig165_len751_circularized 2783.29 3222 90 3784
PER016A1_contig170_len955 2609.2 2868 49 4420
PER016A1_contig171_len466 1552.06 1772 23 2465
PER016A1_contig185_len740_circularized 1141.26 1240.5 32 2070
PER016A1_contig186_len739_circularized 2026.96 2470 82 3092
PER016A1_contig188_len750_circularized 834.221 811 30 2115
PER016A1_contig18_len751_circularized 779.885 980 16 1167
PER016A1_contig190_len1474 1825.18 1847.5 1 3561
PER016A1_contig193_len739_circularized 2598.77 3125 75 3338
PER016A1_contig194_len751_circularized 1516.19 1743 40 2098
PER016A1_contig195_len750_circularized 2466.12 2915 58 3267
PER016A1_contig196_len879 956.708 984 18 1540
PER016A1_contig198_len744_circularized 936.347 1056 33 1487
PER016A1_contig19_len749_circularized 1991.15 2380 49 2531
PER016A1_contig200_len1165 1632.18 2068 31 2685
PER016A1_contig201_len738_circularized 323.372 257 9 1140
PER016A1_contig204_len760 2943.47 3483 20 3862
PER016A1_contig205_len644 652.641 735 13 915
PER016A1_contig20_len751_circularized 2241.03 2562 57 2981
PER016A1_contig210_len2302 1291.34 1339 13 3036
PER016A1_contig213_len486 900.584 846.5 13 1723
PER016A1_contig214_len741_circularized 1125.05 1311 31 1551
PER016A1_contig217_len739_circularized 1687.78 1913 53 2527
PER016A1_contig218_len756_circularized 3403.65 3961 100 4620
PER016A1_contig21_len734_circularized 1603.43 1887 55 2108
PER016A1_contig220_len1479_circularized 712.968 744 6 1912
PER016A1_contig221_len759_circularized 1423.73 1436 21 2373
PER016A1_contig224_len761_circularized 2897.48 3467 100 3859
PER016A1_contig225_len777 391.045 438 8 536
PER016A1_contig226_len749_circularized 2773.03 3257 110 3773
PER016A1_contig227_len740_circularized 4595.78 5425.5 134 6120
PER016A1_contig229_len741_circularized 1345.86 1590 45 1782
PER016A1_contig231_len825 3752.51 4421 0 4812
PER016A1_contig232_len832 4173.63 5188.5 8 5677
PER016A1_contig234_len1574 1403.31 1438 23 2717
PER016A1_contig235_len740_circularized 684.842 528 15 2713
PER016A1_contig236_len443 1286.12 1111 60 2244
PER016A1_contig237_len750_circularized 3210.01 3906 101 4351
PER016A1_contig239_len752_circularized 1901.97 2177 83 2646
PER016A1_contig23_len750_circularized 757.806 882 16 1096
PER016A1_contig243_len750_circularized 1864.64 2002 57 3251
PER016A1_contig245_len870 1422.61 1720 1 1952
PER016A1_contig247_len458 1067.54 959.5 27 1924
PER016A1_contig248_len750_circularized 238.617 166 4 910
PER016A1_contig24_len751_circularized 4449.13 5304 150 5870
PER016A1_contig251_len1971 1872.26 1582 24 4111
PER016A1_contig253_len443 1573.26 1941 7 2234
PER016A1_contig257_len739_circularized 849.111 982 29 1291
PER016A1_contig262_len592 577.688 590.5 59 984
PER016A1_contig267_len749_circularized 1290.21 1433 35 2305
PER016A1_contig268_len904 224.673 263 1 308
PER016A1_contig273_len841 1386.88 1573 6 2037
PER016A1_contig274_len745_circularized 750.742 818 21 1406
PER016A1_contig276_len760_circularized 2189.32 2532.5 76 3036
PER016A1_contig27_len1157 1507 1803 21 2489
PER016A1_contig280_len740_circularized 246.412 84 2 1639
PER016A1_contig281_len496 533.974 594 51 720
PER016A1_contig282_len738_circularized 1174.05 1336 37 2091
PER016A1_contig283_len833 504.958 577 12 661
PER016A1_contig284_len749_circularized 2144.32 2068 57 3830
PER016A1_contig286_len823 1199.12 1329 20 1679
PER016A1_contig287_len741_circularized 588.377 587 19 1408
PER016A1_contig28_len739_circularized 792.411 939 22 1047
PER016A1_contig290_len750_circularized 2447.94 2837 85 3263
PER016A1_contig291_len750_circularized 475.098 429 9 1337
PER016A1_contig292_len430 198.044 151 7 517
PER016A1_contig293_len814 4590.02 5597.5 14 5960
PER016A1_contig298_len752_circularized 216.373 156 2 936
PER016A1_contig299_len704 2363.01 2770.5 46 3218
PER016A1_contig301_len743_circularized 2174.9 2594 67 2775
PER016A1_contig305_len749_circularized 2226.71 2620 58 2888
PER016A1_contig306_len741_circularized 711.414 776 30 1208
PER016A1_contig308_len752_circularized 1301.75 1493 39 1962
PER016A1_contig317_len750_circularized 655.218 678 22 1246
PER016A1_contig31_len525 724.777 858 14 968
PER016A1_contig320_len749_circularized 1386.04 1620 48 1880
PER016A1_contig323_len743_circularized 589.27 527 20 1773
PER016A1_contig325_len448 1568.67 1919 61 2160
PER016A1_contig329_len741_circularized 1606.74 1878 48 2182
PER016A1_contig330_len742_circularized 4065.74 4409 161 5813
PER016A1_contig332_len564 4446.12 5411 39 5878
PER016A1_contig333_len750_circularized 2276.49 2567.5 79 3169
PER016A1_contig334_len740_circularized 1991.13 2314.5 43 2680
PER016A1_contig335_len474 618.5 677 29 982
PER016A1_contig337_len741_circularized 1909.22 2194 64 2529
PER016A1_contig33_len740_circularized 3250.94 3893.5 80 4436
PER016A1_contig343_len737_circularized 494.003 483 7 1326
PER016A1_contig344_len742_circularized 1329.09 1552.5 40 1761
PER016A1_contig347_len741_circularized 514.212 408 7 2038
PER016A1_contig348_len760_circularized 263.865 134 3 1328
PER016A1_contig34_len740_circularized 210.458 223 1 398
PER016A1_contig351_len760_circularized 2870.64 3505.5 101 3853
PER016A1_contig352_len886 661.401 789.5 14 846
PER016A1_contig353_len1157 1832.21 1574 13 3500
PER016A1_contig354_len749_circularized 192.167 126 3 903
PER016A1_contig356_len741_circularized 621.001 571 18 1832
PER016A1_contig358_len759_circularized 684.549 779 12 1154
PER016A1_contig360_len750_circularized 1639.76 1813.5 67 2268
PER016A1_contig361_len739_circularized 645.006 681 9 1532
PER016A1_contig362_len740_circularized 254.573 171 7 1153
PER016A1_contig363_len817 1897.87 2224 15 2420
PER016A1_contig366_len750_circularized 981.243 1001 8 1875
PER016A1_contig367_len741_circularized 1985.93 2335 49 2794
PER016A1_contig369_len1371 2734.21 2924 9 3462
PER016A1_contig36_len836 2776.08 3328 21 3719
PER016A1_contig373_len774 271.809 179 12 1085
PER016A1_contig378_len1567 892.559 866 1 1308
PER016A1_contig383_len1435 2573.33 2421 47 4804
PER016A1_contig384_len749_circularized 1587.77 1826 48 2115
PER016A1_contig389_len761_circularized 2081.58 2405 74 3237
PER016A1_contig38_len551 1193.97 1489 8 1814
PER016A1_contig390_len749_circularized 385.039 255 10 1353
PER016A1_contig392_len759 344.478 378 1 484
PER016A1_contig394_len739_circularized 812.669 853 17 1652
PER016A1_contig397_len739_circularized 907.422 1005 27 1572
PER016A1_contig398_len748 611.405 668.5 20 952
PER016A1_contig399_len1114 1861.56 2596 2 3577
PER016A1_contig401_len742_circularized 1444.96 1664 42 2139
PER016A1_contig403_len749_circularized 3739.73 4235 135 5591
PER016A1_contig404_len760_circularized 673.101 729.5 24 1210
PER016A1_contig412_len740_circularized 4359.79 5093.5 78 5832
PER016A1_contig413_len927 429.082 458 0 740
PER016A1_contig414_len741_circularized 1250.01 1437 27 1942
PER016A1_contig415_len709_circularized 1640.49 1905 64 2646
PER016A1_contig417_len740_circularized 2115.29 2443 83 2788
PER016A1_contig418_len709_circularized 1686.24 1940 70 2432
PER016A1_contig422_len751_circularized 696.522 752 19 1392
PER016A1_contig424_len452 936.856 1031 33 1351
PER016A1_contig425_len748_circularized 3002.46 3637 108 4174
PER016A1_contig427_len750_circularized 1817.47 2148 57 2353
PER016A1_contig428_len739_circularized 1391.61 1540 48 2297
PER016A1_contig429_len751_circularized 2669.94 3140 69 3390
PER016A1_contig430_len748_circularized 2530.03 2884 102 3244
PER016A1_contig431_len768 2736.12 3154 14 3517
PER016A1_contig432_len740_circularized 554.265 353 7 2138
PER016A1_contig436_len1562 2263.99 1603.5 6 3790
PER016A1_contig438_len749_circularized 970.417 1088 31 1500
PER016A1_contig439_len763_circularized 271.391 207 4 1083
PER016A1_contig43_len970 595.196 763 1 906
PER016A1_contig440_len751_circularized 1417.07 1732 40 1971
PER016A1_contig442_len750_circularized 3263.76 3727.5 102 4376
PER016A1_contig446_len752_circularized 1249.4 1437 34 1995
PER016A1_contig447_len741_circularized 2381.12 2898 72 3143
PER016A1_contig44_len1501_circularized 3623.64 2914 33 6346
PER016A1_contig450_len751_circularized 2245.34 2643 81 2894
PER016A1_contig453_len742_circularized 2064.5 2429 65 2726
PER016A1_contig456_len1502_circularized 1410.88 1335 17 2293
PER016A1_contig458_len743_circularized 3318.88 3800 102 5199
PER016A1_contig459_len740_circularized 1436.18 1670 40 1975
PER016A1_contig460_len740_circularized 4625.61 5290 167 6425
PER016A1_contig465_len915 3075.08 3911 13 4307
PER016A1_contig466_len752_circularized 987.503 1088 26 1677
PER016A1_contig469_len647 1379.85 1357 102 2865
PER016A1_contig473_len935 965.306 1241 9 1355
PER016A1_contig476_len754_circularized 837.559 950 17 1312
PER016A1_contig477_len750_circularized 647.478 705.5 20 1184
PER016A1_contig479_len751_circularized 326.85 288 2 1099
PER016A1_contig47_len513 1631.47 1921 80 2110
PER016A1_contig480_len758_circularized 4623.79 5495.5 125 6308
PER016A1_contig481_len751_circularized 860.144 973 24 1474
PER016A1_contig483_len739_circularized 2941.75 3431 98 3763
PER016A1_contig484_len749_circularized 858.254 921 19 1559
PER016A1_contig485_len749_circularized 533.739 511 13 1405
PER016A1_contig486_len741_circularized 1157.86 1289 47 2016
PER016A1_contig487_len750_circularized 2283.55 2616 51 3056
PER016A1_contig489_len741_circularized 3154.39 3653 126 4279
PER016A1_contig48_len929 515.399 495 4 1222
PER016A1_contig490_len741_circularized 475.398 463 15 1293
PER016A1_contig492_len416 3156.02 3495 17 5308
PER016A1_contig495_len750_circularized 565.809 547 16 1422
PER016A1_contig496_len829 504.875 478 19 1019
PER016A1_contig499_len741_circularized 404.814 460 7 646
PER016A1_contig49_len957 831.947 1013 1 1218
PER016A1_contig506_len816 2151.41 2492.5 21 2781
PER016A1_contig507_len760_circularized 429.243 409 16 1101
PER016A1_contig508_len762_circularized 1113.4 1240 44 1987
PER016A1_contig50_len739_circularized 5887.56 6842 286 7762
PER016A1_contig510_len1473_circularized 2616.2 1721 7 5608
PER016A1_contig513_len642 151.734 119 20 344
PER016A1_contig514_len740_circularized 1108.11 1094 28 2992
PER016A1_contig517_len748_circularized 3054.29 3527 99 4107
PER016A1_contig521_len740_circularized 3896.66 4305.5 132 5591
PER016A1_contig523_len755 638.015 625 43 1376
PER016A1_contig524_len1493_circularized 1352.38 1148 14 2088
PER016A1_contig525_len753_circularized 1250.5 1412 45 1808
PER016A1_contig526_len750_circularized 1432.44 1628.5 48 2203
PER016A1_contig529_len821 2253.62 2635 17 2948
PER016A1_contig52_len752_circularized 512.829 464 10 1545
PER016A1_contig530_len487 1903.02 2226 21 2673
PER016A1_contig531_len934 2880.94 3473.5 10 3810
PER016A1_contig533_len752_circularized 214.537 69 3 1475
PER016A1_contig535_len502 2136.63 2660 81 2947
PER016A1_contig537_len742_circularized 659.982 692 18 1291
PER016A1_contig538_len741_circularized 1268.49 1375 44 2305
PER016A1_contig539_len1206 955.888 769.5 27 1969
PER016A1_contig53_len742_circularized 4261.48 5068 116 5676
PER016A1_contig540_len758_circularized 1237.91 1407 24 1968
PER016A1_contig544_len741_circularized 1538.01 1798 70 2043
