CONTIG AVERAGE.DEPTH MEDIAN.DEPTH MIN.DEPTH MAX.DEPTH 
LC1408A1_contig0_len741_circularized 552.629 628 15 831
LC1408A1_contig100_len751_circularized 1812.72 2098 51 2526
LC1408A1_contig101_len862 189.63 147 4 660
LC1408A1_contig102_len751_circularized 464.336 521 16 785
LC1408A1_contig105_len936 457.957 326 4 1310
LC1408A1_contig106_len719_circularized 208.684 75 2 1341
LC1408A1_contig109_len739_circularized 164.027 181 7 286
LC1408A1_contig110_len838 334.148 349 1 649
LC1408A1_contig112_len758_circularized 463.753 506.5 12 707
LC1408A1_contig113_len748_circularized 323.532 357.5 8 563
LC1408A1_contig116_len760_circularized 191.953 212 4 310
LC1408A1_contig117_len738_circularized 345.367 409 13 471
LC1408A1_contig118_len749_circularized 644.106 737 22 978
LC1408A1_contig119_len739_circularized 273.864 270 6 717
LC1408A1_contig11_len742_circularized 1287.03 1482 31 1766
LC1408A1_contig120_len750_circularized 717.148 811 20 1057
LC1408A1_contig121_len760_circularized 1081.22 1211.5 49 1803
LC1408A1_contig122_len831 498.634 562 3 686
LC1408A1_contig123_len739_circularized 119.712 111 0 341
LC1408A1_contig124_len749_circularized 543.407 594 14 978
LC1408A1_contig125_len751_circularized 154.691 136 3 533
LC1408A1_contig127_len1483_circularized 536.886 456 16 1307
LC1408A1_contig12_len746_circularized 345.705 358 11 737
LC1408A1_contig130_len749_circularized 678.041 571 7 1921
LC1408A1_contig132_len1493_circularized 1143.47 1329 16 1893
LC1408A1_contig134_len1499_circularized 788.772 759 5 1752
LC1408A1_contig135_len1714 316.159 295 1 554
LC1408A1_contig136_len740_circularized 1237.03 1422 49 1706
LC1408A1_contig138_len1498_circularized 997.2 1048.5 18 1490
LC1408A1_contig139_len857 119.373 133 3 166
LC1408A1_contig13_len743_circularized 832.007 898 29 1551
LC1408A1_contig140_len741_circularized 1039.28 1188 56 1412
LC1408A1_contig141_len743_circularized 1010.75 1167 38 1531
LC1408A1_contig142_len750_circularized 1055.55 1227.5 37 1410
LC1408A1_contig143_len741_circularized 1486.41 1749 37 2023
LC1408A1_contig144_len992 286.002 337.5 0 427
LC1408A1_contig145_len1581 986.051 1007 16 2023
LC1408A1_contig146_len740_circularized 909.548 1027 28 1448
LC1408A1_contig149_len751_circularized 75.3174 39 0 426
LC1408A1_contig14_len1705 860.089 252 0 2157
LC1408A1_contig153_len751_circularized 112.866 91 0 441
LC1408A1_contig155_len738_circularized 359.454 380 17 651
LC1408A1_contig156_len741_circularized 168.685 110 1 772
LC1408A1_contig157_len741_circularized 572.474 666 13 791
LC1408A1_contig158_len741_circularized 157.598 96 1 777
LC1408A1_contig159_len748_circularized 128.768 74 3 685
LC1408A1_contig15_len739_circularized 1331.68 1578 48 1959
LC1408A1_contig160_len749_circularized 135.652 97 2 595
LC1408A1_contig161_len740_circularized 1382.41 1585.5 40 1999
LC1408A1_contig162_len749_circularized 443.289 490 15 673
