CONTIG AVERAGE.DEPTH MEDIAN.DEPTH MIN.DEPTH MAX.DEPTH 
PER012A1_contig0_len1475 1562.52 817 9 2993
PER012A1_contig100_len935 670.421 847 0 981
PER012A1_contig102_len743_circularized 1310.08 1570 44 1760
PER012A1_contig104_len739_circularized 815.178 959 28 1069
PER012A1_contig106_len435 128.028 93 5 289
PER012A1_contig109_len445 538.706 622 11 780
PER012A1_contig10_len741_circularized 655.759 675 16 1480
PER012A1_contig110_len757 1209.96 1354 12 1490
PER012A1_contig111_len739_circularized 752.312 878 23 1017
PER012A1_contig112_len765 2877.69 3309 13 3591
PER012A1_contig113_len749_circularized 2045.97 2413 51 2760
PER012A1_contig115_len742_circularized 1581.72 1782 55 2193
PER012A1_contig119_len740_circularized 730.036 812 20 1012
PER012A1_contig11_len745_circularized 600.37 711 20 779
PER012A1_contig120_len908 475.219 576 1 682
PER012A1_contig121_len748_circularized 1423.41 1586 32 1893
PER012A1_contig123_len1122 1516.23 1517.5 14 2632
PER012A1_contig128_len738_circularized 1016.72 1203.5 27 1339
PER012A1_contig12_len742_circularized 622.944 697 18 1146
PER012A1_contig130_len1503 1055.96 752 3 1794
PER012A1_contig131_len414 1199.03 1512.5 8 1689
PER012A1_contig132_len767 148.16 155 2 200
PER012A1_contig135_len757_circularized 330.249 345 8 677
PER012A1_contig136_len750_circularized 710.912 798.5 33 1163
PER012A1_contig138_len750_circularized 171.403 185 2 343
PER012A1_contig139_len750_circularized 659.453 733 22 1100
PER012A1_contig13_len740_circularized 2140.14 2376.5 56 3210
PER012A1_contig140_len749_circularized 400.597 469 11 610
PER012A1_contig141_len752_circularized 773.95 898 21 1086
PER012A1_contig142_len742_circularized 1747.96 1986.5 63 2390
PER012A1_contig143_len752_circularized 1487.45 1659.5 63 2045
PER012A1_contig146_len740_circularized 280.772 264 4 775
PER012A1_contig147_len1550 404.379 305.5 4 745
PER012A1_contig148_len749_circularized 728.465 833 22 1022
PER012A1_contig149_len740_circularized 1723.51 2043.5 61 2349
PER012A1_contig14_len750_circularized 696.75 745.5 25 1172
PER012A1_contig153_len741_circularized 1158.55 1294 34 1605
PER012A1_contig154_len1479_circularized 2022.58 2182 34 2636
PER012A1_contig156_len742_circularized 370.71 413 16 539
PER012A1_contig15_len750_circularized 1170.29 1277 47 1687
PER012A1_contig160_len745_circularized 326.334 345 11 647
PER012A1_contig161_len1589 1295.75 911 5 2139
PER012A1_contig163_len749_circularized 782.637 925 18 1060
PER012A1_contig164_len752_circularized 930.435 1059 24 1293
PER012A1_contig168_len751_circularized 392.547 459 15 533
PER012A1_contig169_len741_circularized 810.989 933 28 1094
PER012A1_contig16_len744_circularized 1104.87 1320 32 1500
PER012A1_contig170_len613 992.178 1164 15 1366
PER012A1_contig171_len749_circularized 733.286 815 15 1221
PER012A1_contig172_len747_circularized 316.557 356 13 439
PER012A1_contig173_len751_circularized 182.589 206 5 302
PER012A1_contig175_len1497_circularized 1944.24 900 2 4664
PER012A1_contig176_len742 700.426 759 37 931
PER012A1_contig177_len741_circularized 1303.7 1509 27 1867
PER012A1_contig178_len750_circularized 1691.07 1987.5 73 2356
PER012A1_contig179_len834 1189.29 1362 13 1494
PER012A1_contig180_len742_circularized 247.687 260 6 540
PER012A1_contig182_len918 624.134 705.5 13 858
PER012A1_contig183_len718 1400.65 1590.5 44 1784
PER012A1_contig188_len741_circularized 597.328 679 32 887
PER012A1_contig189_len741_circularized 664.199 768 18 966
PER012A1_contig190_len749_circularized 942.82 1122 26 1328
PER012A1_contig191_len749_circularized 122.299 88 5 531
PER012A1_contig193_len749_circularized 91.0734 93 2 191
PER012A1_contig194_len869 1449.7 1723 0 1908
PER012A1_contig195_len751_circularized 507.319 581 14 686
PER012A1_contig196_len750_circularized 525.928 500 7 1258
PER012A1_contig198_len751_circularized 103.563 46 1 625
PER012A1_contig19_len751_circularized 754.685 838 28 1055
PER012A1_contig1_len1078 764.194 858.5 29 1081
