CONTIG AVERAGE.DEPTH MEDIAN.DEPTH MIN.DEPTH MAX.DEPTH 
LH249A1_contig0_len752_circularized 682.965 796 22 941
LH249A1_contig10_len740_circularized 1248.52 1452.5 50 1787
LH249A1_contig11_len740_circularized 696.176 801 25 1159
LH249A1_contig14_len1715 553.437 469 1 1376
LH249A1_contig17_len737_circularized 207.787 241 3 293
LH249A1_contig19_len974 237.995 139 6 1227
LH249A1_contig1_len736_circularized 1843.36 2106.5 41 2888
LH249A1_contig20_len742_circularized 2051.78 2329 31 2781
LH249A1_contig21_len739_circularized 378.51 432 12 536
LH249A1_contig23_len743_circularized 62.4356 72 3 93
LH249A1_contig24_len716_circularized 944.012 1079.5 29 1330
LH249A1_contig25_len916 1559.15 1828.5 0 2133
LH249A1_contig26_len752_circularized 3699.64 4274 136 5062
LH249A1_contig27_len740_circularized 187.89 214 6 293
LH249A1_contig29_len749_circularized 1142.92 1273 45 1825
LH249A1_contig2_len1465 1814.97 1043 29 3475
LH249A1_contig30_len852 2013.7 2164 6 2684
LH249A1_contig31_len913 265.074 279 11 407
LH249A1_contig32_len995 760.419 906 1 1217
LH249A1_contig33_len741_circularized 2515.64 2967 85 3501
LH249A1_contig35_len748_circularized 973.867 1115 43 1275
LH249A1_contig36_len750_circularized 565.962 660 22 771
LH249A1_contig38_len742_circularized 1946.33 2275 71 2765
LH249A1_contig39_len759_circularized 327.211 351 13 590
LH249A1_contig3_len867 461.044 523 1 625
LH249A1_contig41_len748_circularized 99.9276 38 0 644
LH249A1_contig42_len738_circularized 542.349 585 17 1029
LH249A1_contig43_len884 350.826 365 7 620
LH249A1_contig44_len750_circularized 1220.58 1358.5 28 1740
LH249A1_contig45_len749_circularized 417.959 491 18 559
LH249A1_contig46_len739_circularized 110.627 130 3 160
LH249A1_contig47_len1486_circularized 1765.29 2039 11 2869
LH249A1_contig48_len739_circularized 572.721 674 20 811
LH249A1_contig4_len1010 251.167 313 1 404
LH249A1_contig50_len1481_circularized 798.521 246 1 1817
LH249A1_contig51_len1579 638.726 575 9 970
LH249A1_contig52_len738_circularized 638.123 734 33 861
LH249A1_contig53_len877 926.222 1053 0 1371
LH249A1_contig54_len749_circularized 785.517 880 29 1112
LH249A1_contig55_len741_circularized 1894.63 2146 53 2567
LH249A1_contig56_len748_circularized 605.804 707 23 867
LH249A1_contig57_len747_circularized 488.788 532 11 781
LH249A1_contig58_len740_circularized 676.72 794 34 917
LH249A1_contig59_len746_circularized 3602.99 4019.5 129 4895
LH249A1_contig5_len739_circularized 198.063 215 12 363
LH249A1_contig62_len749_circularized 1039.84 1194 31 1630
LH249A1_contig63_len739_circularized 1173.13 1353 34 1608
LH249A1_contig64_len875 727.315 842 17 1052
LH249A1_contig65_len860 383.205 416.5 5 539
LH249A1_contig66_len739_circularized 618.251 602 24 1637
LH249A1_contig67_len748_circularized 535.482 626 12 754
LH249A1_contig68_len931 1039.88 1219 8 1421
LH249A1_contig6_len1495_circularized 2710.64 2412 84 4524
LH249A1_contig71_len748_circularized 1075.93 1275 24 1433
LH249A1_contig73_len977 506.448 554 2 1114
LH249A1_contig74_len745_circularized 484.665 422 8 1519
LH249A1_contig77_len751_circularized 1370.59 1556 56 2038
LH249A1_contig78_len740_circularized 269.379 316 12 384
LH249A1_contig79_len740_circularized 141.008 161 3 214
LH249A1_contig7_len738_circularized 632.899 684 19 989
LH249A1_contig80_len740_circularized 1508.4 1743 50 2215
LH249A1_contig81_len746_circularized 232.023 269 6 323
LH249A1_contig82_len737_circularized 1703.41 2004 60 2275
LH249A1_contig83_len749_circularized 2454.55 2831 70 3322
LH249A1_contig84_len751_circularized 769.711 892 24 1040
LH249A1_contig85_len739_circularized 419.395 467 12 742
LH249A1_contig86_len747_circularized 1204.58 1423 46 1615
LH249A1_contig87_len743_circularized 1568.63 1843 56 2188
LH249A1_contig88_len741_circularized 419.606 488 10 607
LH249A1_contig89_len749_circularized 583.188 675 17 931
LH249A1_contig8_len752_circularized 2641.09 3009 79 3605
LH249A1_contig90_len749_circularized 178.976 203 7 246
LH249A1_contig9_len750_circularized 2999.9 3468.5 103 4169
