CONTIG AVERAGE.DEPTH MEDIAN.DEPTH MIN.DEPTH MAX.DEPTH 
PER002A1_contig0_len1031 486.946 506 0 1067
PER002A1_contig100_len1499_circularized 633.123 615 9 1332
PER002A1_contig107_len749_circularized 791.573 910 28 1075
PER002A1_contig119_len763 31.7025 28 1 74
PER002A1_contig127_len465 954.576 1175 3 1453
PER002A1_contig12_len749_circularized 305.258 334 14 471
PER002A1_contig132_len944 484.877 544.5 1 956
PER002A1_contig134_len748_circularized 817.878 915 21 1145
PER002A1_contig138_len750_circularized 350.062 379 13 570
PER002A1_contig144_len1486_circularized 391.707 409 8 895
PER002A1_contig145_len743_circularized 856.375 958 30 1165
PER002A1_contig148_len750_circularized 570.539 611 24 871
PER002A1_contig149_len750_circularized 736.173 792 13 1064
PER002A1_contig150_len1705 642.665 406 1 1272
PER002A1_contig151_len721 875.434 1025 11 1199
PER002A1_contig157_len745_circularized 992.753 1150 21 1341
PER002A1_contig158_len749_circularized 233.897 248 9 402
PER002A1_contig159_len1159 343.594 327 3 572
PER002A1_contig161_len442 517.342 621 6 800
PER002A1_contig165_len760_circularized 464.996 486 18 826
PER002A1_contig166_len872 633.099 794.5 17 1020
PER002A1_contig167_len886 691.153 648 35 1553
PER002A1_contig170_len709_circularized 558.659 633 16 799
PER002A1_contig171_len753 736.416 823 4 1054
PER002A1_contig172_len737_circularized 528.476 566 17 1031
PER002A1_contig176_len748_circularized 316.423 332 8 651
PER002A1_contig179_len739_circularized 374.812 395 14 634
PER002A1_contig17_len527 686.252 679 64 1136
PER002A1_contig183_len829 263.683 257 2 501
PER002A1_contig184_len752_circularized 1234.14 1447 48 1618
PER002A1_contig186_len742_circularized 181.796 172.5 5 507
PER002A1_contig190_len407 556.337 560 35 946
PER002A1_contig196_len550 470.778 530 7 634
PER002A1_contig199_len660 183.356 200 9 265
PER002A1_contig202_len753_circularized 573.564 631 14 932
PER002A1_contig204_len866 312.994 306 23 566
PER002A1_contig205_len739_circularized 776.249 889 30 1054
PER002A1_contig206_len830 808.431 903 26 1035
PER002A1_contig20_len804 572.527 612.5 2 887
PER002A1_contig211_len747_circularized 106.287 43 0 659
PER002A1_contig215_len752_circularized 240.135 260 12 394
PER002A1_contig217_len478 200.527 214 6 350
PER002A1_contig218_len764 695.94 762.5 23 954
PER002A1_contig223_len1212 717.031 725 4 1205
PER002A1_contig224_len753_circularized 259.281 277 7 443
PER002A1_contig229_len737_circularized 681.911 734 25 1229
PER002A1_contig22_len757_circularized 437.483 465 10 753
PER002A1_contig231_len749_circularized 748.221 843 27 1091
PER002A1_contig235_len740_circularized 826.544 939 39 1121
PER002A1_contig236_len1490_circularized 553.805 564 10 870
PER002A1_contig237_len751_circularized 320.141 367 13 422
PER002A1_contig238_len750_circularized 82.32 58 1 343
PER002A1_contig241_len841 662.504 734 2 985
PER002A1_contig242_len751_circularized 338.201 344 19 719
PER002A1_contig243_len750_circularized 994.344 1132.5 22 1367
PER002A1_contig245_len750_circularized 456.759 503 16 718
PER002A1_contig24_len1439_circularized 808.486 586 23 1593
PER002A1_contig257_len750_circularized 884.652 1000 41 1226
PER002A1_contig25_len742_circularized 349.109 365 8 767
PER002A1_contig260_len1590 573.023 631 5 842
PER002A1_contig264_len751_circularized 479.466 527 11 886
PER002A1_contig265_len749_circularized 556.467 612 10 922
PER002A1_contig266_len742_circularized 360.13 411 9 494
PER002A1_contig267_len752_circularized 372.752 412 10 639
PER002A1_contig268_len748_circularized 309.943 356 12 453
PER002A1_contig269_len752_circularized 155.538 125 4 549
PER002A1_contig26_len741_circularized 974.246 1178 25 1423
PER002A1_contig270_len1098 1249.36 1514 8 1829
PER002A1_contig271_len741_circularized 213.7 192 8 662
PER002A1_contig275_len750_circularized 637.589 713 26 975
PER002A1_contig276_len740_circularized 497.552 550.5 20 813
PER002A1_contig27_len824 1044.62 1133.5 9 1552
PER002A1_contig281_len741_circularized 506.011 566 20 781
PER002A1_contig284_len740_circularized 394.442 412 8 841
PER002A1_contig285_len1200 804.913 997 8 1315
PER002A1_contig28_len1497_circularized 393.088 426 4 616
PER002A1_contig290_len734_circularized 328.009 355.5 14 551
PER002A1_contig292_len742_circularized 878.537 973 19 1390
PER002A1_contig295_len1216 380.607 116.5 6 1050
PER002A1_contig296_len924 238.241 256 2 323
PER002A1_contig297_len748_circularized 167.761 164 5 414
PER002A1_contig299_len934 533.532 615 2 916
PER002A1_contig29_len749_circularized 534.685 591 22 821
PER002A1_contig300_len763_circularized 329.723 330 9 640
PER002A1_contig302_len751_circularized 778.2 906 20 1081
PER002A1_contig303_len751_circularized 476.661 473 15 1086
PER002A1_contig304_len740_circularized 1246.93 1414 38 1670
PER002A1_contig305_len742_circularized 709.809 734.5 1 1178
PER002A1_contig307_len1317 542.828 499 17 1304
PER002A1_contig308_len1480_circularized 545.475 705 7 1034
PER002A1_contig30_len760_circularized 387.323 443 10 533
PER002A1_contig310_len741_circularized 718.566 762 15 1504
PER002A1_contig312_len749_circularized 297.85 299 7 634
PER002A1_contig313_len1262 745.34 886 1 1209
PER002A1_contig314_len742_circularized 487.487 516 20 925
PER002A1_contig315_len505 673.444 784 2 882
PER002A1_contig316_len741_circularized 469.068 521 22 726
PER002A1_contig317_len750_circularized 1101.8 1230 41 1478
PER002A1_contig319_len743_circularized 486.784 568 23 658
PER002A1_contig31_len749_circularized 179.814 194 8 302
PER002A1_contig322_len751_circularized 491.582 522 13 815
PER002A1_contig323_len740_circularized 435.026 466 18 819
PER002A1_contig325_len899 801.093 839 11 1164
PER002A1_contig326_len750_circularized 1035.54 1161 36 1457
PER002A1_contig330_len745_circularized 391.854 419 9 655
PER002A1_contig333_len740_circularized 741.176 792.5 31 1416
PER002A1_contig337_len751_circularized 958.733 1087 20 1274
PER002A1_contig338_len1078 569.262 516.5 6 986
PER002A1_contig341_len804 604.418 693 1 776
PER002A1_contig344_len402 810.142 909.5 52 1213
PER002A1_contig345_len740_circularized 430.654 460 11 833
PER002A1_contig349_len760_circularized 274.721 252.5 8 756
PER002A1_contig34_len741_circularized 225.529 258 9 358
PER002A1_contig350_len749_circularized 716.512 746 17 1427
PER002A1_contig351_len934 465.101 454 2 873
PER002A1_contig353_len760_circularized 560.637 590 31 959
PER002A1_contig355_len930 499.908 604 0 702
PER002A1_contig358_len768 271.466 285 3 390
PER002A1_contig369_len749_circularized 407.457 404 14 929
PER002A1_contig36_len744_circularized 318.33 361 18 491
PER002A1_contig372_len751_circularized 663.627 691 29 1126
PER002A1_contig373_len740_circularized 269.048 282 9 438
PER002A1_contig374_len741_circularized 614.117 685 16 947
PER002A1_contig375_len741_circularized 486.257 537 17 731
PER002A1_contig379_len1413 391.246 394 8 703
PER002A1_contig382_len748_circularized 298.707 283 8 762
PER002A1_contig383_len762 638.295 689 4 968
PER002A1_contig384_len742_circularized 805.277 905 30 1303
PER002A1_contig385_len741_circularized 968.755 1090 31 1436
PER002A1_contig387_len739_circularized 614.046 671 20 935
PER002A1_contig388_len466 541.273 635 19 760
PER002A1_contig391_len739_circularized 696.972 772 30 1060
PER002A1_contig392_len740_circularized 916.054 1075.5 27 1209
PER002A1_contig393_len752_circularized 478.14 485 19 971
PER002A1_contig395_len709_circularized 685.702 788 22 948
PER002A1_contig396_len850 320.924 342 1 428
PER002A1_contig397_len740_circularized 192.008 199 6 372
PER002A1_contig398_len741_circularized 666.576 767 28 921
PER002A1_contig405_len740_circularized 558.251 620 22 930
PER002A1_contig406_len750_circularized 227.241 215 5 616
PER002A1_contig408_len760_circularized 914.681 1032.5 38 1255
PER002A1_contig411_len737_circularized 260.526 235 11 722
PER002A1_contig412_len740_circularized 443.636 460 19 767
PER002A1_contig414_len768 209.656 205 9 366
PER002A1_contig418_len740_circularized 544.876 604 19 761
PER002A1_contig419_len749_circularized 230.326 246 8 409
PER002A1_contig41_len740_circularized 598.409 682 15 827
PER002A1_contig420_len739_circularized 454.102 503 16 796
PER002A1_contig421_len739_circularized 285.369 313 7 481
PER002A1_contig422_len732 859.178 964 24 1114
PER002A1_contig424_len748_circularized 234.612 260 8 408
PER002A1_contig425_len758_circularized 482.878 532 11 792
PER002A1_contig431_len751_circularized 593.406 651 23 864
PER002A1_contig432_len820 338.384 346 4 505
PER002A1_contig433_len759_circularized 243.999 239 9 584
PER002A1_contig434_len751_circularized 137.728 91 1 559
PER002A1_contig444_len746_circularized 689.43 751 21 1302
PER002A1_contig445_len739_circularized 492.369 496 15 1120
PER002A1_contig44_len749_circularized 735.967 758 14 1468
PER002A1_contig450_len751_circularized 661.996 719 14 1215
PER002A1_contig451_len739_circularized 528.092 583 16 793
PER002A1_contig452_len608 230.135 216 6 562
PER002A1_contig455_len740_circularized 532.336 595 9 732
PER002A1_contig457_len743_circularized 999.006 1152 47 1370
PER002A1_contig459_len740_circularized 769.335 806.5 43 1400
PER002A1_contig45_len741_circularized 381.11 426 14 633
PER002A1_contig461_len742_circularized 483.574 473.5 2 871
PER002A1_contig463_len740_circularized 391.099 411.5 12 784
PER002A1_contig464_len750_circularized 428.237 437 18 810
PER002A1_contig469_len755 577.513 609 7 786
PER002A1_contig470_len739_circularized 792.507 869 30 1272
PER002A1_contig472_len750_circularized 518.32 570 17 803
PER002A1_contig473_len761_circularized 354.346 356 17 744
PER002A1_contig475_len1501_circularized 467.915 593 2 1089
PER002A1_contig476_len751_circularized 817.334 942 28 1183
PER002A1_contig479_len749_circularized 310.872 324 9 637
PER002A1_contig481_len750_circularized 352.418 355.5 18 698
PER002A1_contig482_len583 766.398 867 14 1031
PER002A1_contig484_len749_circularized 152.93 158 3 317
PER002A1_contig488_len750_circularized 451.019 465 18 823
PER002A1_contig489_len740_circularized 610.765 702 23 910
PER002A1_contig490_len749_circularized 436.93 455 9 955
PER002A1_contig491_len741_circularized 483.379 546 14 721
PER002A1_contig492_len760_circularized 424.665 446 15 797
PER002A1_contig493_len739_circularized 239.976 257 9 387
PER002A1_contig495_len750_circularized 347.7 368 6 721
PER002A1_contig496_len741_circularized 368.834 424 14 492
PER002A1_contig497_len739_circularized 576.991 585 15 1102
PER002A1_contig498_len749_circularized 935.548 1056 33 1298
PER002A1_contig499_len758_circularized 461.395 477 12 959
PER002A1_contig49_len741_circularized 196.835 211 8 387
PER002A1_contig501_len752_circularized 451.231 473 12 754
PER002A1_contig505_len730_circularized 312.615 330 9 620
PER002A1_contig506_len750_circularized 834.996 975.5 35 1083
PER002A1_contig507_len667 675.387 754 9 938
PER002A1_contig508_len739_circularized 186.898 153 5 628
PER002A1_contig510_len750_circularized 693.587 774 20 1090
PER002A1_contig512_len749_circularized 844.458 949 37 1219
PER002A1_contig518_len823 1262.47 1457 8 1669
PER002A1_contig51_len741_circularized 623.532 726 15 855
PER002A1_contig522_len856 613.334 676.5 1 902
PER002A1_contig523_len737_circularized 580.127 672 22 790
PER002A1_contig526_len739_circularized 409.676 480 19 564
PER002A1_contig527_len740_circularized 93.4989 47 2 529
PER002A1_contig529_len750_circularized 490.237 504 21 928
PER002A1_contig530_len749_circularized 485.35 557 9 637
PER002A1_contig531_len740_circularized 615.69 690 17 888
PER002A1_contig533_len747_circularized 345.46 357 15 681
PER002A1_contig536_len738_circularized 599.525 609 23 1230
PER002A1_contig538_len748_circularized 647.753 734 22 931
PER002A1_contig539_len741_circularized 391.672 359 15 1020
PER002A1_contig540_len739_circularized 440.831 437 21 948
PER002A1_contig542_len1014 377.78 328 2 1195
PER002A1_contig548_len751_circularized 709.939 810 20 983
PER002A1_contig553_len749_circularized 342.017 373 13 497
PER002A1_contig554_len449 309.096 369 6 437
PER002A1_contig557_len751_circularized 541.897 601 14 831
PER002A1_contig559_len739_circularized 523.945 597 17 779
PER002A1_contig561_len751_circularized 546.165 614 23 767
PER002A1_contig564_len749_circularized 852.154 952 37 1197
PER002A1_contig566_len766 482.764 466 9 799
PER002A1_contig567_len481 274.617 332 3 387
PER002A1_contig569_len749_circularized 545.811 569 15 1069
PER002A1_contig571_len750_circularized 528.526 585 18 734
PER002A1_contig578_len739_circularized 259.586 247 9 674
PER002A1_contig579_len1022 1087.8 1185.5 15 1473
PER002A1_contig581_len739_circularized 584.297 652 26 815
PER002A1_contig584_len739_circularized 129.843 139 8 210
PER002A1_contig587_len750_circularized 367.59 354 11 875
PER002A1_contig588_len740_circularized 522.385 510 14 1218
PER002A1_contig591_len955 646.193 821 1 947
PER002A1_contig593_len740_circularized 395.674 426 22 766
PER002A1_contig599_len463 459.825 520 15 730
PER002A1_contig5_len737_circularized 141.032 107 6 527
PER002A1_contig600_len740_circularized 913.663 1063 37 1314
PER002A1_contig602_len739_circularized 246.591 277 8 333
PER002A1_contig603_len742_circularized 648.804 759.5 24 830
PER002A1_contig604_len760_circularized 939.53 1065 35 1237
PER002A1_contig605_len750_circularized 304.008 344 8 439
