CONTIG AVERAGE.DEPTH MEDIAN.DEPTH MIN.DEPTH MAX.DEPTH 
HB56A1_contig100_len740_circularized 4040.7 4719 130 5662
HB56A1_contig101_len753_circularized 1770.88 1908 59 3318
HB56A1_contig102_len758_circularized 1342.82 1473 36 2211
HB56A1_contig103_len748_circularized 1200.62 1208 20 2851
HB56A1_contig104_len842 2362.67 2602.5 27 3164
HB56A1_contig109_len749_circularized 3484.6 4095 113 4933
HB56A1_contig110_len843 2631.44 2857 9 3765
HB56A1_contig111_len739_circularized 3675.29 4310 139 5132
HB56A1_contig113_len1498_circularized 1684.75 1825 30 2489
HB56A1_contig115_len741_circularized 2442.49 2754 75 3881
HB56A1_contig116_len743_circularized 2801.86 3331 92 3994
HB56A1_contig117_len751_circularized 428.716 407 14 1186
HB56A1_contig11_len750_circularized 2572.85 2902.5 67 4219
HB56A1_contig120_len751_circularized 1822.47 2125 36 2586
HB56A1_contig121_len739_circularized 1728.19 1874 52 3391
HB56A1_contig122_len739_circularized 2299.92 2729 72 3110
HB56A1_contig124_len740_circularized 1730.73 2010 68 2392
HB56A1_contig126_len743_circularized 1047.66 1191 27 1677
HB56A1_contig127_len740_circularized 1487.71 1707 58 2259
HB56A1_contig128_len737_circularized 2435.72 2910 99 3389
HB56A1_contig129_len737_circularized 1956.06 2221 54 3246
HB56A1_contig12_len739_circularized 1297.28 1458 16 2219
HB56A1_contig130_len737_circularized 2278.82 2636 77 3599
HB56A1_contig131_len752_circularized 3449.38 3981.5 129 4930
HB56A1_contig132_len740_circularized 4447.87 5199.5 116 6569
HB56A1_contig133_len750_circularized 1451.25 1652 46 2244
HB56A1_contig134_len748_circularized 1994.29 2259.5 81 3270
HB56A1_contig135_len1615 1085.87 594 0 2939
HB56A1_contig136_len739_circularized 1632.21 1781 63 2970
HB56A1_contig137_len739_circularized 4309.99 5171 120 5957
HB56A1_contig138_len740_circularized 3323.72 3837 126 4790
HB56A1_contig139_len815 876.11 936 24 1269
HB56A1_contig13_len744_circularized 900.565 1051.5 37 1276
HB56A1_contig142_len740_circularized 2636.37 3175 86 3528
HB56A1_contig143_len977 456.62 341 8 1889
HB56A1_contig144_len895 2453.37 2779 6 3088
HB56A1_contig145_len748_circularized 2070.3 2486.5 49 2954
HB56A1_contig146_len748_circularized 96.7027 114 3 134
HB56A1_contig147_len741_circularized 914.015 1064 24 1255
HB56A1_contig148_len750_circularized 2043.2 2245.5 73 2817
HB56A1_contig149_len739_circularized 2423.24 2715 55 3434
HB56A1_contig150_len750_circularized 1736.88 1998 41 2537
HB56A1_contig151_len756_circularized 2222.05 2437 75 3136
HB56A1_contig15_len752_circularized 950.508 887 12 2900
HB56A1_contig16_len747_circularized 943.764 860 33 2824
HB56A1_contig17_len743_circularized 2481.89 2985 93 3510
HB56A1_contig19_len748_circularized 252.413 248 6 518
HB56A1_contig1_len907 1926.17 2281 56 2724
HB56A1_contig21_len748_circularized 813.744 967.5 23 1110
HB56A1_contig22_len751_circularized 1940.06 2288 66 2668
HB56A1_contig24_len656 969.166 1079.5 18 1285
HB56A1_contig27_len742_circularized 2117.5 2313 67 3914
HB56A1_contig30_len760_circularized 115.408 131 4 169
HB56A1_contig31_len750_circularized 4469.24 5241.5 130 6180
HB56A1_contig32_len738_circularized 384.839 328.5 8 1314
HB56A1_contig33_len717_circularized 2755.61 3264 81 3788
HB56A1_contig35_len720_circularized 1603.31 1893 48 2201
HB56A1_contig36_len745_circularized 2358.42 2734 102 3110
HB56A1_contig37_len824 1099.34 1201 8 1537
HB56A1_contig39_len740_circularized 1474.63 1684 38 2211
HB56A1_contig3_len750_circularized 2088.81 2384 72 2921
HB56A1_contig41_len829 1352.2 1452 12 1705
HB56A1_contig42_len740_circularized 1976.54 2335 50 2776
HB56A1_contig43_len740_circularized 1783.38 1970.5 58 2602
HB56A1_contig44_len761 4383.24 4918 63 5411
HB56A1_contig46_len749_circularized 2643.64 3014 68 3949
HB56A1_contig47_len741_circularized 2671.54 3148 86 3726
HB56A1_contig4_len1490_circularized 2243.66 2495 23 3749
HB56A1_contig50_len752_circularized 1287.36 1352.5 35 2582
HB56A1_contig51_len741_circularized 2093.73 2357 78 2982
HB56A1_contig52_len738_circularized 304.851 273 10 931
HB56A1_contig53_len1484_circularized 1568.95 1236.5 22 6259
HB56A1_contig54_len740_circularized 2853.87 3381.5 93 3951
HB56A1_contig55_len747_circularized 742.227 627 14 2524
HB56A1_contig56_len803 5041.41 5662 0 6481
HB56A1_contig57_len741_circularized 2776.09 3095 79 4444
HB56A1_contig58_len749_circularized 3128.21 3629 90 4352
HB56A1_contig5_len831 2411.04 2652 20 3429
HB56A1_contig60_len740_circularized 1555.95 1572 50 3768
HB56A1_contig63_len746_circularized 1886.39 2215 50 2742
HB56A1_contig67_len751_circularized 933.517 942 21 2063
HB56A1_contig69_len759_circularized 5940.32 6768 217 8169
HB56A1_contig6_len740_circularized 924.576 1096 26 1210
HB56A1_contig70_len742_circularized 3639.92 4271 150 5103
HB56A1_contig72_len742_circularized 1466.27 1685.5 60 2098
HB56A1_contig73_len882 2246.09 2471 17 2842
HB56A1_contig75_len750_circularized 866.731 904 29 1850
HB56A1_contig77_len750_circularized 2898.81 3354.5 78 4027
HB56A1_contig78_len835 3373.59 3743 26 4659
HB56A1_contig79_len738_circularized 2136.52 2492 69 2845
HB56A1_contig7_len737_circularized 2654.57 3071 95 3681
HB56A1_contig81_len753_circularized 911.35 958 20 2014
HB56A1_contig82_len751_circularized 4665.33 5406 173 6644
HB56A1_contig83_len821 2592.99 2940 53 3479
HB56A1_contig87_len984 1194.07 1424 12 1764
HB56A1_contig89_len748_circularized 1173.08 1316.5 29 1790
HB56A1_contig90_len820 4004.04 4404 20 5361
HB56A1_contig91_len740_circularized 1560.68 1776 33 2300
HB56A1_contig96_len748_circularized 893.696 876.5 20 2312
HB56A1_contig98_len739_circularized 1371.6 1591 31 1914
